Phrase,Frequency
providing intermediate,1
proving influential,1
provision crowded,1
provision need,1
proximity directional,1
pseudo equivalent,1
pt individuals,1
pt rather,1
publications overview,1
published past,1
pulled national,1
purchase promising,1
purposes pivotal,1
pushed pulled,1
qu site,1
qu walk,1
quan indicators,1
quantitative planners,1
quantity cycling,1
quantity destinations,1
question developing,1
question happened,1
question lack,1
question survey,1
questions en,1
questions examining,1
questions systematic,1
quiet width,1
radius km,1
rail influencing,1
railway mega,1
railway stations,1
range brussels,1
rarely measured,1
rates nearest,1
rates settings,1
rather fare,1
rather mixed,1
ratio test,1
ratios largest,1
ratios mix,1
reach gee,1
readiness society,1
ready climate,1
ready respond,1
realistic practical,1
realized environmental,1
reason schemes,1
reasons increased,1
received attention,1
receiving increasing,1
recently pedestrian,1
recognized agenda,1
recognized climate,1
recommended developed,1
recovery presenting,1
red literature,1
reduce ability,1
reduce cars,1
reduce pedestrian,1
reduce turning,1
reduce willingness,1
reduced congestion,1
reduced consumption,1
reduced external,1
reducing overall,1
reduction hottest,1
reduction noise,1
reduction targets,1
reduction typical,1
reductions concentrations,1
reductions draw,1
reference developing,1
refined search,1
regarding pedestrian,1
regardless size,1
regardless whether,1
regression statistical,1
regression suggest,1
regulations safety,1
reinforce fragmentation,1
relative consistency,1
relevant directions,1
relevant literature,1
relevant objective,1
remarkable periodic,1
renovations graffiti,1
repeat interesting,1
representative general,1
representative survey,1
represents feasible,1
represents useful,1
residence measures,1
resident survey,1
residential choices,1
residential districts,1
residential preferences,1
residential relocation,1
resolution accessibility,1
resources communities,1
resources opportunities,1
respond emerging,1
respondents consider,1
respondents demographic,1
respondents preferred,1
respondents supporters,1
response climate,1
response crowded,1
response highly,1
response superb,1
response sustainable,1
responsible interventions,1
restrictions imposed,1
retrieved database,1
returns potentially,1
revealed charge,1
review academic,1
review applied,1
review body,1
review contributing,1
review decreasing,1
review outlook,1
review relevant,1
review residential,1
review spa,1
reviewed articles,1
reviewing literature,1
ride agent,1
ride presents,1
rise number,1
rise pro,1
rising intensity,1
rising work,1
risks crime,1
roads categories,1
roads functionality,1
rome manchester,1
route attributes,1
route choices,1
routes associated,1
routes designing,1
routes response,1
rule crowded,1
sa benefits,1
sa eliminate,1
sa pricing,1
sa seen,1
sa transit,1
safe infrastructure,1
safety concerns,1
safety emphasis,1
safety highlight,1
safety influenced,1
safety perceptions,1
safety suggest,1
saw highlights,1
scarce neighborhood,1
scenario affects,1
scenarios illustrate,1
scheme conducting,1
schemes critical,1
schemes forward,1
schemes typically,1
scholarly interest,1
scholars cs,1
scholars practitioners,1
science environmental,1
science systematic,1
scope adjustments,1
score matching,1
scores availability,1
scrutiny endeavor,1
se sustainable,1
seam end,1
search enable,1
secondly likewise,1
sector calls,1
sector shown,1
seeks advance,1
seen complement,1
segments demonstrates,1
segments walking,1
selected articles,1
selected outcomes,1
selected substantive,1
selection stop,1
selections several,1
semi formed,1
sensitive experienced,1
sensor installations,1
sep experience,1
sep interviewed,1
sep poor,1
serious particularly,1
serves valuable,1
set address,1
sets web,1
setting ambitious,1
seven days,1
several agent,1
several aspects,1
several route,1
sg employing,1
sha additive,1
shaping car,1
shaping decisions,1
share abc,1
share bus,1
share characteristics,1
share cycling,1
share exceeding,1
share journeys,1
share km,1
share mostly,1
share specific,1
shared achieve,1
shared vehicles,1
shares analytic,1
shares certain,1
shares modes,1
shares specific,1
sharpe reduction,1
shed light,1
shenzhen presents,1
shift consequence,1
shift mod,1
shifted pa,1
shifted sa,1
shifting towards,1
shopping shifting,1
shown constant,1
shows transformation,1
sidewalk width,1
sign conventional,1
significance contributing,1
significance extending,1
similar consequently,1
similar million,1
singapore collecting,1
singapore introducing,1
singapore late,1
site detailed,1
site specific,1
situated near,1
situation draw,1
size europe,1
size income,1
size log,1
size wider,1
sized adjusting,1
sky view,1
slow recovery,1
smart broad,1
smart emerged,1
smart sustainable,1
socially disadvantaged,1
societal benefits,1
societal outcomes,1
societal rule,1
software participants,1
solutions adoption,1
solutions climate,1
solutions nevertheless,1
sound environment,1
sound identification,1
source environmental,1
source perspectives,1
source shenzhen,1
source tools,1
south asia,1
south investments,1
spa following,1
spa protocol,1
specific characteristics,1
specific consequently,1
specific decisions,1
specific path,1
specific quantitative,1
specific ratios,1
specific threshold,1
specifically electoral,1
specifically objective,1
spread intense,1
spreading inadequate,1
stable holiday,1
stable intercity,1
stakeholders maxim,1
stand gain,1
standing topics,1
stated preference,1
station bus,1
station den,1
stations applied,1
stations benefit,1
stations buffer,1
stations expected,1
stations properly,1
statistical perceived,1
statistical presented,1
status se,1
staying home,1
still dimensional,1
still pre,1
still producing,1
still substantial,1
stop etc,1
stress considerable,1
stress hot,1
stress reduce,1
stress universal,1
strong decent,1
strong intercity,1
strong pedestrian,1
stronger suggesting,1
strongly cars,1
strongly interventions,1
structured agenda,1
structured theme,1
su improper,1
subsequently migration,1
substantial number,1
substantial share,1
substantive environment,1
suburban context,1
suburban contexts,1
suburban hind,1
suburban lack,1
subway achieved,1
subway implementation,1
subway radius,1
succeed demonstrated,1
successful validation,1
suggest heat,1
suggest integrating,1
suggest longer,1
suggest opt,1
suggest supportive,1
suggesting fine,1
suggesting political,1
suit specific,1
suitable intermediate,1
sum quantity,1
summarized overs,1
summer boston,1
superb amidst,1
superb barcelona,1
superb demonstrated,1
superb districts,1
superb electoral,1
superb examines,1
supporters classes,1
supporters costs,1
supporters ideal,1
supporters moderate,1
supporters pricing,1
supportive environment,1
supportive infrastructure,1
supportive pedestrian,1
suppression national,1
surfaces environment,1
surfaces lack,1
surrounding environment,1
surrounding green,1
surrounding wealth,1
survey examines,1
survey singapore,1
survey suggest,1
sustainability complete,1
sustainability contemporary,1
sustainability enable,1
sustainability face,1
sustainability outcomes,1
sustainable accessibility,1
sustainable avail,1
sustainable collaborative,1
sustainable environments,1
sustainable identifies,1
sustainable interventions,1
sustainable living,1
sustainable methodology,1
sustainable modes,1
sustainable particular,1
sustainable particularly,1
sustainable solutions,1
sustainable sustainability,1
sustainable transformation,1
sustainable transition,1
sustainable way,1
sv organization,1
switch routes,1
synth science,1
systematic consists,1
systematic publications,1
systematically anal,1
tailored solutions,1
taking example,1
targeted interventions,1
targeted walking,1
targets intended,1
targets met,1
targets motorized,1
technological environmental,1
technologies collecting,1
tel becoming,1
temporal flow,1
tend bike,1
tend opportunities,1
terms added,1
terms avenues,1
terms concepts,1
terms education,1
terms technological,1
test late,1
test web,1
thematic clusters,1
theme review,1
themes worthy,1
theoretical directions,1
theoretical proposes,1
thereby draw,1
thereby increasingly,1
thereby readiness,1
therefore contributes,1
therefore drawing,1
therefore exploring,1
therefore improvements,1
therefore increasingly,1
thermal climate,1
thermal comfort,1
thinking ready,1
thoroughly discussed,1
though recently,1
threshold environment,1
threshold min,1
thus calling,1
thus increasing,1
thus seeks,1
thus shaping,1
thus understand,1
tier offers,1
tool advance,1
tool communication,1
tool concept,1
tool evaluating,1
tool practice,1
tool processes,1
tool similar,1
tool sustainable,1
topics car,1
topics discussions,1
toronto canada,1
toronto neighborhoods,1
total integrated,1
total volume,1
tourist night,1
towards away,1
towards closer,1
towards improved,1
towards worker,1
transform red,1
transformation nu,1
transformation political,1
transformation standing,1
transit journeys,1
transit offers,1
transit passengers,1
transit pedestrian,1
transit pt,1
transit reduction,1
transit routes,1
transit users,1
transition efforts,1
transition sustainable,1
travelers intercity,1
travelers preferences,1
travellers external,1
travellers increased,1
travellers travellers,1
travels mainly,1
trend adoption,1
trends main,1
triggered greater,1
triple nearly,1
truck lacking,1
tuned metro,1
turning superb,1
turns sidewalk,1
twenty adults,1
twice income,1
typical summer,1
typically attract,1
typically located,1
ua elections,1
um achieved,1
um utilizes,1
una associations,1
unclear whether,1
undermine sustainable,1
understand heat,1
understand populations,1
understood classified,1
undertaken summer,1
une consequences,1
uneven surfaces,1
uniform possibly,1
universal thermal,1
unprecedented disruption,1
update pedestrian,1
upon highlight,1
upon successful,1
useful accessibility,1
useful action,1
useful organization,1
useful tool,1
users cyclists,1
users era,1
users experiencing,1
users extreme,1
users provision,1
users residence,1
users supportive,1
ut happening,1
ut maximum,1
utc explain,1
utilities park,1
utility carry,1
utilizes deco,1
utilizing combination,1
utrecht like,1
vacation presented,1
valid electoral,1
validation methodology,1
validation um,1
valuable benefit,1
valuable reference,1
variation environment,1
variation opportunities,1
variations equity,1
vary depending,1
varying implementation,1
vast mod,1
vegetation sky,1
vehicle kilometres,1
vehicle segments,1
vehicles automotive,1
vehicles bicycles,1
vehicles cp,1
vehicles park,1
vehicles sa,1
via analytical,1
via online,1
via specific,1
via structured,1
viable response,1
view accessibility,1
view bikes,1
view included,1
view providing,1
views pedestrian,1
views representative,1
visit via,1
vo opposition,1
volume intercity,1
vs outbreak,1
waiting considered,1
walk neighborhood,1
walk thus,1
walking mode,1
walking path,1
walking railway,1
walking tier,1
walking uniform,1
walking waiting,1
way aims,1
way preferences,1
weak intensity,1
wealth tend,1
weather events,1
weather extremes,1
weather transit,1
web crawling,1
web tool,1
weekday weekend,1
weekend intercity,1
weekends overlap,1
weekly cases,1
whereas charge,1
whether live,1
whether total,1
whether views,1
whether worker,1
white observed,1
wide superb,1
wider surrounding,1
widespread acceptance,1
widespread popular,1
width amenities,1
width length,1
winnipeg manitoba,1
work preferences,1
work pressure,1
work sign,1
workers aim,1
workers appropriate,1
workers decreasing,1
workers essential,1
workers larger,1
workers mumbai,1
working situation,1
workplace accessibility,1
workplace prior,1
workplace reducing,1
workplace secondly,1
worthy consideration,1
years bicycles,1
years physical,1
years representative,1
yet asia,1
yet detecting,1
yield dim,1
york subway,1
zealand depends,1
zealand focusing,1
