Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,publish time,title
Row_49,"This study proposes a new scenario planning approach which consists of two main stages: evaluating scenarios under multiple criteria and selecting a manageable number of representative scenarios covering a wide range of future developments. In the evaluation stage, the interaction between criteria has been considered, which offers a significant contribution both to the scenario literature and practice. In the selection stage, a mathematical programming model has been developed to ensure the selection of distinct scenarios with high evaluation values. The approach is applied to an urban mobility system in a metropolitan area. The selected scenarios provide valuable insights into the future of urban mobility, serving as a basis for identifying strategies. The proposed approach does not offer a solution only for scenario planning problems, it can be effectively applied to similar problems in different areas.","Yanmaz, Ozgur","Asan, Umut",,,,,,,,,,,,,,,,,,,,,,,,1,,DECISION SCIENCE LETTERS,Scenario Planning,Scenario Evaluation,Multiple Criteria,Interaction,Scenario Selection,Urban Mobility,,,,,,,,,,2024,A novel scenario planning approach considering criteria interaction in multi-criteria evaluation: An application to urban mobility
Row_50,"In the move towards sustainable urban mobility through seamless intermodality, European cities are faced with the possibility of implementing shared mobility systems. They constitute an opportunity to create new urban hubs, considered as nodes of intermodality and places of urban intensity. In order to effectively plan the future locations of shared mobility hubs, this paper outlines the methodological framework that sustains the design of a new decision-support tool, the so-called Mcda2MobilityHub (M2MHub),1 using Multi-Criteria Decision Analysis (MCDA) and Geographic Information Systems (GIS). For this purpose, the analysis of existing literature and interviews with local authorities and transport operators, led to the identification of six main location criteria (mobility, compactness, diversity of uses, profile of potential users, spatial configuration and environment). The criteria weights were calculated using the Analytic Hierarchy Process (AHP) and the framework was applied to the case study of the city of Barcelona. The results obtained are presented in the form of heat maps, highlighting the flexibility of the decision-support tool to transform open data into appropriate indicators and detailed maps. This output can be used to support future policies for planning shared mobility hubs as places for convenient multimodal transfers, which also enable social activities and improve the quality of life in European cities.","Junyent, Ines Aquilue","Casanovas, Miquel Marti","Roukouni, Anastasia","Sanz, Joan Moreno","Blanch, Estanislao Roca","Correia, Goncalo Homem de Almeida",,,,,,,,,,,,,,,,,,,,2,,SUSTAINABLE CITIES AND SOCIETY,Sustainable mobility,Intermodality,Urban vitality,Spatial planning,Urban hubs,,,,,,,,,,,JUL 1 2024,Planning shared mobility hubs in European cities: A methodological framework using MCDA and GIS applied to Barcelona
Row_51,"An increase in the number of people leaving metropolitan areas (MAs) was observed in various countries in the early years of the COVID-19 pandemic. While considerable attention has been paid to the impacts of health risks and teleworking, two prominent topics related to health-crisis-led migration, empirical evidence remains inadequate. This study aims to empirically investigate the impacts and temporal changes of these two factors on migration leaving MAs (LMA migration). It utilizes survey data from the Japanese government and employs fixed effects logit models. (1) By using infection rates in a more accurate measurement than previous studies, this study confirms the health-risk-aversion motives in LMA migration. (2) Teleworking's influence on LMA migration is found to be insignificant over the long term. Nevertheless, it increases the likelihood of formal employees staying in MAs and strengthens the tendency of the self-employed to leave for local areas. (3) Temporally, the significant impact of lower COVID-19 infection rates attracting metropolitan residents persisted beyond the pandemic stringency and continued for several months afterward, though it eventually reversed. Teleworking shows a positive influence on LMA migration only in the later stage of COVID-19. These findings suggest a tendency of 'deferred decisions' in LMA migration due to people's unfamiliarity with an unprecedented health crisis. However, the negative impact of infection risks emerges sooner than the significant effect of teleworking, indicating that safety is a pressing priority for LMA migration in the early stages of a major health crisis. (4) Self-employed individuals, homeworkers, and the unemployed are more likely to engage in LMA migration, while employees (whether formal or informal) are less likely, highlighting the role of opportunity costs. Policy implications suggest that local governments should focus on attracting the self-employed from MAs during health crises and on enhancing the teleworking environment for the long term.","Peng, Xue",,,,,,,,,,,,,,,,,,,,,,,,,0,,HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,,,,,,,,,,,,,,,,NOV 8 2024,Migration behaviors leaving metropolitan areas: assessing the impacts of health risks and teleworking in the COVID-19 context
Row_52,"In recent decades, rising social disparities in European cities have structured new forms of urban inequalities. Employing an innovative analysis approach based on statistical, geographical, and spatial methods, this paper aims to explore the social geography of population groups in Liverpool, Manchester, and Newcastle upon Tyne by examining how the spatial distribution of socio-economic groups intersects with urban settlements of the resident foreign population. The study addresses methodological challenges in segregation measurement while shedding light on existing spatial patterns of vulnerable groups and emerging trajectories of residential segregation at the metropolitan scale, utilising the most recent UK Census data.","De Falco, Antonio",,,,,,,,,,,,,,,,,,,,,,,,,0,,SOCIAL SCIENCES-BASEL,residential segregation,England's cities,spatial analysis,urban inequalities,,,,,,,,,,,,NOV 2024,"Exploring Urban Socio-Spatial Disparities in Liverpool, Manchester, and Newcastle upon Tyne Metropolitan Areas"
Row_53,"Urban Air Mobility (UAM) is a new mode of transportation that avoids ground congestion in metropolitan areas. UAM services between airports and city centers are planned to start first, so a vertiport is needed at the airport. For better customer service and increased UAM demand, the vertiport should be as close as possible to the passenger terminal. However, in order to maintain separation from departures and arrivals, UAM aircraft have to divert long distances or cross the runway to enter and exit the vertiport. In this study, aircraft trajectories at Incheon International Airport (ICN) were analyzed to determine the feasibility of the runway crossing operation. The results showed that there is no spatial area where UAM aircraft can cross the runway separately from arriving and departing aircraft, but there are time slots available for runway crossing. Redefining the runway occupancy time would increase the available runway crossing time for UAM aircraft. However, such a time -based runway crossing approach would inevitably require the UAM aircraft to hover or require controller intervention. A four-dimensional trajectory -based UAM operation and automated lighting system would minimize the need for controller intervention. This study analyzed the surveillance data of ICN to propose a runway crossing operation for UAM aircraft at ICN, and a future work will propose a more precise runway crossing strategy by using more surveillance data of the airport.","Kim, Sang Hyun",,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF THE KOREAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,Urban Air Mobility,Runway Crossing,Vertiport,Airport,,,,,,,,,,,,2024,Runway Crossing Operation for Urban Air Mobility in Incheon International Airport
Row_54,"Based on more than 11 billion geolocated cell phone records from 33 million different devices, daily mobility networks were constructed over a 15-month period for Greater Mexico City, one of the largest and most diverse metropolitan areas globally. The time frame considered spans the entire year of 2020 and the first three months of 2021, enabling the analysis of population movement dynamics before, during, and after the COVID-19 health contingency. The nodes within the 456 networks represent the basic statistical geographic areas (AGEBs) established by the National Institute of Statistics, Geography, and Informatics (INEGI) in Mexico. This framework facilitates the integration of mobility data with numerous indicators provided by INEGI. Edges connecting these nodes represent movement between AGEBs, with edge weights indicating the volume of trips from one AGEB to another. This extensive dataset allows researchers to uncover travel patterns, cross-reference data with socio-economic indicators, and conduct segregation studies, among other potential analyses.","Flores-Garrido, Marisol","de Anda-Jauregui, Guillermo","Guzman, Plinio","Meneses-Viveros, Amilcar","Hernandez-alvarez, Alfredo","Cruz-Bonilla, Erika","Hernandez-Rosales, Maribel",,,,,,,,,,,,,,,,,,,3,,SCIENTIFIC DATA,,,,,,,,,,,,,,,,JAN 18 2024,Mobility networks in Greater Mexico City
Row_55,"Mobility as a Service (MaaS) is the new mobility challenge. In Italy, the Piedmont Region has been implementing the BIPforMaaS, the first Italian regional MaaS project with public governance, aimed at creating a framework of rules for the full deployment of MaaS in the urban and metropolitan area of Turin and in the whole Piedmont Region. Public governance guarantees fair and non-discriminatory competition, while providing a more effective service for end users. This paper presents the results of the BIPforMaaS pilot project, which involved 67 active users, with the goal of field-testing the use of a MaaS app that allows users to book various mobility services. The results showed that the proposed MaaS system can effectively integrate multiple mobility services while ensuring flexibility and efficiency. An environmental analysis is also presented in order to show how MaaS can contribute to a more sustainable mobility system by reducing CO 2 emissions.","Caballini, Claudia","Olivari, Erika","Gasparini, Carlotta","Dalla Chiara, Bruno",,,,,,,,,,,,,,,,,,,,,,0,,EUROPEAN TRANSPORT-TRASPORTI EUROPEI,Mobility as a Service,public governance,case study,MaaS pilot,Italian case study,,,,,,,,,,,MAY 2024,Mobility as a Service: an Italian MaaS pilot at regional level with public governance
Row_56,"In order to investigate the role that Mobility as a Service (MaaS) could play in university communities to reduce car dependency and moderate car-oriented travel behavior, this paper examines individuals' stated interest in adopting MaaS bundles in academic environments, where its potential is still largely underexplored. The study involves a large-scale survey campaign carried out within a university community in Milan (Italy), comprising 1873 answers from faculty members, technical-administrative staff, and students. The paper discusses the factors affecting behavioral intentions towards a potential MaaS adoption on the basis of aggregate statistics and discrete choice models estimates. This research highlights that there is a real opportunity to market MaaS in university communities, but an accurate user-centered design of the MaaS solutions is needed, based on individuals' preferences and actual mobility needs. Results suggest that MaaS has a broader potential user base among individuals under 35 years old and Public Transport subscribers, and that MaaS bundles involving shared mobility services are attractive by residents in the city center, while reserved parking at interchange facilities is more attractive to commuters coming from suburban areas.","Coppola, Pierluigi","Silvestri, Fulvio","Pastorelli, Luca",,,,,,,,,,,,,,,,,,,,,,,1,,TRAVEL BEHAVIOUR AND SOCIETY,SP survey,Discrete choice analysis,Mixed logit,Preference heterogeneity,Commuting travels,Metropolitan areas,,,,,,,,,,JAN 2025,Mobility as a Service (MaaS) for university communities: Modeling preferences for integrated public transport bundles
Row_57,"The ubiquitous use of mobile devices along with the amount of traffic, transportation services, and travel pattern data available has led to the emergence and deployment of smartphone applications for providing information about personal travel management. Several of these travel apps are aimed at voluntary travel behavior change (VTBC) to support and increase sustainable mobility, and have led to the development of research to investigate their influence on travel behavior. Here, the aim is to study the role of technophilia and goal-framing theory in the intention to adopt and situationally use a prospective VTBC travel app. A Structural Equation Model is developed with the aim of empirically testing a sample of 971 respondents collected in two suburban corridors in the Lisbon Metropolitan Area. The results support that goal-framing theory is important for explaining the adoption of VTBC travel apps. Gain and normative motives are more relevant than hedonic motives, pointing to the importance of their tangible benefits. Frequent car users may benefit from VTBC travel apps in terms of encouraging behavioral changes, supporting sustainable mobility management solutions. The results also outline the importance of technophilia and the current use of travel apps in influencing the intention to use VTBC apps.","de Abreu e Silva, Joao","Amorim, Julianno de Menezes",,,,,,,,,,,,,,,,,,,,,,,,0,,SUSTAINABILITY,voluntary travel behavior change travel apps,technophilia,goal-framing theory,sustainable mobility,,,,,,,,,,,,NOV 2024,The Role of Technophilia and User Goals in the Intention to Use a Mobility Management Travel App
Row_58,"Understanding the relationship between spatial structures of cities and environmental hazard exposures is essential for urban health and sustainability planning. However, a critical knowledge gap exists in terms of the extent to which socio-spatial networks shaped by human mobility exacerbate or alleviate urban heat exposures of populations in cities. In this study, we utilize location-based data to construct human mobility networks in twenty metropolitan areas in the U.S. The human mobility networks are analyzed in conjunction with the urban heat characteristics of spatial areas. We identify areas with high and low urban heat exposure and evaluate visitation patterns of populations residing in high and low urban heat areas to other spatial areas with similar and dissimilar urban heat exposure. The results reveal the presence of urban heat traps in the majority of the studied metropolitan areas, wherein populations residing in high-heat exposure areas primarily visited other high-heat exposure zones. Specifically, cities such as Los Angeles, Boston, and Chicago were particularly pronounced as urban heat traps. The results also show a small percentage of human mobility to produce urban heat escalation and heat escapes. The findings from this study provide a better understanding of urban heat exposure in cities based on patterns of human mobility. These findings contribute to a broader understanding of the intersection of human network dynamics and environmental hazard exposures in cities to inform more integrated urban design and planning to promote health and sustainability.","Huang, Xinke","Jiang, Yuqin","Mostafavi, Ali",,,,,,,,,,,,,,,,,,,,,,,0,,NPJ URBAN SUSTAINABILITY,,,,,,,,,,,,,,,,FEB 1 2024,The emergence of urban heat traps and human mobility in 20 US cities
Row_59,"Greenways are planned for various goals including nature conservation and promoting mobility by foot or bike in urban areas. A challenge associated with designed greenways pertains to their underutilization for mobility. Due to their multi-functionality greenways are usually not designed with a focus on active mobility, and thus, do not necessarily correspond with daily mobility patterns. This study addresses this issue by devising a methodology for the identification of optimal locations for active urban greenways within a metropolitan expanse, strategically aligned with the day-to-day pursuits of its inhabitants. Distinguished from prior greenway research, this investigation emphasizes individual mobility and adds a novel perspective to greenway planning. The method was tested in the city of Mashhad in Iran. By employing the Analytic Hierarchy Process methodology in conjunction with a Geographic Information System (GIS) and a gravity formula, a meticulous selection process yielded 19 nodes (sites) deemed most suitable for greenway implementation, selected from a pool of 93 prospective nodes. These findings offer pragmatic insights into the expansion of greenways tailored to the daily activities of urban inhabitants, thus complementing established greenway paradigms and strengthening the mobility dimension and active travel corridors in urban greenway planning.","Vatanparast, Elia","Joibari, Shaban Shataee","Salmanmahiny, Abdolrassoul","Hansen, Rieke",,,,,,,,,,,,,,,,,,,,,,1,,URBAN FORESTRY & URBAN GREENING,Active green space,Active travel corridor,Gravity formula,Greenway planning,Individual mobility,Urban greenways,,,,,,,,,,NOV 2024,Urban greenway planning: Identifying optimal locations for active travel corridors through individual mobility assessment
Row_60,"Gated communities have spread globally, though unevenly. However, their early popularity and expansion from North America to other different localities have led to their physical and social diversification (i.e., morphological design and locking mechanisms and their resident profiles, which are not limited to the richest classes). This diversity has resulted in varied and sometimes conflicting concepts and classification criteria. Given this situation, this study aims to propose a typology of these developments that encompasses all current forms, based on an exhaustive census we compiled. We used a broader concept adapted to the research context, that of the 'Residential Compound', based on the idea that total closure is not an essential condition for consideration. Although the empirical work is based on the metropolitan area of Granada (Spain), we believe it is representative of most Spanish and possibly European metropolitan areas. Using satellite images and the Spanish electronic cadastre, we compiled a census of 642 residential compounds, classified based on over 50 variables. These compounds were categorized into five types depending on the enclosure level: (1) protected compounds; (2) controlled compounds; (3) structurally self-isolated compounds; (4) individualistic compounds; and (5) symbolic compounds.","Baldan, Henar","Torrado, Jose Manuel","Susino, Joaquin",,,,,,,,,,,,,,,,,,,,,,,0,,LAND,gated communities,residential compounds,typology,metropolitan area,Granada (Spain),,,,,,,,,,,AUG 2024,Beyond Gated Communities: A Typology of Residential Compounds in Granada
Row_61,"Mass light -rail transit (LRT) has been promoted as an effective solution toward sustainable transportation in urban areas. This paper presents a micro -simulation framework combining the multi -state supernetwork (MSN) approach and a mobility -related emission module to evaluate the mobility and environmental effects of LRT developments. The evaluation framework considers individuals' mode choice of LRT and particularly the trip chaining with their private vehicles to conduct daily activity programs. As complementary policies to LRT developments, parking pricing and park & ride (P + R) developments are also integrated. The output of daily travel patterns from the MSN approach can be used congruently to calculate the air pollutant emissions. The framework is applied to the extended Metropolitan area of Eindhoven (the Netherlands), where new LRT developments and additional parking policies are considered to improve accessibility and reduce environmental effects. The microsimulation concerns a synthetic population of approximately 110,000 individuals and seven LRT scenarios. The simulation results show a decrease in overall vehicle kilometers traveled and travel time, an increase in public transport use, a decrease in total air pollutant emissions, and an increase in activities in areas around public transport stops and P + R locations. It appears that the inclusion of parking measures in the simulations strengthens the effects, confirming the effectiveness of policy combinations.","van der Waerden, Peter","Cheng, Yuan","Liao, Feixiong",,,,,,,,,,,,,,,,,,,,,,,0,,CASE STUDIES ON TRANSPORT POLICY,Light-rail transit,Supernetwork,Mobility,Environmental effects,,,,,,,,,,,,MAR 2024,Evaluating the mobility and environmental effects of light-rail transit developments using a multi-state supernetwork approach
Row_62,"The urban structure of Spanish cities has been widely studied. Most of the works have focused on revealing the new forms of configuration of metropolitan areas characterized by a fall in population and employment in the areas that are part of the central core in favor of dispersed growth in some cases, or giving way to a polycentric reconfiguration in others. The outbreak of the COVID-19 pandemic caused changes in urban dynamics due to mobility restrictions and the proliferation of activities telematically. This work has attempted to evaluate the impact of the pandemic on the evolution of the urban structure of seven metropolitan systems in Spain. For this purpose, the changes in the spatial distribution of the population within each metropolitan structure have been analyzed, both in the periods prior to the arrival of the pandemic, and in the last two years after it. The results of this work show that since the outbreak of the pandemic, the dynamic process characterized by a notable decline in the central core has been reactivated, giving way to divergent processes of demographic restructuring such as the dispersion of metropolitan areas with a predominant monocentric structure (Madrid, Seville and Zaragoza) and the polycentric Bilbao; as well as a reaffirmation of the polycentric features of Barcelona, Malaga and Valencia.","Costa, CC","Marmolejo-Duarte, C",,,,,,,,,,,,,,,,,,,,,,,,0,,ACE-ARCHITECTURE CITY AND ENVIRONMENT,,,,,,,,,,,,,,,,OCT 2024,Impact of the COVID-19 Pandemic on the Demographic Distribution of Metropolitan Systems in Spain
Row_63,"This article addresses the problem of controlling human mobility in order to mitigate an epidemic in a city. We consider a discrete-time human mobility model that captures daily mobility pattern between residences and different destinations in a city and also incorporates epidemic spread at each location. For this city-wide model, we provide techniques to compute optimal mobility control policies, which tune the operating capacities of different destinations depending on their type. To obtain this kind of policies, we solve an optimization problem that takes into account the current epidemic status and maximizes the socioeconomic activity while keeping the total infections below a desired threshold. The proposed solution techniques use an outer approximation method, thanks to the monotonic nature the problem, and a receding-horizon approach. We apply these techniques to the mobility network of Grenoble metropolitan area.","Pratap, Ujjwal","Canudas-de-Wit, Carlos","Garin, Federica",,,,,,,,,,,,,,,,,,,,,,,0,,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,Epidemic control,large-scale networks,monotonic optimization,nonpharmaceutical interventions (NPIs),optimal control,receding-horizon control,urban human mobility,Epidemic control,large-scale networks,monotonic optimization,nonpharmaceutical interventions (NPIs),optimal control,receding-horizon control,urban human mobility,,JAN 2025,"Optimizing Urban Mobility for Saving Lives and Economy During an Epidemic Outbreak, With Application to Grenoble"
Row_64,"Modeling and predicting human mobility trajectories in urban areas is an essential task for various applications including transportation modeling, disaster management, and urban planning. The recent availability of large-scale human movement data collected from mobile devices has enabled the development of complex human mobility prediction models. However, human mobility prediction methods are often trained and tested on different datasets, due to the lack of open-source large-scale human mobility datasets amid privacy concerns, posing a challenge towards conducting transparent performance comparisons between methods. To this end, we created an open-source, anonymized, metropolitan scale, and longitudinal (75 days) dataset of 100,000 individuals' human mobility trajectories, using mobile phone location data provided by Yahoo Japan Corporation (currently renamed to LY Corporation), named YJMob100K. The location pings are spatially and temporally discretized, and the metropolitan area is undisclosed to protect users' privacy. The 90-day period is composed of 75 days of business-as-usual and 15 days during an emergency, to test human mobility predictability during both normal and anomalous situations.","Yabe, Takahiro","Tsubouchi, Kota","Shimizu, Toru","Sekimoto, Yoshihide","Sezaki, Kaoru","Moro, Esteban","Pentland, Alex",,,,,,,,,,,,,,,,,,,3,,SCIENTIFIC DATA,,,,,,,,,,,,,,,,APR 18 2024,YJMob100K: City-scale and longitudinal dataset of anonymized human mobility trajectories
Row_65,"Simple Summary The cat caf & eacute; has emerged as a popular and growing business in Thailand, allowing customers to have direct contact with cats, a species known to harbor certain zoonotic diseases. Given the previous reports of zoonotic parasites and fungal pathogens in the cat population in Thailand, there is a potential for these pathogens to be present in cat caf & eacute;s. The objective of this study is to investigate the prevalence of potentially zoonotic enteric parasites and dermatophytes in cat caf & eacute;s in Bangkok and its vicinity. Out of 11 cat caf & eacute;s, zoonotic enteric nematodes composed of hookworm and roundworm were identified in 2 caf & eacute;s. Furthermore, fungal cultures of individual cat hair samples indicated that 16.2% (32/198) of the cats were positive for dermatophytosis. In summary, zoonotic parasites and dermatophytes were detected in cat caf & eacute;s in Bangkok and the surrounding provinces. The evidence based on the prevalence and risk factors associated with these pathogens will heighten awareness among stakeholders and customers involved in this business.Abstract Cat caf & eacute;s have gained significant popularity worldwide, offering a unique interface between humans and cats. The present study aims to assess the prevalence of potentially zoonotic endoparasites and dermatophytes from cats living in cat caf & eacute;s situated in the Bangkok metropolitan area in 2017-2018. Cat fecal samples were subjected to microscopic examination employing centrifugal flotation and centrifugal sedimentation techniques. The hair samples from every cat were cultured on a dermatophyte test medium and Sabouraud dextrose agar and subsequently confirmed by visualization of the typical colony and macroconidia morphology. Findings from 11 cat caf & eacute;s indicated an 18.2% (2/11) prevalence of gastrointestinal parasites, including Toxocara spp., Ancylostoma spp., Physaloptera spp., and Eucoleus aerophilus. Dermatophytes were prevalent in 16.2% (32/198) of the total number of cats tested, with Microsporum canis being the sole species identified. Notably, the presence of dermatophyte was significantly correlated with the presence of skin lesions and the cats' origin. In summary, the findings of this study have provided evidence of potentially zoonotic endoparasites and dermatophytes in cats residing in cat caf & eacute;s. Therefore, it is imperative to heighten awareness and encourage preventive measures among cat caf & eacute; owners and customers to halt the dissemination of these pathogens.","Sanguansook, Phakjira","Tuangpermsub, Siwaporn","Leelakarnsakul, Boonyakorn","Phaisansomsuk, Sutida","Hunprasit, Vachira","Del Rio, Laura","Niyomtham, Waree","Prapasarakul, Nuvee","Sukhumavasi, Woraporn",,,,,,,,,,,,,,,,,0,,VETERINARY SCIENCES,Bangkok,cat caf & eacute;,dermatophyte,gastrointestinal parasites,zoonosis,,,,,,,,,,,AUG 2024,"Zoonotic Enteric Nematodes and Dermatophytes in Cat Cafés: An Investigation in the Bangkok Metropolitan Area, Thailand"
Row_66,"The accelerated growth of urban areas has resulted in substantial alterations to the spatial structure of these settlements. The accurate identification of the multi-centre spatial structure is a fundamental prerequisite for the assessment of urban spatial development and the optimisation of urban space. Accordingly, this study aimed to identify the multi-centre spatial structure of cities through a novel approach of data fusion based on night-time lighting data, LandScan data, and population heat data. Furthermore, this study compared the differential effects of population distribution and population mobility in identifying urban spatial structures. The empirical research results for Zhengzhou City demonstrate that the accuracy of using LandScan data fusion to identify multi-centre spatial structures was 0.7463, while the accuracy of using night-time light data fusion to identify urban spatial structures through population mobility reached 0.8235. This suggests that, in the context of increasing population mobility and economic activity, the integration of population mobility data may have a significant impact on the accuracy of urban spatial research. Moreover, this study places a dual focus on population distribution and population mobility and a new method of data integration for urban spatial research. These are of considerable practical value in facilitating spatial optimisation and the coordinated development of cities.","Zhang, Rongrong","Li, Ming","Zhang, Xiao","Guo, Yuanyuan","Li, Yonghe","Gao, Qi","Liu, Song",,,,,,,,,,,,,,,,,,,0,,LAND,population distribution,population mobility,urban polycentres,spatial structure,Zhengzhou,,,,,,,,,,,AUG 2024,Identification of the Spatial Structure of Urban Polycentres Based on the Dual Perspective of Population Distribution and Population Mobility
Row_67,"In urban air mobility (UAM), as envisioned by aviation professionals, novel flight vehicles will transport passengers and cargo at low altitudes within urban and suburban areas. To operate in urban environments, precise air traffic management, in particular the management of traffic overflows due to physical and operational disruptions will be critical to ensuring system safety and efficiency. To this end, we propose UAM network design with reserve capacity, i.e., a design where alternative landing options and flight corridors are explicitly considered as a means of improving contingency management. Similar redundancy considerations are incorporated in the design of many critical infrastructures, yet remain unexploited in the air transportation literature. In our methodology, we first model how disruptions to a given UAM network might impact on the nominal traffic flow and how this flow might be re-accommodated on an extended network with reserve capacity. Then, through an optimization problem, we select the locations and capacities for the backup vertiports with the maximal expected throughput of the extended network over all possible disruption scenarios, while the throughput is the maximal amount of flights that the network can accommodate per unit of time. We show that we can obtain the solution for the corresponding bi-level and bi-linear optimization problem by solving a mixed integer linear program. We demonstrate our methodology in the case study using networks from Milwaukee, Atlanta, and Dallas-Fort Worth metropolitan areas and show how the throughput and flexibility of the UAM networks with reserve capacity can outcompete those without.","Wei, Qinshuang","Gao, Zhenyu","Clarke, John-Paul","Topcu, Ufuk",,,,,,,,,,,,,,,,,,,,,,0,,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,Urban air mobility,Air transportation,Network design,Network optimization,Disruption,,,,,,,,,,,JUL 2024,Risk-aware urban air mobility network design with overflow redundancy
Row_68,"Often promoted by planning and transportation authorities as one of the principal ways to reduce the impact of mobility on transportation gas emissions, carpooling practices have increased over recent decades for daily commuting as well as long-distance travel. However, mainly due to the lack of data, little is known about the geography of these trips. On the one hand, the intensity of supply and demand may favor urban areas alongside common transportation systems. On the other hand, the scarcity of public transport in rural areas or small towns can support the growth of these shared mobilities. This article presents a geographical investigation of carpooling patterns in France and to overcome the lack of survey-data, it proposes an original method based on massive data collected from the Blablacar platform, national leader for this type of online services. After a review of the literature, the paper presents the main elements of the methodology implemented to collect and analyze the web data of carpooling. The analysis presents new findings that reveal the geographical features of car-sharing in France. The impact varies depending on the size of the towns, the presence of regional and inter-regional urban systems, and the tourism specialization of rural areas. The study also emphasizes the unique position of Paris and the pivotal role of intermediate towns.","Talandier, Magali","Duroudier, Sylvestre","Andre-Poyaud, Isabelle","Chardonnel, Sonia","Ployon, Estelle",,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF TRANSPORT GEOGRAPHY,Carpooling,Mobility,Urban hierarchy,Data-driven research,France,,,,,,,,,,,DEC 2024,"The territorial impacts of BlaBlaCar carpooling: Between metropolitan polarization, intermediate cities' structuration, and rural services"
Row_69,"Designing public transit services that meet the needs of night shift workers requires understanding their commuting patterns. However, traditional survey methods have faced challenges in contacting and interviewing night shift workers with changing work-sleep schedules. This study aims to investigate night shift workers' commuting patterns by identifying night shift workers with heterogeneous working patterns in passive mobility data. First, we identify workers and their workplaces from the mobility data using a rule-based method. Subsequently, we cluster individual workers' workplace-staying records using DBSCAN to find regular working patterns and segment workers with diverse working patterns. We applied the method to the smart card data of Seoul, South Korea, and identified 37,448 night shift workers with six different working patterns. The proportion of night shift workers among presumed workers was 8.9%, which was slightly higher than the 7.2% reported in a national survey. Workers who exclusively worked at nighttime worked near night markets, while three-shift workers' workplaces mainly appeared near areas with large general hospitals with emergency care centers. The proportion, regular working patterns, and workplace location distribution of the identified night shift workers were generally consistent with the existing survey-based knowledge, suggesting that night shift workers were accurately discovered from the mobility data. The finding suggested that policies to extend transit service time were beneficial for three-shift and 24-hour duty workers. With the proposed method, night shift workers' regular and essential mobility needs can be identified and provided to cities' transit authorities to help assess and improve transit services for these workers.","Lim, Sungho","Ahn, Haesung","Shin, Seungchul","Lee, Dongmin","Kim, Yong Hoon",,,,,,,,,,,,,,,,,,,,,0,,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Night shift worker,Commuting pattern,Passive mobility data,Travel behavior,Transportation equity,Data mining,DBSCAN,,,,,,,,,MAR 2024,Investigating night shift workers' commuting patterns using passive mobility data
Row_70,"This research addresses the existing gap between urban mobility theory and the dimensions of care, as well as their practical application of these theories in cities. Following a comprehensive review of previous studies, a taxonomic classification of places of care is developed, and a method is proposed to diagnose their availability and diversity in pedestrian-accessible urban environments within 200m, 400m, and 800m from light rail stations. This method was applied on Line 2 of the TRAM in Alicante, Spain, using the social network Google Places as the main source of information. The results emphasize the importance of addressing the 3-minute scale (200m) in urban environments surrounding light rail stations and the limited representation of places of care in these areas. In addition, there is a significant imbalance compared to the overall offer of economic and urban activity, particularly pronounced in the most vulnerable neighborhoods.","Serrano-Estrada, Leticia","Huskinson, Mariana","Bernabeu-Bautista, Alvaro",,,,,,,,,,,,,,,,,,,,,,,0,,CIUDAD Y TERRITORIO-ESTUDIOS TERRITORIALES-CYTET,Mobility of care,Places of care,Activities of care,Urban Spaces,Accessibility,Gender,,,,,,,,,,SUM 2024,Places of care in mobility environments: a method for diagnosis through geolocated social networks
Row_71,"Mobility-as-a-Service (MaaS) has emerged as a model supported by popular discourse on achieving greener, more efficient and equitable future mobility. While technological change is a primary driver for models of development, the policy pathways, implementation and implications of MaaS are complex and unclear. In this paper, we explore the implications and limitations of a participatory approach to co-produced MaaS futures in Greater Manchester (GM). We adapt a backcasting methodology involving two stakeholder workshops to develop shared future visions and action pathways. Our methodology includes a participatory approach to pluralistic vision development and the use of a Three Horizons method for backcasting. This approach provides the opportunity to explore multiple desirable futures and the formulation of action pathways without negating plausible future possibilities. The research identifies multiple policy and collaborative action areas while also revealing limitations in MaaS user agency and unaddressed sustainability concerns related to wider Smart City criticisms. Findings also suggest a lack of adequate theory within current MaaS frameworks to engage with uncertainty, change and adaptive capacity. Future areas of research include the expansion of current frameworks to incorporate alternative framings from planning and complexity theories already attempting to address these dimensions of futures.","Tantoush, Mahmud","Solomou, Solon","Sengupta, Ulysses","Zigure, Sigita",,,,,,,,,,,,,,,,,,,,,,0,,FUTURES,Mobility-as-a-Service,Participatory Backcasting,Three Horizons,Sustainability,Complexity,,,,,,,,,,,DEC 2024,Participatory backcasting towards desirable co-produced mobility futures: A case study of MaaS in Greater Manchester
