Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,author38,author39,author40,author41,author42,author43,author44,author45,author46,author47,author48,author49,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,publish time,title
Row_450,"Designing city-scale Blue-Green Infrastructure (BGI) for flood risk management requires detailed and robust methods. This is due to the complex interaction of flow pathways and the need to assess cost-benefit trade-offs for various BGI options. This study aims to find a cost-effective BGI placement scheme by developing an improved approach called the Cost OptimisatioN Framework for Implementing blue-Green infrastructURE (CONFIGURE). The optimisation framework integrates a detailed hydrodynamic flood simulation model with a multi-objective optimisation algorithm (Non-dominated Sorting Genetic Algorithm II). The use of a high-resolution flood simulation model ensures the explicit representation of BGI and other land use features to simulate flow pathways and surface flood risk accurately, while the optimisation algorithm guarantees achieving the best costbenefit trade-offs for given BGI options. The current study uses the advanced CityCAT hydrodynamic flood model to evaluate the efficiency of the optimisation framework and the impact of location and size of permeable interventions on the optimisation process and subsequent cost-benefit trade-offs. This is achieved by dividing permeable surface areas into intervention zones of varying size and quantity. Furthermore, rainstorm events with 100-year and 30-year return periods are analysed to identify any common optimal solutions for different rainfall intensities. Depending on the number of intervention locations, the automated framework reliably achieves optimal BGI implementation solutions in a fraction of the time required to find the best solutions by trialling all possible options. Designing and optimising interventions with smaller sizes but many permeable zones save a good fraction of investment. However, such a design scheme requires more computational time to find optimal options. Furthermore, the optimal spatial configuration of BGI varies with different rainstorm severities, suggesting a need for careful selection of the rainstorm return period. Based on the results, CONFIGURE shows promise in devising sustainable urban flood risk management designs.","Rehman, Asid Ur","Glenis, Vassilis","Lewis, Elizabeth","Kilsby, Chris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF HYDROLOGY,Multi-objective optimisation,NSGA-II,Blue-Green Infrastructure,BGI,Urban flooding,Hydrodynamic modelling,,,,,,,,,JUL 2024,Multi-objective optimisation framework for Blue-Green Infrastructure placement using detailed flood model
Row_452,"As China's urban areas rapidly developed, prefecture-level cities faced challenges in the coordinated development of the economy, society, energy, and environment (ESEE), which could impact public health. Previous research had examined the interactions between the various ESEE systems and their effects on public health. However, relatively few studies had conducted comprehensive analyses across different systems and regions. This paper aimed to conduct an in-depth analysis in this field. First, it calculated the ESEE development levels using principal component analysis, the entropy method, and data from 278 Chinese cities between 2012 and 2021. Next, it employed a coupling coordination degree model, which reflects the degree of coordinated development between different systems, to explore the coordinated development levels and trends of the four ESEE systems in each prefecture-level city. Furthermore, this paper innovatively used a spatial Durbin model, incorporating ESEE coordination levels to investigate their impact on public health in local and surrounding areas. The results indicated that the positive impact of ESEE coordinated development on local public health was 0.5082, while the impact on surrounding areas was 2.0240. This influence was more pronounced in smaller cities, suggesting the need to enhance regional cooperation, balance developmental disparities, and promote ESEE coordinated development to improve public health.","Zhang, Cheng","Jiang, Meiyu","Yang, Fujie","Wang, Yuehan","Xu, Yaxin","Lin, Sihan","Li, Li","Lei, Yalin","Wu, Sanmang","Wang, Jiao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,JOURNAL OF CLEANER PRODUCTION,Economy and Society,Energy and Environment,Coordinated development,Public health,,,,,,,,,,,SEP 25 2024,"The coordinated development among economy, society, energy, and environment and their impacts on public health in China's cities"
Row_457,"The mining of diverse patterns from bike flow has attracted widespread interest from researchers and practitioners. Prior arts concentrate on forecasting the flow evolution from bike demand records. Nevertheless, a tricky reality is the frequent occurrence of missing bike flow, which hinders us from accurately understanding flow patterns. This study investigates an interesting task, i.e., Bike-sharing demand r ecovery ( Biker ). Biker is not a simple time-series imputation problem, rather, it confronts three concerns: observation uncertainty, complex dependencies, and environmental facts. To this end, we present a novel diffusion probabilistic solution with factual knowledge fusion, namely DBiker. . Specifically, DBiker is the first attempt to extend the diffusion probabilistic models to the Biker task, along with a conditional Markov decision-making process. In contrast to existing probabilistic solutions, DBiker forecasts missing observations through progressive steps guided by an adaptive prior. Particularly, we introduce a Flow Conditioner with step embedding and a Factual Extractor to explore the complex dependencies and multiple environmental facts, respectively. Additionally, we devise a self-gated fusion layer that adaptively selects valuable knowledge to act as an adaptive prior, guiding the generation of missing observations. Finally, experiments conducted on three real-world bike systems demonstrate the superiority of DBiker against several baselines.","Huang, Li","Li, Pei","Gao, Qiang","Liu, Guisong","Luo, Zhipeng","Li, Tianrui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NEURAL NETWORKS,Bike flow recovery,Diffusion learning,Spatial-temporal interaction,Urban bike-sharing system,,,,,,,,,,,NOV 2024,Diffusion probabilistic model for bike-sharing demand recovery with factual knowledge fusion
Row_459,"Currently, the goals of sponge city construction mostly focus on urban surface water, with few considerations of groundwater indicators, and there is a lack of simulation methods that consider the interaction between surface water and groundwater under low impact development (LID) scenarios. Taking a sponge campus in Xi'an as the research object, this paper proposes a method to realize the interaction between surface water and groundwater at different spatial and temporal scales, so as to construct a SWMM-MODFLOW coupled numerical model to carry out the analysis of hydrological effect of sponge city comprehensively taking into account both surface water and groundwater. Simultaneously, the SWMM is coupled with the NSGA-III algorithm for multi-objective optimization of LID facility configurations, aiming to identify a globally optimal solution set for LID facility configurations under both long and short-duration rainfall scenarios. A novel framework for a comprehensive evaluation system of surface water-groundwater benefits is also developed to comprehensively assess LID facility optimization schemes that meet the goals of stormwater runoff infiltration and reduction, pollution interception and purification, and groundwater recharge conservation. The simulation results show that after optimization, the LID scheme has good surface runoff regulation effects and pollution reduction capabilities, reducing the runoff peak from 2.297 m3/s 3 /s to 2.128 m3/s, 3 /s, significantly lowering the risk of inundation and effectively reducing the total suspended solids (SS) load by 42.38 kg at the outfall. Meanwhile, the groundwater recharge effect is particularly significant in September. Compared to the baseline scenario, the average groundwater levels from June to September were raised by 3.966 cm, 5.120 cm, 6.743 cm, and 7.639 cm, respectively. The maximum daily groundwater level rise reached 7.82 cm, while the average groundwater level for the whole year of 2023 increased by 2.61 cm. The maximum transport area of pollutants decreased from 2359.44 m2 2 to 1796.54 m2, 2 , and the maximum transport distance reduced from 79.985 m to 69.977 m. Additionally, the central concentration of pollutants also decreased. This optimization evaluation framework will aid decision-makers in selecting LID facility management strategies that balance the dual benefits of surface water runoff and groundwater regulation.","Jiang, Yishuo","Li, Jiake","Gao, Jiayu","Xia, Jun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF CLEANER PRODUCTION,Sponge city,SWMM-MODFLOW coupled model,LID optimization,NSGA-III,Comprehensive benefit evaluation system,,,,,,,,,,NOV 1 2024,A multi-objective optimization and evaluation framework for LID facilities considering urban surface runoff and shallow groundwater regulation
Row_471,"Quantifying the variable impacts of wildfire smoke on ozone air quality is challenging. Here we use airborne measurements from the 2018 Western Wildfire Experiment for Cloud Chemistry, Aerosol Absorption, and Nitrogen (WE-CAN) to parameterize emissions of reactive nitrogen (NOy) from wildfires into peroxyacetyl nitrate (PAN; 37%), NO3- (27%), and NO (36%) in a global chemistry-climate model with 13 km spatial resolution over the contiguous US. The NOy partitioning, compared with emitting all NOy as NO, reduces model ozone bias in near-fire smoke plumes sampled by the aircraft and enhances ozone downwind by 5-10 ppbv when Canadian smoke plumes travel to Washington, Utah, Colorado, and Texas. Using multi-platform observations, we identify the smoke-influenced days with daily maximum 8-hr average (MDA8) ozone of 70-88 ppbv in Kennewick, Salt Lake City, Denver and Dallas. On these days, wildfire smoke enhanced MDA8 ozone by 5-25 ppbv, through ozone produced remotely during plume transport and locally via interactions of smoke plume with urban emissions.Wildfires have torn across western North America over the last decade. Smoke from wildland fires in Canada can travel thousands of kilometers to US cities and reacts with urban pollution to create harmful ozone, a criteria pollutant regulated by the US Environmental Protection Agency. Accurately quantifying this impact is needed to inform US air quality policy, but is challenging due to complex physical and chemical processes. In this study, we analyze surface and airborne measurements, alongside a new variable-resolution global chemistry-climate model, to better understand these processes. We show that the near-field conversion of nitrogen oxide (NOx) emissions from wildfires to peroxyacetyl nitrate (PAN) and other more oxidized forms reduces their localized impacts on ozone. PAN is the principal tropospheric reservoir for NOx radicals. When aged smoke plumes descend southward from Canada toward US cities, higher temperatures cause PAN to decompose and thus help production of ozone during smoke transport. On days when the observed ozone levels exceed the air quality limit (70 ppbv for 8-hr average), wildfire smoke can contribute 5-25 ppbv.Sequestration of wildfire NOx emissions in Canada as peroxyacetyl nitrate (PAN) enhances the downwind impacts on US O3 air quality Pyrogenic volatile organic compounds and PAN decomposition increase the contribution of aged Canadian smoke plumes to O3 in US cities Accounting for these effects in a high-resolution chemistry-climate model improves simulation of smoke-impacted high-O3 events in US cities","Lin, Meiyun","Horowitz, Larry W.","Hu, Lu","Permar, Wade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,GEOPHYSICAL RESEARCH LETTERS,wildfire smoke,urban ozone,reactive nitrogen,long-range transport,air quality,climate change,,,,,,,,,AUG 16 2024,Reactive Nitrogen Partitioning Enhances the Contribution of Canadian Wildfire Plumes to US Ozone Air Quality
Row_473,"Climate and land-use changes have an overlying impact on non-point source (NPS) pollution in river basins. However, the control effect of Best Management Practices (BMPs) for NPS pollution is not yet clear under future scenarios. The Soil and Water Assessment Tool (SWAT) model was coupled with the entropy-weighted method, global climate patterns and land-use data to explore the dynamic variations in total nitrogen (TN) and total phosphorus (TP) loads in the Jing River Basin during the baseline (2000-2020) and future periods (2021-2065), evaluate the pollution reduction effectiveness of individual and combined BMPs, and propose practical BMP configurations. Results indicate that a future trend of urban land expansion, particularly in the economic scenario (LU_SSP585), leads to weakened environmental ecosystems, while the sustainable scenario (LU_SSP126) exhibits more balanced land development. The MIROC-ES2L model demonstrates higher Taylor skill scores, forecasted significant increases in precipitation, maximum, and minimum temperatures under the SSP585 scenario. Spatial heterogeneity in TN and TP loads is notable, showing an upward trajectory in the future. The interaction between land-use and climate change has complex effects on TN and TP loads, with land-use-induced TN changes being relatively small (4.6 %) and TP changes substantial (24.3 %). The spatial distribution, under overlying effects, leans towards the influence of climate change, emphasizing its dominant role in TN and TP load variations. Distinct differences exist in the reduction of NPS pollution loads among different BMPs, with combined BMPs demonstrating superior effectiveness. The environmental-cost effectiveness trends of BMPs remain consistent across various future scenarios. RG (Return agricultural land to grass), RG + TT (Terracing), and RG + FR10 (Fertilizer reduction: 10 %) + GW (Grassed waterway) + FS (Filter strip) + TT emerge as the most effective single, double, and multiple BMP combinations, respectively. The results offer valuable insights for preventing and mitigating future NPS pollution risks, optimizing land-use layouts, and enhancing watershed management decisions.","Du, Bailin","Wu, Lei","Ruan, Bingnan","Xu, Liujia","Liu, Shuai","Guo, Zongjun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SCIENCE OF THE TOTAL ENVIRONMENT,Climate change,Land-use change,Non-point source pollution,Best management practices,,,,,,,,,,,OCT 10 2024,Can the best management practices resist the combined effects of climate and land-use changes on non-point source pollution control?
Row_474,"Sister city relationships bolster trust and facilitate deeper interactions between international cities, acting as key enablers for transnational cooperation. However, less is known about the driving factors for the dynamic evolution of sister city networks. Accordingly, our study leverages data from Sino-foreign sister cities and applies the stochastic actor-oriented model (SAOM) to analyze the evolution process of these networks. We examine the driving roles of network structure characteristics, sister city attributes, and control variables. Key findings include that network density (outdegree) positively and insignificantly influences the formation of these networks, while activity plus popularity foster these connections. For city attributes, institutional distance and geographical similarity (both coastal cities) play a positive driving force in the development of sister cities. By contrast, cultural distance similarity negatively affects the dynamic development of these ties. Most interestingly, three control variables exhibit different effects on Sino-foreign sister city networks. Economic level and openingup degree of cities exert positive and significant effects on the evolution of networks. By comparison, the effect of resource endowment of cities on network evolution presents a negative and significant driving force. In addition, this study also examines spatial heterogeneity in the evolution of Sino-foreign sister city relationships across different continents. These findings can help urban diplomacy practitioners to formulate and implement sister city planning policies and promote the efficiency of Sino-foreign cities in establishing sister city relationships.","Wu, Guangdong","Li, Xi","Hu, Zhibin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,CITIES,Sino-foreign sister cities,Stochastic actor-oriented model,City diplomacy,,,,,,,,,,,,SEP 2024,Evolving connections: Understanding the dynamics behind the Sino-foreign sister city network
Row_476,"Surface ozone (O-3) pollution is an emerging concern in China. Hangzhou Bay (HZB), where the petrochemical industry is clustered, has become one of China's most O-3 polluted areas due to exposure to volatile organic compounds (VOCs) emissions and land-sea breezes. It is urgently need to investigate the multiple drivers of surface O-3 generation in HZB more specifically. The spatial distribution of O-3 trends from April to September (2015-2022) in HZB depicts a general upward trend, with an observed trend of 0.26 mu g/m(3) a(-1), where meteorological factors contribute to 54 degrees% based on the stepwise multiple linear regression (MLR). Ensembled machine learning is more efficient and accurate, especially the Light Gradient Boosting model (LightGBM, R-2 = 0.84) outperforms other machine learning algorithms. The Shapley additive explanation (SHAP) technique allows for more in-depth quantification of the contribution of specific factors to O-3 trends. The results of the LightGBM-SHAP algorithm present that solar radiation plays a leading role in O-3 generation. More importantly, stronger solar radiation can still lead to high O-3 concentration accumulation even at lower temperature based on the interaction of SHAP values. For the precursor's emissions, the ratio of formaldehyde-to-NO2 (HCHO/NO2) obtained from the Tropospheric Monitoring Instrument (TROPOMI) satellite observations, shows the study area is located in the VOCs-limited and transitional regimes, highlighting that VOCs control is more cost-effective.","Yao, Tianen","Lu, Sihua","Wang, Yaqi","Li, Xinhao","Ye, Huaixiao","Duan, Yusen","Fu, Qingyan","Li, Jing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,JOURNAL OF CLEANER PRODUCTION,Ozone,Hangzhou bay,Machine learning,Radiation,,,,,,,,,,,FEB 10 2024,"Revealing the drivers of surface ozone pollution by explainable machine learning and satellite observations in Hangzhou Bay, China"
Row_481,"The interaction between natural hazards and the socio-economic environment implies multidisciplinary assessments that aim to integrate the physical and the socio-economic features of the affected territories. The quantification and mapping of social vulnerability, coupled with hazard assessment, could be a useful approach to support risk management strategies. With this aim, we carried on a systematic review on the role of social vulnerability in the natural hazard literature in the European Economic Area (EEA) and United Kingdom (UK) over the last twenty years. The various definitions, measurements and mapping of social vulnerability were studied, providing an instrument for conducting hazard assessment and demonstrating the relevance of multidisciplinary approach in disasters research. The PRISMA methodology and frequency analysis were used to extract and analyze the literature. According to our selection criteria, 95 papers were included in the final analysis. Results revealed that: i) 53 % of papers focuses on social vulnerability related to flood hazard, ii) 61 % of case studies include hazard assessment, while the rest only investigate the socio-economic component of vulnerability, iii) Portugal and Italy are the most investigated countries, iv) 51,6 % of papers carry out an integrated approach. The review underlines a pronounced perception of the scientific community to the more recurrent events (floods) rather than to the number of deaths (heat waves), leading to a discussion on the effected of climate change and suggestions for emergency planning in highly developed countries. Finally, a scheme of data integration between hazard, vulnerability and exposure is proposed.","Lapietra, Isabella","Colacicco, Rosa","Capolongo, Domenico","La Salandra, Marco","Rinaldi, Anna","Dellino, Pierfrancesco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,Social vulnerability,Hazard assessment,Systematic review,Multidisciplinary approach,,,,,,,,,,,JUN 15 2024,Unveiling social vulnerability to natural hazards in the EEA and UK: A systematic review with insights for enhanced emergency planning and risk reduction
Row_482,"The remote region of the South China Sea (SCS), situated far from urban mainland areas, is commonly perceived to experience minimal pollution. However, this may evolve into a considerably polluted region owing to increasing anthropogenic pollutants. In this study, we employ a multidisciplinary approach to analyze the surface sediments collected from the offshore area of the southern SCS. Our aim is to explore potential anthropogenic pollutants, their interactions, and the related controlling factors. This research endeavors to enhance our understanding of the current pollution status in the SCS and help making relevant policy management decisions. Comparison with previous reports reveals that now, the area is more extensively and increasingly contaminated by petroleum hydrocarbons and heavy metals (Cd and As) than before. For the first time, we report the recognition of coprostanol and long-chain alkyl mid-chain ketones, unveiling the noticeable incorporation of sewage fecal matter and biomass burning into offshore sediments. Moreover, sedimentary multipollutants (except ketones) exhibit strong correlations with terrestrial elements and fine-sized particles, displaying a roughly highwest/low-east spatial variability in pollutant accumulation or enrichment. These signatures evidently demonstrate the major impact of river discharges (e.g., the Mekong River to the west and the Pearl and Red Rivers to the north) on the SCS. They have hydrodynamic effects on the subsequent basin-wide dispersal of pollutants, driven by monsoon-induced large- and regional-scale currents. The different behavior of burning-related ketones may be partly due to their aerosol form, leading to atmospheric transportation. Because anthropogenic multipollutants","Chen, Fen","Mao, Shengyi","Li, Gang","Tian, Yuhang","Miao, Li","Xu, Weihai","Zhu, Xiaowei","Yan, Wen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,SCIENCE OF THE TOTAL ENVIRONMENT,Lipid biomarkers,Heavy metals,Petroleum hydrocarbons,Coral reef,Nansha Sea area,,,,,,,,,,MAR 15 2024,Anthropogenic multipollutant input to the offshore South China Sea
Row_489,"Air pollution has a significant impact on human health and influences housing choices. Existing studies on determinant factors affecting property prices, including air pollution, mainly employed hedonic and spatial regression models that have limitations in capturing non-linear relationships and local interactions. Neglecting the non-linear relationships can lead to incomplete estimation impacts between explainable features and prices. To fill these gaps, this study used machine learning algorithms and SHAP (SHapley Additive exPlanations) to identify the relative importance of air pollutant variables on land values and their non-linear mechanism. The results showed that the Extreme Gradient Boosting (XGBoost) outperformed Ordinary Least Squares (OLS), Gradient Boosting Decision Tree (GBDT), Random Forest (RF), K-Nearest Neighbors (K-NN), and Extra Tree Regression (ETR) models in price prediction and capturing the non-linear relationship between air pollution and land values. Notably, Ozone (O3) and Nitric Oxide (NO) concentrations contribute 1.64% and 1.47% to land value variation, respectively. The results confirmed the non-linear relationship and identified that the threshold effect between air pollution and land values is at mean concentration values. Furthermore, we observed that the negative influence of O3 and NO on land values appears as their concentration level is higher than 29.3 and 13 ppb, respectively. This paper contributes valuable insights by advancing our understanding of the non-linear mechanism impact of air pollution on house and land values, informing environmental policymaking, and shedding light on housing decisions.","Doan, Quang Cuong","Chen, Chen","He, Shenjing","Zhang, Xiaohu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,JOURNAL OF CLEANER PRODUCTION,Air pollution,House prices,Non-linear relationship,Machine learning,New York city,,,,,,,,,,JAN 1 2024,How urban air quality affects land values: Exploring non-linear and threshold mechanism using explainable artificial intelligence
Row_490,"Historical land cover (LC) maps are significant geospatial data sources used to understand past land characteristics and accurately determine the long-term land changes that provide valuable insights into the interactions between human activities and the environment over time. This article introduces a novel open LC benchmark dataset generated from very high spatial resolution historical Hexagon (KH-9) reconnaissance satellite images to be used in deep learning (DL)-based image segmentation tasks. This new benchmark dataset, which includes very high-resolution (VHR) mono-band Hexagon images of several Turkish and Bulgarian territories from the 1970s and 1980s, covers a large geographic area. Our dataset includes eight LC classes inspired by the European Space Agency (ESA) WorldCover project except for the tree class, which we divided into subclasses, namely agricultural fruit trees and other trees. We implemented widely used U-Net++ and DeepLabv3+ segmentation architectures with appropriate hyperparameters and backbone structures to demonstrate the versatility and impact of our HexaLCSeg dataset and to compare the performance of these models for accurate and fast LC mapping of past terrain conditions. We achieved the highest accuracy using U-Net++ with an SE-ResNeXt50 backbone and obtained an F1-score of 0.8804. The findings of this study can be applied to different geographical regions with similar Hexagon images, providing valuable contributions to the field of remote sensing and LC mapping. Our dataset, related source codes, and pretrained models are available at https://github.com/RSandAI/HexaLCSeg and https://doi.org/10.5281/zenodo.11005344.","Sertel, Elif","Kabadayi, Mustafa Erdem","Sengul, Gafur Semi","Tumer, Ilay Nur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,Image segmentation,Biological system modeling,European Space Agency,Transfer learning,Land surface,Benchmark testing,Satellite images,Data models,Land use planning,Human activity recognition,Reconnaissance,Geospatial analysis,Urban areas,,SEP 2024,HexaLCSeg: A historical benchmark dataset from Hexagon satellite images for land cover segmentation
