Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,publish time,title
Row_46,"Greenways are planned for various goals including nature conservation and promoting mobility by foot or bike in urban areas. A challenge associated with designed greenways pertains to their underutilization for mobility. Due to their multi-functionality greenways are usually not designed with a focus on active mobility, and thus, do not necessarily correspond with daily mobility patterns. This study addresses this issue by devising a methodology for the identification of optimal locations for active urban greenways within a metropolitan expanse, strategically aligned with the day-to-day pursuits of its inhabitants. Distinguished from prior greenway research, this investigation emphasizes individual mobility and adds a novel perspective to greenway planning. The method was tested in the city of Mashhad in Iran. By employing the Analytic Hierarchy Process methodology in conjunction with a Geographic Information System (GIS) and a gravity formula, a meticulous selection process yielded 19 nodes (sites) deemed most suitable for greenway implementation, selected from a pool of 93 prospective nodes. These findings offer pragmatic insights into the expansion of greenways tailored to the daily activities of urban inhabitants, thus complementing established greenway paradigms and strengthening the mobility dimension and active travel corridors in urban greenway planning.","Vatanparast, Elia","Joibari, Shaban Shataee","Salmanmahiny, Abdolrassoul","Hansen, Rieke",,,,,,,,,,,1,URBAN FORESTRY & URBAN GREENING,Active green space,Active travel corridor,Gravity formula,Greenway planning,Individual mobility,Urban greenways,LANDSCAPE,CONSERVATION,VANCOUVER,HABITAT,NETWORK,WALKING,TRAILS,CITY,,,,,,,,NOV 2024,Urban greenway planning: Identifying optimal locations for active travel corridors through individual mobility assessment
Row_47,"Due to the difficulty of tracking large numbers of new migrants, how their daily activity behaviors differ from those of settled residents has not been well investigated, leading to a lack of understanding of new migrants' integration. Meanwhile, existing research largely emphasized residential space and ignored other activity disparities. To obtain a more comprehensive picture of urban segregation, we identified new migrants and two settled urban groups from two kinds of human mobility data. A S-T-A-D-I interactive framework was proposed to measure segregation from multiple activity dimensions, including spatial colocation, temporal coexistence, accessibility, activity diversity, and social interaction. Two-scale analysis of spatial colocation patterns reveals residential segregation by both residential location and housing type, suggesting the effectiveness of the mobility data in profiling socioeconomic groups. The temporal disparity in undertaking activities was unveiled by identifying temporal coexistence patterns. Moreover, the groups presented significant inequality in accessibility owing to the use of different travel modes, leading to a notable disparity in activity diversity. Jointly determined by the disparities in space, time, and diversity, the three groups generated a high level of self-segregation, and new migrants and transit users presented very low interaction potentials with the car group.","Gao, Qi-Li","Yue, Yang","Tu, Wei","Cao, Jinzhou","Li, Qing-Quan",,,,,,,,,,17,TRANSACTIONS IN GIS,,,,,,,,,,,,,,,,,,,,,,DEC 2021,Segregation or integration? Exploring activity disparities between migrants and settled urban residents using human mobility data
Row_48,"As part of a larger project focused on the intersection of educational and health trajectories over the life course, we use in-depth interviews with 28 adults who experienced multiple non-promotional school changes during the course of their K-12 schooling in three U.S. urban centers to advance understanding of frequent student mobility. Prior research focuses predominantly on isolating the impact of student mobility while saying little about processes through which mobility influences educational trajectories in particular contexts. Frequent student mobility was intertwined with adverse childhood experiences and access to coping resources, and these forces shaped participants' trajectories in patterned ways. Supporting frequently mobile students, almost a third of school-age children in the United States, will require greater attention to the reasons for, processes of, and contexts of student mobility.","Ryan, Sarah","Ream, Robert K. K.","Martin, Margaret","Shim, Janet K. K.","Brooks, Marquita S. S.","Yen, Irene H. H.",,,,,,,,,0,EDUCATION AND URBAN SOCIETY,student mobility,educational trajectories,adverse childhood experiences,social capital theory qualitative research,RESIDENTIAL-MOBILITY,SCHOOL MOBILITY,OUTCOMES,IMPACT,,,,,,,,,,,,,,JUL 2024,Adverse Childhood Experiences and the Process(es) of Frequent K-12 Student Mobility in Urban Contexts
Row_49,"The scientific prediction of urban commuting traffic demands can support rational urban planning for population distribution, enterprise placement, and the coordination of land use and transportation. This study develops an Urban Commuting Model (UCM) that integrates both spatial and temporal aspects: Spatially, changes in employment or population distribution lead to changes in commuting patterns; Temporally, the commuting patterns of the previous year form the basis for the patterns of the following year. The UCM, based on historical commuting matrix, simulates urban traffic demands under various scenarios of urban residential population and employment planning. In a case study, the proposed model was used to simulate urban traffic demands in Beijing under the construction scenario of the city's sub-center in Tongzhou. The case study demonstrates that the UCM can effectively predict urban traffic demands under different land use and transportation scenarios, providing informative policy implications at an early planning stage. This study offers a novel approach for simulating urban traffic demands and is a valuable addition to the existing literature.","Niu, Fangqu","Xuan, Bingcheng",,,,,,,,,,,,,0,CITIES,Traffic demands,Model simulation,Labor supply,Employment status,Prediction,Land use and transportation,PATTERNS,GRAVITY,DETERMINANTS,MOBILITY,ENTROPY,GENDER,,,,,,,,,,JAN 2025,A novel approach to modeling urban commuting traffic demands
Row_50,"Social area analysis has been applied to analyze how urban space is spatially arranged. Related studies have divided urban residents into different groups whose socioeconomic status are similar. However, few studies have attempted to explore the mobility of these social groups, especially for developing countries where census data with travel information are not readily available. This study explores whether people in the same social area have similar work mobility and whether location matters from an aggregated neighborhood perspective. A case study is conducted in Shenzhen, China with fine-grained census and mobile phone data. The neighborhood committee based census and cell tower based mobile phone data are integrated into 500 m grid for analysis. Results show that different social areas have significantly different work mobility, and the within-group heterogeneity is also prominent. Three location factors are examined and it is found that there exist variations in the influence of spatial factors on work mobility for different social areas. Findings of this study will supplement current knowledge about social areas, location and mobility in urban China at the mesoscale. In addition, the meth-odology provides a feasible framework of integrating city-scale socioeconomic information and mobility data from different sources for future urban studies.","Shi, Run","Yeh, Anthony Gar -On",,,,,,,,,,,,,5,CITIES,Social areas,Mobility,Mobile phone data,Work trip,FUZZY C-MEANS,SOCIOSPATIAL DIFFERENTIATION,GEODEMOGRAPHIC SEGMENTATION,SPACE,GUANGZHOU,PATTERNS,VILLAGES,ECOLOGY,GENDER,MARKET,,,,,,,,JUL 2023,"Do similar social groups have similar mobility in a city? Social areas and mobility in Shenzhen, China"
Row_51,"The Corona Virus Disease 2019 (COVID-19) pandemic had a pernicious influence on the whole world, so that the international community implemented various travel policies to inhibit the viral spread. With the COVID-19 pandemic under control, the overly lenient measures allowed the new variant to take advantage. Also, it is difficult to determine the geographical scope of transport policy that has the least impact on work resumption. Therefore, it is necessary to find policies to promote work resumption while preventing and controlling the pandemic in a geographical perspective. In this paper, a framework based on mobile phone data is proposed for promoting work resumption during the pandemic. First, human mobility networks are constructed through the origin-destination flow extracted from mobile phone data. Second, the singular value decomposition (SVD) algorithm is utilized to recognize the mobility patterns and explore the urban mobility dynamics of workresumption-related travel during the pandemic. Third, the nonoverlapping community detection algorithm is used to generate policy zoning for work-resumption-related travel. Finally, the policy zoning is validated by public health data based on the overlay analysis and spatial statistics method, and policy implications are proposed. A case study of Shanghai, China is applied to verify the proposed framework. The results show that the framework can capture the mobility patterns and implement the policy zoning based on mobile phone data to balance the economic activity and public health during the pandemic, and the proposed framework can be applied to other cities with future public health events.","He, Linghui","Li, Weifeng","Li, Jian","Sun, Jianping",,,,,,,,,,,1,JOURNAL OF TRANSPORT GEOGRAPHY,COVID-19,Work resumption,Mobile phone data,Urban mobility dynamics,Singular value decomposition,Community detection,TRAVEL BEHAVIOR,PATTERNS,INDIVIDUALS,NETWORKS,OUTBREAK,DISEASE,,,,,,,,,,MAY 2024,Urban mobility analytics amid COVID-19 pandemic: A framework for promoting work resumption based on mobile phone data
Row_52,"Urban green space is conducive to the physical and mental health of residents. However, exposure to green space is often highly unequal. This research addresses a major gap in the green space literature: how daily mobility patterns lead to differential exposure to green space among residents and how this varies by gender. The study uses travel data (7,800 trips) from 662 residents in Beijing (Haidan District), in combination with high-resolution street-view data and machine learning, to measure exposure to green space. The results show that there are significant disparities with respect to exposure to green space during daily travel, with men having advantages in terms of this exposure. This is, in part, due to the fact that their travel patterns varied more widely. Women had more exposure to green space, in terms of overall travel time, but it was more constrained to selected routes. Reasons for these disparities are complex, with age, occupation, household type and travel mode (e.g., car, bus, by foot) all important factors that intertwine with gender. In addition to revealing gender disparities associated with exposure to green space, this study provides a novel mixed method to capture daily travel patterns that can be used for a broad array of inquiries related to mobility in the built environment.","Wu, Jiayu","Xu, Zike","Jin, Yunhan","Chai, Yanwei","Newell, Joshua","Ta, Na",,,,,,,,,21,LANDSCAPE AND URBAN PLANNING,Green space exposure,Daily mobility patterns,Disparities,Gender,Urban planning,TRAVEL MODE CHOICE,ENVIRONMENTAL JUSTICE,TIME-USE,ACTIVITY PATTERNS,URBAN PARKS,HEALTH,NEIGHBORHOOD,ACCESS,CONSTRAINTS,WOMEN,,,,,,,JUN 2022,Gender disparities in exposure to green space: An empirical study of suburban Beijing
Row_53,"Understanding the relationship between travel behavior and building energy use at an urban scale is crucial for developing effective energy management strategies. Mobility patterns significantly impact building occupancy, which in turn affects energy consumption. However, existing methods often focus on individual buildings, whereas geographical influences on energy usage are not adequately examined. This study addresses this gap by using transportation origin-destination (OD) data to estimate building occupancy and energy. The proposed method assigns OD trips from census block groups to the building level, incorporating building, travel survey, and census data to derive building occupancy profiles. This method was applied to urban and rural areas with 4062 buildings in 70 census block groups. We found that the OD-informed occupancy profile exhibits smoother energy consumption patterns compared with that of Department of Energy reference occupancy profiles. Our analysis reveals distinct building energy consumption patterns among groups with long and short commutes, emphasizing the effect of commute times and work schedules on residential energy usage. This framework is useful for practitioners in transportation agencies and utility companies, enabling the estimation of building energy based on mobility patterns. Overall, this study shows the potential of integrating transportation and building energy data to inform cross-sector energy management strategies.","Pan, Meiyu Melrose","Li, Wan","Wang, Chieh Ross",,,,,,,,,,,,0,ENERGY RESEARCH & SOCIAL SCIENCE,Travel behavior,Spatial data,Building simulation,Building occupancy,Origin-destination data,Cross-sector,CHARGING STATIONS,COMMUTERS,BEHAVIOR,,,,,,,,,,,,,DEC 2024,From roads to roofs: How urban and rural mobility influence building energy consumption
Row_54,"Rapid urbanization has dramatically changed the urban spatial structures, causing a mismatch between residents' commuting activities and the optimal status of the current urban facility configuration. However, limited attention has been paid to detecting these mismatched commuting patterns and their associations with built environmental characteristics. To maximize the effectiveness of urban facility allocation and improve commuting efficiency, this paper developed a framework to identify anomalous commuting interaction patterns. A weighted bipartite network considering urban land attractiveness was first constructed to analyze the commuting flows between urban units. Then a modified Hungarian algorithm was proposed to obtain the optimal commuting interaction fluxes. By comparing real and optimal interaction fluxes, two types of commuting anomalies were detected. Finally, the machine learning model was used to explore the non-linear relationships between built environment and anomalous commuting patterns. Results show the spatial distribution of areas with significant anomalous interactions and the difference between overload- and underload- related anomalous commuting patterns. Potential urban sub-centers were identified to adjust the urban spatial layouts. Besides, the nonlinear and threshold effects of the built environment on the two anomalous commuting patterns were confirmed, which can provide references for urban spatial renewal and commuting flow allocation.","Tong, Zhaomin","Zhang, Ziyi","An, Rui","Liu, Yaolin","Chen, Huiting","Xu, Jiwei","Fu, Shihang",,,,,,,,0,JOURNAL OF TRANSPORT GEOGRAPHY,Anomalous commuting patterns,Bipartite network,Built environment,Machine learning model,Non-linear effects,BUILT ENVIRONMENT,BIG DATA,HUMAN MOBILITY,CHINA,MODEL,TRANSPORTATION,CHOICE,SPACE,SCALE,TIME,,,,,,,APR 2024,Detecting anomalous commuting patterns: Mismatch between urban land attractiveness and commuting activities
Row_55,"Understanding the travel flux between urban blocks is fundamental for traffic demand prediction, urban area planning and urban traffic management. However, the uncertainty of human mobility patterns and the complexity of urban transportation systems usually yield challenges in accurately estimating the travel flux within a city. Thus, we propose a novel travel flux estimation method that integrates traffic flow characteristics (traffic volume and travel time), spatio-temporal autocorrelation, and travel purpose correlation. First, the geographically weighted method was used to model and verify the spatio-temporal autocorrelation of origin-destination flows, whereas the purpose correlation of origin-destination flows was expressed through the function feature vectors of urban blocks. Then, a multi-objective bi-level programming model, according to the generalized least squares method, was constructed to estimate the travel flux between blocks. This was used to solve the problem of accurate estimation of travel flux by combining microscopic traffic flow characteristics with macroscopic spatio-temporal and purpose characteristics. Finally, an empirical analysis of the Hankou district, Wuhan City, demonstrated that in contrast to the existing method, the accuracy of the proposed method for predicting the human travel flux improved by approximately 20%. The estimated results were consistent with the spatial distribution pattern of human travel. Moreover, these results can provide targeted decision support for planning urban spaces, allocating urban resources, and guiding vehicular traffic.","Liu, Baoju","Tang, Zhongan","Deng, Min","Shi, Yan","He, Xiao","Huang, Bo",,,,,,,,,1,JOURNAL OF TRANSPORT GEOGRAPHY,Travel flux estimation,Spatio-temporal autocorrelation,Purpose correlation,Integer programming,SPATIAL INTERACTION PATTERNS,ORIGIN-DESTINATION MATRICES,TRAFFIC DEMAND,MOBILITY,IDENTIFICATION,PREDICTION,NETWORKS,FLOWS,LAW,,,,,,,,,APR 2024,Estimation of travel flux between urban blocks by combining spatio-temporal and purpose correlation
Row_56,"Greenspaces are crucial for enhancing mental and physical health. Recent research has shifted from static methods of assessing exposure to greenspaces, based on fixed locations, to dynamic approaches that account for individual mobility. These dynamic evaluations utilize advanced technologies like GPS tracking and remote sensing to provide more precise exposure estimates. However, little work has been conducted to compare dynamic and static exposure assessments and the effect of individual mobility on these evaluations. This study delves into how greenspaces around homes and workplaces, along with mobility patterns, affect dynamic greenspace exposure in Hong Kong. Data was collected from 787 participants in four communities in Hong Kong using GPS, portable sensors, and surveys. Using multiple statistical tests, our study revealed significant variations in participants' daily mobility patterns across socio-demographic and temporal factors. Further, using linear mixed-effects models, we identified complex and statistically significant interactions between participants' static greenspace exposure and their mobility patterns. Our findings suggest that individual mobility patterns significantly modify the relationship between static and dynamic greenspace exposure and play a critical role in explaining socio-demographic and temporal context differences in the relationship between static and dynamic greenspace exposure.","Zheng, Lingwei","Kwan, Mei-Po","Liu, Yang","Liu, Dong","Huang, Jianwei","Kan, Zihan",,,,,,,,,4,ENVIRONMENTAL RESEARCH,Urban greenspace,Static exposure,Dynamic exposure,Mobility,Linear mixed-effect regression,Hong Kong,PHYSICAL-ACTIVITY,HEALTH,VIEW,GENDER,TRAVEL,,,,,,,,,,,OCT 1 2024,How mobility pattern shapes the association between static green space and dynamic green space exposure
Row_57,"Urban greenspaces are pivotal in enhancing the well-being and health of city residents. Accurate assessment of an individual's exposure to these natural settings is thus crucial in urban greenspace planning. However, the dynamic nature of human mobility, which determines the amount of greenspace exposure accessed over time and space, often leads to a divergence between the actual Mobility-Based Exposure (MBE) and the traditional Residence-Based Exposure (RBE). This discrepancy, encapsulated as the neighborhood effect averaging problem (NEAP), prompted us to examine the bias introduced by such discrepancy and its association with various human-based factors. This study delves into the complex interplay among the NEAP, individual mobility patterns, and demographic characteristics with fine-resolution estimations in Beijing, aiming to provide a nuanced understanding of the NEAP's influence. Uncovering heterogeneous patterns of disparity between RBE and MBE across distinct geographical realms and sociodemographic cohorts, and how such effects are mediated by populations with diverse mobility traits, the study illuminates the prevalence and complexity of the NEAP. Younger individuals, the employed population, those with larger activity spaces, high visitation diversity, and travel frequency, and residents living in areas with significant deviations from mean RBE levels experience a more pronounced NEAP impact. These insights contribute to a holistic grasp of the NEAP and underscore the imperative of inclusive greenspace urban planning that caters to the diverse mobility patterns and disparities among residents from different demographic groups, offering invaluable guidance for policy interventions to amplify greenspace exposure and address health disparities.","Wang, Jianying","Kwan, Mei-Po","Xiu, Gezhi","Peng, Xia","Liu, Yu",,,,,,,,,,9,LANDSCAPE AND URBAN PLANNING,Neighborhood effect averaging,Greenspace exposure,Human mobility,Equity,URBAN GREEN,AIR-POLLUTION,HEALTH,SPACE,ASSOCIATIONS,DEFINITION,VEGETATION,ACCESS,ERRORS,BUFFER,,,,,,,,MAR 2024,Investigating the neighborhood effect averaging problem (NEAP) in greenspace exposure: A study in Beijing
Row_58,"Human mobility patterns have been investigated on a macroscale ranging from intra-city and intercity to intra-country based on mobile phone data. However, few studies have been conducted from a micro-view to characterize group-level human mobility behavior with respect to a point of interest (POI). In this paper, we intend to explore the differences in mobility patterns across those groups of community members at a specific POI. First, an appearance probability estimation algorithm is proposed to detect individual frequent locations for each user, and thereafter mobile users are classified into POI-related categories for further analysis of group-level mobility behavior. A hospital experiment is described based on a mobile phone dataset collected from Hangzhou City, China. An evaluation of this model illustrates the good performance of our scheme. Moreover, the mobility pattern analysis exhibits differences between groups with respect to frequent locations, radius of gyration, and population spatial distribution. The results of the radius of gyration distributions show that medical workers, out-patients, and passersby all follow an exponentially truncated power-law distribution, while in-patients present an exponential-law distribution.","Chen, Hao","Song, Xianfeng","Xu, Changhui","Zhang, Xiaoping",,,,,,,,,,,5,JOURNAL OF URBAN TECHNOLOGY,Mobility pattern,appearance probability estimation,frequent location detection,population classification,radius of gyration,,,,,,,,,,,,,,,,,OCT 1 2020,Using Mobile Phone Data to Examine Point-of-Interest Urban Mobility
Row_59,"Ease of mobility within a city is one of the essential aspects of urban planning. Quality of pedestrian mobility is the key to attain liveability and inclusivity in a city. However, the gender lens towards understanding the mobility patterns of women and young girls is largely missing from the urban planning process. Due to this exclusion, the majority of Indian cities are not gender friendly. To address this issue, this study tried to propose a 3 step framework for mitigating gender safety issues while a woman walks in a city. The 3 steps involve identifying the key elements of pedestrian mobility; quantitatively evaluating the qualitative parameters; and visual analysis for validating the major issues. This paper presents a pilot study conducted in the city of Kanpur, India. The research was initiated by conducting focus group discussions among 23 participants to map their typical movement patterns and identify 6 key elements of pedestrian mobility. Subsequently, the study conducted a net promoter score (NPS) survey among 423 participants to gauge the safety perception levels on each of the 6 key elements against 5 deduced qualitative parameters via literature review. NPS is a user satisfaction measurement tool which is based on the user perception used by companies and brands. Since urban safety is largely to do with perception, a NPS metric is employed. Further, the paper employed heatmap analysis and derived 3 critical areas based on gender safety perception to deep dive i.e. accessibility and lighting at sidewalks; lack of lighting at underpass; and absence of street furniture at bus stops. Visual analysis was undertaken to understand and validate the respective safety perceptions. The NPS score and visual analysis helped to generate actionable recommendations to enhance the safety perception of women in the city, especially pertaining to pedestrian mobility.","Yadav, Asmita","Kumari, Rashmi",,,,,,,,,,,,,1,CITIES,Pedestrian mobility,Gender safety,Inclusive planning and Net Promoter Score,(NPS),PUBLIC SPACES,WOMEN,WALKABILITY,CITIES,,,,,,,,,,,,,,APR 2024,Gender safety perspective in urban planning: The case of pedestrian mobility in Kanpur city
Row_60,"The daily trips of urban residents in different transport modes reflect the urban mobility pattern and the latent spatial structure of the city, which is seldom addressed in the literature. A network-based cluster model is applied in this paper based on multimode transit big data. Thus, the urban spatial form can be observed at different levels according to the travel modes and distance, differing from traditional geographic structures. This paper will identify the urban mobility pattern and the corresponding spatial form by taking the Beijing metropolitan area as a study area. Origin-destination data at the traffic analysis zone level were collected, covering shared bike, bus, and metro. The results show that the metro trips reflect the single-center feature of Beijing. However, the multicenter development trend can be revealed by bus and shared-bike data. This paper finds that shared bike supports the establishment of subcenters as a new transport mode. The urban spatial form presents a complex feature of multiple levels and spatial diversity due to the comprehensive effect of multiple travel modes. The study results can provide a basis for the planning of transit network and urban equilibrium land use and development.","Zhao, Lu","Wang, Zijia","Ma, Hanxi","Hu, Gaoming","Guo, Rui",,,,,,,,,,0,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Clustering,Infomap algorithm,Urban spatial form,Multimodal transportation,Polycentric city,PHONE DATA,POPULATION,PASSENGER,NETWORKS,PERSPECTIVE,TRANSPORT,SERVICE,FLOWS,CHINA,,,,,,,,SEP 1 2023,Identification of Urban Spatial Form Based on Multimode Transit Travel Features
Row_61,"This article explores how European border management policies, together with Turkey's stratified citizenship system for Syrian refugees and Turkish nationalism, shape the urban daily lives of Syrian women refugees in Izmir, Turkey. In 2019 we conducted in-depth interviews and a mapping exercise with 20 Syrian refugee women in Izmir to explore how their urban mobility patterns and struggles to access spaces of social reproduction shape gendered and racialized relations within the city of Izmir. Most Syrian refugees live in extreme poverty and their encounters with public spaces in Izmir are shaped by a stratified citizenship system. Together with the profitability of the exploitation of immigrant labor, this system's neoliberal and patriarchal peculiarities place social reproduction duties on women's shoulders. Women's reproductive and care-giving responsibilities constitute the core of their relationship with the city and their cartographies of urban mobility. Turkey's ambiguous ""temporary protection"" regime combined with racialized nationalism produce gendered interior borders which shape Syrian women's their mobility and access to spaces of social reproduction, such as parks and hospitals, in the city of Izmir.","Acara, Eda","Ozdemir, Sevim",,,,,,,,,,,,,4,URBAN GEOGRAPHY,Syrian refugees,social reproduction,urban mobility,racialization,"gendered ""interior"" borders",Izmir,MIGRATION,,,,,,,,,,,,,,,OCT 21 2023,"Spaces of social reproduction, mobility, and the Syrian refugee care crisis in Izmir, Turkey"
Row_62,"Human mobility is an important carrier of material flow, information flow, capital flow, and technology flow between locations. A better understanding of human mobility in rural areas could inform efforts to achieve rural revitalization. However, there have been limited evaluations of the characteristics of human mobility in rural areas. Based on human movements estimated from mobile phone data, we constructed an inter-town human mobility network and applied a complex network analysis method to study the spatial characteristics of the human mobility network in rural areas, with China's Greater Bay Area as a case study. We found that rural towns with high centrality were mostly located at the convergence of developed megacities. Rural towns with most connections were not necessarily the most central in the inter-town human mobility networks, leading to anomalous values of the centrality. We demonstrated that the anomaly of centrality values emerged due to the community structure of the network. We identified nine communities in the network and found that the geographical borders of communities partly matched the urban administrative borders. However, the results also showed that many rural towns on the fringes of a city were dissolved in their adjacent developed cities, independent of the urban administrative boundary effect. The formation of communities cannot be explained only by the impacts of urban administrative boundaries, but also by the growth of large cities and the geographic dispersal of economic activities. Finally, we identified seven roles of rural towns based on their pattern of intra-community and inter-community connections. These findings provide important insights into the pattern of interaction among rural towns.","Liu, Zhengying","Zhao, Pengjun","Liu, Qiyang","Cui, Yanzhe","Yang, Yuan","Liu, Juan","Li, Buhui","Li, Jingwei",,,,,,,3,JOURNAL OF TRANSPORT GEOGRAPHY,Spatial characteristics,Mobility network,Complex network,Rural areas,Greater Bay Area,WORLD CITY NETWORKS,EMPIRICAL-ANALYSIS,CENTRALITY,FLOWS,BEHAVIOR,REGION,PHONE,,,,,,,,,,OCT 2023,Exploring the spatial characteristics of the human mobility network in rural settings of China's Greater Bay Area
Row_63,"With the relaxation of migration control and the rapid development of transportation in China, intercity mobility has remarkable effects on population distribution and regional economic development. Based on Tencent migration data of 2018, this study compares different intercity mobility patterns among different holidays and identifies the influencing factors using spatial and statistical analysis methods. The holidays consist of traditional holidays (Spring Festival, Tomb-sweeping Day, Dragon Boat Festival, and Mid-Autumn Festival) and non-traditional holidays (New Year's Day, May Day and National Day). The results are demonstrated below: 1) The spatial patterns of intercity mobility vary markedly from non-traditional holidays to traditional holidays, directly reflected in the distribution of main destination cities. 2) Regional attributes, including administrative divisions, geographical divisions, and dialect divisions, do affect the intercity mobility patterns in different holidays, and people in the south are more inclined to travel on traditional holidays and pay more attention to traditions; 3) Various travel purposes, distances and scales emerge in different holidays; 4) Economic factors at the city level are more associated with working place selections, and the destination choices during non-traditional holidays are influenced more by tourism factors. This comparative study of intercity mobility patterns among holidays has significant policy implications for allocating transportation resources and optimizing city hierarchical structure.","Lao, Xin","Deng, Xinghua","Gu, Hengyu","Yang, Jian","Yu, Hanchen","Xu, Zhibin",,,,,,,,,9,APPLIED SPATIAL ANALYSIS AND POLICY,Intercity mobility,Spatial patterns,Different holidays,Tencent migration data,Influencing factors,WORLD CITY NETWORK,URBAN SYSTEMS,INTERPROVINCIAL MIGRATION,SPATIAL-PATTERN,FLOW NETWORK,DETERMINANTS,PASSENGER,EVOLUTION,,,,,,,,,DEC 2022,Comparing Intercity Mobility Patterns among Different Holidays in China: a Big Data Analysis
Row_64,"Transportation infrastructure enables mobility in urban communities and impacts the functionality of other infrastructure and services. Natural hazards can cause failures in a transportation system, which can affect mobility and other economic activities in a community. Diversity is recognized as an important factor of resilience in transportation infrastructure, but empirical work linking the two is limited. In this study, the impact of transportation diversity on mobility in New York City after Hurricane Sandy is explored. Transportation diversity, defined as the availability and distribution of modes in a community, is measured by employing a recently developed approach at the zip code level using transportation system GIS data. The geotagged Twitter data of one month before and after Hurricane Sandy in New York City are used to understand mobility patterns before and after this extreme event. The primary locations of individuals are found, and their mobility patterns are subsequently determined by measuring travel distance, the radius of gyration, and mobility entropy one week and one month before and after the hurricane. Individuals are grouped in quartiles based on the transportation diversity of their primary locations, which is determined by two different methods that overcome the lack of transportation system information in call detail records and social media data. The results indicate that the distance, radius, and entropy of all individuals significantly decreased after Sandy. The comparison of the significance of change in mobility metrics by diversity quartiles revealed that one-week distance and radius metrics in low transportation diversity quartiles were changed and statistically significant. Thus, individuals with primary locations in zip codes with higher transportation diversity generally had a higher maintained distance and radius one week after the hurricane. The comparison of diversity quartiles in the one-month analysis showed that the radius of low transportation diversity quartiles was impacted more than high transportation diversity quartiles and was statistically significant. Further, the comparison of results of one week and one month after the hurricane indicated that distance, radius of gyration, and entropy improved after a month as the transportation system was recovering. The findings establish an empirical link between transportation diversity and intraurban mobility in the wake of natural disasters such as Hurricane Sandy and confirm that transportation diversity influences individual postdisaster mobility. In addition, the results contribute to the mobility resilience literature by deepening our understanding of the underlying drivers of changes in human mobility following extreme events. Further, the adopted approach supports pinpointing areas with low transportation diversity, which can enable more targeted infrastructure and urban resilience management.","Rahimi-Golkhandan, Armin","Garvin, Michael J.","Wang, Qi",,,,,,,,,,,,11,JOURNAL OF MANAGEMENT IN ENGINEERING,Infrastructure,Natural hazard,Hurricane Sandy,Multimode,Twitter,Geosocial networking,Urban computing,Transportation,Diversity,Resilience,Mobility,VULNERABILITY ANALYSIS,TRAVEL BEHAVIOR,PHONE USAGE,URBAN FORM,ROAD,PREDICTABILITY,RESILIENCE,TWITTER,SPACE,INTEGRATION,JAN 1 2021,Assessing the Impact of Transportation Diversity on Postdisaster Intraurban Mobility
Row_65,"Monitoring the crowd in urban hot spot has been an important research topic in the field of urban management and has high social impact. It can allow more flexible allocation of public resources such as public transportation schedule adjustment and arrangement of police force. After 2020, because of the epidemic of COVID-19 virus, the public mobility pattern is deeply affected by the situation of epidemic as the physical close contact is the dominant way of infection. In this study, we propose a confirmed case-driven time-series prediction of crowd in urban hot spot named MobCovid. The model is a deviation of Informer, a popular time-serial prediction model proposed in 2021. The model takes both the number of nighttime staying people in downtown and confirmed cases of COVID-19 as input and predicts both the targets. In the current period of COVID, many areas and countries have relaxed the lockdown measures on public mobility. The outdoor travel of public is based on individual decision. Report of large amount of confirmed cases would restrict the public visitation of crowded downtown. But, still, government would publish some policies to try to intervene in the public mobility and control the spread of virus. For example, in Japan, there are no compulsory measures to force people to stay at home, but measures to persuade people to stay away from downtown area. Therefore, we also merge the encoding of policies on measures of mobility restriction made by government in the model to improve the precision. We use historical data of nighttime staying people in crowded downtown and confirmed cases of Tokyo and Osaka area as study case. Multiple times of comparison with other baselines including the original Informer model prove the effectiveness of our proposed method. We believe our work can make contribution to the current knowledge on forecasting the number of crowd in urban downtown during the Covid epidemic.","Chen, Jinyu","Shi, Xiaodan","Zhang, Haoran","Li, Wenjing","Li, Peiran","Yao, Yuhao","Miyazawa, Satoshi","Song, Xuan","Shibasaki, Ryosuke",,,,,,0,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,COVID-19 confirmed cases,crowd number prediction,Informer,pandemic policy,NEURAL-NETWORK,COVID-19,SPREAD,MODEL,,,,,,,,,,,,,,OCT 2024,MobCovid: Confirmed Cases Dynamics Driven Time Series Prediction of Crowd in Urban Hotspot
