Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,publish time,title
Row_280,"This paper introduces a novel cellular automata model that combines Long Short-Term Memory, Attention, and Neural Network models to capture spatio-temporal Land Use Change (LUC) behaviors while addressing the challenge of imbalanced datasets. The proposed method is developed and validated using data from Belgium, defined as three (100x100) m raster-based built-up maps for 2000, 2010, and 2020. The model is trained and validated using data from 2000 to 2010, and its effectiveness is tested using data from 2010 to 2020. The key contribution of our approach lies in its ability to tackle long-term temporal dependency and class imbalance problems in LUC science. Our proposed method significantly enhances the performance of spatio-temporal LUC simulation. Additionally, we adopt a data splitting strategy that takes into account the different transitions between classes, improving the accuracy of the model predictions of minority class. The obtained results demonstrate the efficiency of the proposed model in capturing complex spatio-temporal dynamics and reducing the impact of imbalanced datasets surpassing existing methods. The implications of our study extend beyond LUC modeling, as the proposed approach can be applied to a wide range of applications where machine learning is used to model complex environmental and geographical phenomena.","El Hajjar, S.","Abdallah, F.","Kassem, H.","Omrani, H.",,,,,,,,,,,,,,,1,SUSTAINABLE CITIES AND SOCIETY,Built-up densification,Long Short-Term Memory,Attention model,Cellular automata,Neighborhood effect,LAND TRANSFORMATION MODEL,CROSS-BORDER REGION,CELLULAR-AUTOMATA,GROWTH,EXPANSION,SPRAWL,POLICY,CITIES,,,,,,,,,,,,,NOV 2023,Long Short-Term Memory and Attention Models for Simulating Urban Densification
Row_281,"Green space allocation aims to support the UNs sustainable development goals (SDGs) and to mitigate the conflicts between supply and demand. Previous studies have shown that the uneven distribution of populations and natural locations of green space results in environmental inequity. However, there is still a lack of knowledge on strategies for reducing mismatches of supply and demand by optimizing spatial patterns in highly dense cities. Developed urbanized areas are featured in fewer spaces for greening. In this study, we set three scenarios for coordinating the provision and demand of urban green spaces at a block scale. Taking the main city of Wuhan as an example, we apply the location-allocation model in order to identify potential sites for new green spaces. Then, the simulations of the three scenarios are used to depict various development strategies by evaluating the improvement of green equity. Our results show that the levels of green space accessibility are lower on the west side of the city center, while relatively higher on the east side, due to abundant natural resources. The Gini coefficient is 0.715, indicating unequal access for citizens to green space. Increasing green areas could enhance green equity, and the most effective way to allocate new increments is based on the accessibility. For developed cities, blocks with lower accessibility should be given priority when increasing green areas; doing so could offset the shortage of large green areas and reduce green inequity within daily walking distances. Optimal green space planning of small and functional parks near communities has the potential to meet higher recreational demands in densely populated areas.","Chen, Yuanyuan","Men, Hongling","Ke, Xinli",,,,,,,,,,,,,,,,21,URBAN FORESTRY & URBAN GREENING,Green space accessibility,Location-allocation,Lorenz curve,Spatial equity,Simulation,PHYSICAL-ACTIVITY,ACCESSIBILITY,HEALTH,PARKS,CITY,GIS,URBANIZATION,INEQUALITIES,ENVIRONMENT,PROVISION,,,,,,,,,,,JUN 2023,Optimizing urban green space patterns to improve spatial equity using location-allocation model: A case study in Wuhan
Row_282,"Urban green space is widely acknowledged to promote public health through multiple pathways. However, there is limited understanding of how the spatial patterns of green space might play different roles in such a process. This study examined potential pathways through which spatial patterns of green space improved people's life satisfaction (LS) by reducing air pollution. A partial least squares structural equation model was adopted to explore these pathways in sampled urban areas (township) of China (n = 60). Green space spatial patterns were measured using landscape metrics of size, aggregation, fragmentation, and diversity. The results did not show that green space spatial pattern promoted LS by reducing air pollution. However, green space size and fragmentation were negatively associated with air pollution (mainly PM 2.5, PM 10, and NO 2). The pattern of highly densely distributed small green spaces was related to higher LS, as was high diversity of green space type. Simply adopting a fragmented green space pattern to reduce air pollution might be simultaneously associated with reduced LS. This alerts decision-makers and planners to the potential ""double-edged sword"" effect of optimizing green space structures to improve air quality, which may not yield strongly favorable results due to the impacts that hinder LS.","Wu, Longfeng","Chen, Chongxian",,,,,,,,,,,,,,,,,19,URBAN FORESTRY & URBAN GREENING,Urban green space,Landscape metrics,Air pollution,Life Satisfaction,Mediation effects,Partial least squares structural equation,modeling (PLS-SEM),ENVIRONMENTAL-QUALITY,PHYSICAL-ACTIVITY,LAND-USE,HEALTH,MORTALITY,VALUATION,HAPPINESS,EXPOSURE,BENEFITS,ASSOCIATIONS,,,,,,,,,APR 2023,Does pattern matter? Exploring the pathways and effects of urban green space on promoting life satisfaction through reducing air pollution
Row_283,"The present study examines the effectiveness of six LID-BMPs in urban runoff reduction in Neyshabour city, Iran. The validated Storm Water Management Model (SWMM5.1) was employed to assess the effectiveness of LID-BMPs in mitigating runoff volume. The hydrological model was calibrated and validated with nine in-site measured flood hydrographs. 11 LID-BMP scenarios were planned to determine the most effective combination of LID-BMPs. The results showed that according to the site conditions, Infiltration Trench (IT) and Rain Barrel (RB) practices with 22.2% and 0.4% reduction rates had the highest and lowest efficiency in reducing urban runoff. By assessing various combinations of LID-BMPs, it was found that the combination of IT, Bio-Retention (BR), Stormwater Dry Ponds (SDP), Porous Pavement (PP), and Rain Garden (RG) provides the most effective strategy for runoff management. Despite the high efficiency of LID-BMPs in reducing runoff, they are not able to completely handle the consequences of urbanization.","Arvand, Sedigheh","Noroozi, Zahra Ganji","Delghandi, Mahdi","Alipour, Akbar",,,,,,,,,,,,,,,4,URBAN WATER JOURNAL,LID-BMP,rainfall,simulation,urban runoff,CLIMATE-CHANGE,STORMWATER RUNOFF,WATER-QUALITY,LAND-USE,MITIGATION,BIORETENTION,PERFORMANCE,GREEN,SWMM,URBANIZATION,,,,,,,,,,,,MAY 28 2023,Evaluating the impact of LID-BMPs on urban runoff reduction in an urban sub-catchment
Row_284,"Recent studies have paid increasing attention to the ecological benefits of vacant land. However, there have not been holistic assessments of the importance of tree canopy on vacant land as a component of greenspace networks within cities, and the potential impact of developing vacant land on connectivity within these networks at the city scale. In this study, we use Hartford, CT, USA as a case study to evaluate the contribution of existing tree canopy on vacant lots to landscape connectivity and to assess how future vacant land development scenarios alter landscape connectivity at the city scale. This study leveraged morphological spatial pattern analysis and network analysis and found that vacant lots supported approximately 8% of core canopy area, 13% of corridors, and 12% of landscape connectivity value in the entire city landscape. In addition, we found that the factors including lot size, average distance to all cores, perimeter-area ratio, zoning, and percentage of tree canopy were the best predictors of the landscape connectivity values of individual vacant parcels through Random Forest. Furthermore, potential vacant land management scenarios with varying degrees of development, preservation, and greening were compared. An ""Extreme Greening"" scenario increased existing landscape connectivity by 16%, and an ""Optimized Conservation and Development"" scenario increased landscape connectivity by 3%, which could enhance the landscape network while still fulfilling the needs of redevelopment. This study illustrates the importance of considering landscape connectivity values of vacant land during the reuse process, and similar analysis could be applied in other cities to help incorporate existing ecological values during vacant land transformation decision-making.","Zhang, Pan","Fahey, Robert T.","Park, Sohyun",,,,,,,,,,,,,,,,3,URBAN FORESTRY & URBAN GREENING,Biodiversity,Ecological network,Forest management,Habitat,Post-industrial cities,LAND,FRAGMENTATION,NETWORKS,SYSTEM,SITES,FORM,,,,,,,,,,,,,,,APR 2024,The importance of current and potential tree canopy on urban vacant lots for landscape connectivity
Row_285,"Climate change and urban growth have been shown to alter hydrological processes, particularly surface runoff. While there is widespread evidence of the combined effects of climate change and urban expansion on surface runoff at the watershed scale, little is known about their combined effects at different scales in large-scale urban agglomerations. Using integrated spatial models, we simulated the combined effects of climate change and urban growth on surface runoff in the Beijing-Tianjin-Hebei urban agglomeration, China, in 2030. We found that the surface runoff increased under both climate change and urban growth scenarios but the relative contributions of these two factors to surface runoff change varied from the regional to the sub-city scale. At regional and city scales, climate change was the main control on surface runoff change, while urban growth had the most effect on surface runoff change in the main urban areas of some cities, i.e., the sub-city scale. The results indicate that one single factor does not give reliable information for managing surface runoff in megacities, as the effects of other factors are ignored. These findings highlight that integrated solutions must be tailored to the appropriate spatial scale to effectively regulate surface runoff change across large-scale urban agglomerations.","Ju, Xinhui","Li, Weifeng","Li, Junran","He, Liang","Mao, Jingqiao","Han, Lijian",,,,,,,,,,,,,12,SUSTAINABLE CITIES AND SOCIETY,Climate change,Urban growth,Surface runoff,Scale effects,Urban agglomeration,LAND-USE CHANGE,HYDROLOGIC IMPACTS,ECOSYSTEM SERVICES,SPATIAL DYNAMICS,CLUE-S,URBANIZATION,MODEL,PRECIPITATION,SIMULATIONS,CYCLES,,,,,,,,,,,DEC 2023,Future climate change and urban growth together affect surface runoff in a large-scale urban agglomeration
Row_286,"As an important landscape, the evergreen vegetation is prevailing, even in cold region cities. However, the impacts of promoting vegetation on microclimate and building heating load (BHL) are still inexplicit. This study validated the feasibility of a new-developed coupled model that linked ENVI-met and EnergyPlus, for predicting the microclimate and BHL in winter. The impacts of vegetation configuration changes on the performances of three typical urban blocks in Xi'an, a high-density city in the cold region of China, were then evaluated. When the leaf area index of green lands increased from 0.79 to 4.77 m2/m2, a decrease of 3.27 degrees C on mean radiant temperature, a decrease of 0.48 m/s on wind speed, and an increase of 0.47 degrees C on air temperature at the block scale could be observed. To the three blocks, the BHL of thermal zones in the height range of tree canopy increased by 7.16 %, 1.52 % and 3.57 % during a sunny day, and decreased by 2.80 %, 0.55 %, and 0.06 % during a cloudy day maximally. Overall, the evergreen vegetation produced negative impacts on the building energy efficiency of cold region cities. For urban planners, it's advisable to concentrate evergreen plants in highrise blocks to mitigate such disadvantages.","Ge, Juejun","Wang, Yupeng","Zhou, Dian","Gu, Zhaolin","Meng, Xiangzhao",,,,,,,,,,,,,,23,SUSTAINABLE CITIES AND SOCIETY,Urban vegetation,Microclimate,Building energy,Coupled simulation,RESIDENTIAL BUILDINGS,THERMAL COMFORT,TREES,PERFORMANCE,SUMMER,IMPACT,INFILTRATION,CLIMATE,MODEL,,,,,,,,,,,,,MAR 2024,Effects of urban vegetation on microclimate and building energy demand in winter: An evaluation using coupled simulations
Row_287,"Located in Southeast Brazil, the Paraiba do Sul River Basin is considered one of the most strategic in the country since it is the main source of fresh water for more than 14.3 million people. The population growth in recent decades, in combination with increased demand for water for industrial and agricultural activities, has generated concerns about how the combined effect of land uses and global climate change might affect water availability in the future. Once irrigation is one of the main water consumers, especially for paddy rice cultivation, in this study we used a crop simulation model to determine the water requirements of paddy rice under current and future climate conditions based on three different regionalized climate scenarios and for different land use and land cover change projections. In addition, we estimated water footprints for different irrigation and soil fertility strategies. Finally, we explored adaptation actions that can lead to more sustainable production. Projections indicate an increase in the productivity and efficiency of irrigated rice. Intermittent flooding proved to be an efficient alternative, rather than the traditional practice of continuous ponding. Most scenarios projected a gradual decrease in water footprint for rice cultivated using irrigation and soil fertility management. On the other hand, the water footprint under rainfed and non-optimum soil fertility resulted in higher water footprints. Due to changes in land use and land cover, mainly urban sprawl, the rice areas are expected to decrease in the future reducing the production in the region, which is expected to decrease by almost 10% in the period 2016-2035 and up to 38% in the period 2036-2055. This trend can be compensated by adopting sustainable practices in rice cultivation, such as rational soil fertility and water management, which can boost the current level of produc-tivity by 50% and reduce water use by up to 15%.","Martins, Minella A.","Tomasella, Javier","Bassanelli, Helio R.","Paiva, Ana Carolina E.","Vieira, Rita Marcia S. P.","Canamary, Erica A.","Alvarenga, Livia A.",,,,,,,,,,,,2,JOURNAL OF CLEANER PRODUCTION,Crop modeling,Water footprint,Intermittent flooding,CARBON-DIOXIDE,YIELD,IMPACTS,MODEL,NUTRITION,,,,,,,,,,,,,,,,,,FEB 1 2023,On the sustainability of paddy rice cultivation in the Paraiba do Sul river basin (Brazil) under a changing climate
Row_288,": Citizen science (CS) and remote sensing (RS) approaches have become more reliable, thus providing higher resolution and generating a large amount of environmental data. When considering urban environments, where fragment-ed and highly diverse landscapes are predominant, the combination of citizen science data and remote sensing techniques with species distribution models (SDM) can play a vital role in comprehensively investigating and evaluating urban biodi-versity. However, citizen science derived species distribution models for multiple avian species in dense and fragmented urban areas are rarely used. The study aims (I) to elaborate, whether CS driven SDMs can be effectively used in spatially complex urban environments; (II) to identify biodiversity hotspots and prioritize areas for nature conservation and (III) to examine, if existing protective areas correspond to species' hotspots. Therefore, Citizen science-based datasets of 26 breeding bird species over three years were obtained for this analysis in Germany's Ruhr Metropolis. Quality assurance, data thinning, and pseudo-absence simulations were performed. Spatial data from the ecosystem LiDAR project GEDI(Global Ecosystem Dynamics Investigation), climate data from the German Weather Service, and land use informa-tion from Copernicus were used as environmental predictors. Eleven different species distri-bution models (SDMs) were trained on species subselection by using Biomod2 for preliminary analysis. Overall model performance was evaluated via several metrics, including TSS (true skill statistics) and ROC (receiver operating characteristic). Finally, four species distribu-tion models were used for ensemble modelling. Subsequently, a species richness analysis was performed with the aim of identifying spots with high avian biodiversity. Overall, the CS-derived SDMs performed well, with high predictive power for all of the investigated species. Within the Ruhr Metropolis, approximately 6% (250 km(2)) of the terrain was identified as being highly suitable for avian diversity, inhabiting at least 17 out of 26 species. Predominantly within the core urban areas, high species richness was predicted on preserved brownfields and revitalized mine sites, as well as in the remnants of formerly demarcated regional greenbelts. Additionally, regions outside of the core area, which are part of the overarch-ing biotope network framework, proved to have high species richness capabilities for avian biodiversity. These findings aid in optimizing urban development concepts and (sub)urban green space management with respect to urban biodiversity conservation. Following the implications of the recently established Regional Biodiversity Strategy in the Ruhr Metropolis, this analysis demonstrates the importance of networked green spaces, their preservation and the need to close existing network gaps within the Ruhr Metropolis.","Buehrs, Malte","Zepp, Harald","Schmitt, Thomas",,,,,,,,,,,,,,,,0,ERDKUNDE,Avian biodiversity,species distribution models,citizen science,urban ecology,Ruhr Area,animal geography,SPATIAL-PATTERN,BIRDS,RICHNESS,CONSERVATION,POPULATION,DIVERSITY,CITIES,SPACE,PERFORMANCE,PREVALENCE,,,,,,,,,,JUL-SEP 2024,EVALUATING URBAN BIODIVERSITY: EFFECTIVENESS OF CITIZEN SCIENCE DRIVEN SPECIES DISTRIBUTION MODELS IN URBAN ECOSYSTEMS
Row_289,"Current studies on shared autonomous vehicles (SAVs) and road congestion pricing (RCP) mainly focus on their independent effect on mobility, and rarely consider the joint impact of the two policies on accessibility. In light of this incentive, this paper establishes a bi-level programming model with multi-objective functions and multidecision variables to solve the joint optimal pricing problem of SAVs and RCP considering accessibility. Because of the complex relationship between the decision variables and the objective functions, the proposed bilevel programming model belongs to a black-box problem. A machine learning algorithm based on multiobjective Bayesian optimization was developed to solve the proposed model, by taking Jiangyin City as an empirical case study. The results show that the combined implementation of SAVs and RCP plays an essential role in enhancing the performance of land-use and transportation systems. However, this advantageous outcome relies on an appropriately appropriate pricing strategy. Failing to account for the influence of the pricing strategy on implementation efficacy, SAVs and RCP could result in a 22.2 % and 5.0 % degradation in regional accessibility and total flow time, respectively. In contrast, the joint optimal pricing strategy of SAVs and RCP can not only mitigate traffic congestion and improve transportation network efficiency but also optimize urban spatial distribution and promote compact urban development, ultimately achieving a 14.0 % improvement in regional accessibility and 18.5 % reduction in total flow time. Sensitivity analysis reveals that with the increase in SAV market penetration rate, regional accessibility sees a steady rise. Conversely, the total flow time initially escalates before experiencing a decline. The method proposed in this paper serves not only in determining the joint optimal pricing strategy of SAVs and RCP to enhance accessibility, but also in analyzing and optimizing the accessibility impact of other land-use and transportation policies.","Liu, Ao","Zhong, Shaopeng","Sun Jian, Daniel","Gong, Yunhai","Fan, Meihan","Song, Yan",,,,,,,,,,,,,2,CITIES,Shared autonomous vehicles,Road congestion pricing,Joint pricing,Accessibility,Integrated land use and transportation model,Multi -objective Bayesian optimization,Machine learning,LAND-USE,AUTOMATED VEHICLES,TRAFFIC CONGESTION,TRANSPORT POLICY,OPTIMIZATION,FUTURE,SIMULATION,MOBILITY,AUSTIN,MODEL,,,,,,,,,MAR 2024,Joint optimal pricing strategy of shared autonomous vehicles and road congestion pricing: A regional accessibility perspective
Row_290,"Implementation of nature into urban areas provides resting, breeding, watering, feeding and movement opportunities for urban wildlife, whose knowledge of spatial ecology is still incomplete. This article focuses on space use by urban wild boar Sus scrofa in the central part of the Bordeaux Metropolis (France). We used species distribution modelling to assess urban ecological niche of wild boars and to identify landscape features that they select or avoid. We created a database based on field surveys carried out on a sample of grid cells where evidence of boar presence was recorded. We used logistic regression models to predict wild boar presence in the study area. Our results showed that the probability of boar presence was driven by access to resources and modulated by avoidance of densely built-up areas. In contrast, urban boars appeared to be indifferent to habitat fragmentation and secondary roads. Finally, a large part of the urbanistic urban green frame of Bordeaux was likely to support wild boar. These results provide a first picture of the situation, but must be considered as a first stage of investigations on the spatial ecology of urban boars. They also need to be placed in a broader socio-ecological context. From a life science perspective, urban wild boars provide an excellent example of urban wildlife adaptation. However, human-wildlife coexistence also raises planning, management, socio-cultural and ethical issues. We argue that objectifying wildlife use of urban space is a prerequisite to implement meaningful management measures. With this in mind, we proposed and discussed a simple protocol that could be adapted to other species whose urban ranges are poorly known.","Marin, Carole","Couderchet, Laurent","Le Campion, Gregoire","Werno, Jerome",,,,,,,,,,,,,,,3,URBAN ECOSYSTEMS,Urban wildlife,Wild boar,Spatial ecology,Species distribution modelling,Socio-ecosystem,Human-wildlife coexistence,SUS-SCROFA L.,SPECIES DISTRIBUTION,CROP DAMAGE,HABITAT USE,SPACE,POPULATIONS,PATTERNS,BEHAVIOR,CITIES,DEER,,,,,,,,,,AUG 2024,"Wildlife and the city. Modelling wild boar use of urban nature: Empirical contribution, methodological proposal"
Row_291,"The dependence of economic and population growth on built-up land cannot be overly blamed, but it needs to be looked at closely when it goes against the principles of sustainable growth. Rapid urbanization and industrialization have led to extensive land use, and many policies have been introduced with the aim of creating clustering effects to mitigate this issue. The Yangtze River Economic Belt (YREB) of China is a typical case to make up for the fact that the role of policy clusters in built-up land intensity (BLI) is not yet fully recognized. First, the intensive use policy clusters (IUPC) of the YREB have undergone evolutionary characteristics of growth, maturity and renewal since their formal birth in 2008. Second, quantitative evidence from time-series observations and policy simulations demonstrates an effective contribution of IUPC to BLI (an average 43.1% enhancement). Worryingly, however, despite the ""lifting benefit"", the BLI is expected to show a ""decreasing trend"". Finally, the combined results are fed back to the IUPC, showing that both the abundance and heterogeneity of the policy clusters affect the impact. Specific recommendations for future policy development are made based on the above results. This study provides a pragmatic and rigorous mindset and case for policy research.","Zhang, Shouguo","Zhang, Jianjun","Sha, Anmeng","Zhang, Yaping","Zhang, Di",,,,,,,,,,,,,,2,LAND USE POLICY,Built-up land intensity,Policy clusters,Yangtze River Economic Belt,Google Earth Engine,Interrupt Time Series,URBAN SPRAWL,REGRESSION,SYSTEM,HEALTH,CITY,,,,,,,,,,,,,,,,NOV 2023,How to recognize the role of policy clusters in built-up land intensity: An empirical case of the Yangtze River Economic Belt of China
Row_292,"Green infrastructure (GI) has developed as a sustainable approach to the mitigation of urban floods. While machine learning (ML) models have exhibited advantages in urban flood simulation, their direct application to support the quantitative planning of GI at the city scale remains a challenge. To address this, an interpretable ML model based on support vector machine (SVM) and the Shapley additive explanations (SHAP) approach is integrated with the non-dominated sorting genetic algorithm-II (NSGA-II) in this study. The model is applied to the case of central Beijing, China, and demonstrates a robust performance with a high area under curve (AUC) value of 0.94. The results of the urban flood susceptibility assessment identify the urban-rural transition zone in the study area as being under a greater flood threat. Via model interpretation with SHAP, the dominant roles of GI and grey infrastructure (GrI) in preventing flood are revealed and the non-linear complementarity between the two is demonstrated to be more significant in study units with a GI proportion of less than 0.45. Supported by the NSGA-II-based optimization framework, optimal GI plans under different total implementations of GI are achieved, among which a solution with a 3.21% increase in the total GI area is selected as that with the best investment efficiency. The pattern of GI implementation is suggested to be dispersed and small-scale by model. This study provides a tool with broad application prospects, effectively integrating GI implementation with urban planning. The findings of this study not only provide important references for the determination of the priority areas of new ecological space in Beijing, but also provide areas that share similar characteristics with new insight into GI planning and the management of urban floods.","Chen, Hongyu","Dong, Yuxiang","Li, Hao","Tian, Shuangzhi","Wu, Longfeng","Li, Jinlong","Lin, Chensong",,,,,,,,,,,,0,LANDSCAPE AND URBAN PLANNING,Green infrastructure,Urban flood,Support vector machine (SVM),Shapley additive explanations (SHAP),SUPPORT VECTOR MACHINE,LAND-USE CHANGE,LANDSLIDE SUSCEPTIBILITY,FLOOD CHARACTERISTICS,DECISION TREE,URBAN,SVM,BENEFITS,CHOICE,,,,,,,,,,,,,DEC 2024,"Optimized green infrastructure planning at the city scale based on an interpretable machine learning model and multi-objective optimization algorithm: A case study of central Beijing, China"
Row_293,"The quantification of carbon storage (CS) within urban areas has become increasingly crucial for achieving global carbon neutrality. This study proposed a new approach to estimating CS in urban human settlements, building on an existing forestry biomass expansion factor (BEF)-based CS estimation approach, and tested it over Suwon, a city in South Korea. First, a tree canopy cover map was created using high resolution land cover data. The urban tree area ratio was then calculated to estimate the BEF-based CS (Step 1 CS), considering parameters from the national forest inventories. Since urban trees have different growing environments and characteristics than forests, the CS for human settlements (Step 2 CS) was estimated using Step 1 CS as well as structural and spectral information of trees from light detection and ranging (LiDAR) and Sentinel -2 data via machine learning (ML) techniques. The dependent variable of the ML models was the difference between the Step 1 CS and the reference CS, which was calculated using field -measured data and existing allometric equations for urban areas. Using both LiDAR and Sentinel -2 information, the random forest model outperformed the other ML models tested, with an R2 of 0.884, a root mean squared error of 0.432 tC/900 m2, and a lower sampling strategy sensitivity. Feature analysis revealed that incorporating structural and spectral information resulted in a more reliable CS estimation by considering different tree environmental characteristics for each grid cell in the model. This data -driven model utilizes remote sensing and ML and can generate spatially explicit CS maps of large urban areas. It can accurately quantify CS in human settlements and is expected to be easily applicable to other urban green spaces.","Lee, Yeonsu","Son, Bokyung","Im, Jungho","Zhen, Zhen","Quackenbush, Lindi J.",,,,,,,,,,,,,,3,URBAN FORESTRY & URBAN GREENING,Biomass,Height percentiles,Normalized Difference Vegetation Index,(NDVI),Artificial intelligence (AI),Urban tree,CONVOLUTIONAL NEURAL-NETWORKS,ABOVEGROUND BIOMASS,RANDOM FOREST,TREES,CLASSIFICATION,SEQUESTRATION,AREAS,ALGORITHM,IMAGERY,MODELS,,,,,,,,,,APR 2024,Two-step carbon storage estimation in urban human settlements using airborne LiDAR and Sentinel-2 data based on machine learning
Row_294,"Noise pollution is a challenging environmental issue in densely built urban areas and requires a holistic understanding of its sources and alleviation processes. Taking Isfahan City in Iran as a typical case, this study developed a combined GIS-artificial neural network (ANN) model to predict the spatio-temporal contribution of low-width parks to poise pollution mitigation. The 30-min equivalent sound level was measured at 100 stations in six urban parks (with a total area of 55.84 ha) under stable and controlled winter and summer conditions. The noise level predicting variables were hypothesized to be the area of vegetation cover; NDVI-based vegetation density and standard deviation (std); vegetation height; and road coverage measured within 100-, 200-, and 300-m radius buffer rings drown around each noise sampling station. These predictors were introduced to a multi-layer perceptron ANN model to identify and compare the most important noise alleviation variables among the selected predictors. The mean noise levels ranged from 67.23 to 70.57 dB. The number of vehicles showed an insignificant temporal difference, indicating that the noise source was relatively constant between the seasons. The ANN model performed satisfactorily in both seasons with SSE values of < 0.03. The Mann-Whitney U test showed a significant difference in the predicted noise levels between summer and winter. This study highlighted the efficiency of the combined GIS-ANN model in predicting distant-dependent urban processes, especially noise pollution whose levels and variability are essential in formulating urban land-use management.","Tashakor, Shahla","Chamani, Atefeh","Moshtaghie, Minoo",,,,,,,,,,,,,,,,3,ENVIRONMENTAL MONITORING AND ASSESSMENT,Noise prediction,Urban park,Artificial neural network,Isfahan City,TRAFFIC-INDUCED NOISE,LANDSCAPE,GREEN,PROPAGATION,,,,,,,,,,,,,,,,,,FEB 2023,Noise pollution prediction and seasonal comparison in urban parks using a coupled GIS- artificial neural network model
Row_295,"This study focuses on the flood disaster and risk that can potentially occur in the event of a dam break in the Gurara watershed, Nigeria. The aim is to evaluate the effects of land use and land cover (LULC) and hydroclimatic variability on the aforementioned dam. This is done through integration of Hydrological Simulation Fortran Program (HSPF), hydro-dynamic models and field observations. The simulation result presents the extent of the flood downstream, which inundates 274.6 Km2 (27,460 ha) of the watershed, that includes a peri-urban Jere town with a total population of 9912 and 6000 ha of irrigation area that has the potential to produce 100,000 metric tons of food in four circles per year. Further analysis of the result shows that the flood hazard map of the flooded area produced a varied index for each scenario, but it shows that the hazards increase with an increase in the literal inflow into the dam from the upstream runoffs. The hazard maps identify risks in vulnerable areas. The downstream area experiences diverse exposure based on the proximity of LULC class to the prone zones. This research presents details about the possible disaster associated with dam collapse in nearby communities.","Bello, Al-Amin Danladi","Argungu, Abdullahi Sule","Dinki, Aminu Tijjani Soron","Yahaya, Abdullahi","Sulaiman, Khalid","Salaudeen, Abdulrazaq","Abdullahi, Nura",,,,,,,,,,,,2,ENVIRONMENTAL EARTH SCIENCES,Gurara dam,Watershed,HSPF model,Dam break,Flood risk,RAINFALL-RUNOFF,FAILURE,STATE,,,,,,,,,,,,,,,,,,FEB 2024,Dam break study and its flood risk in Gurara watershed-Nigeria under varied spatio-temporal conditions by integrating HSPF and HEC-RAS models
Row_296,"The increasing use of Unmanned Aircraft Systems (UAS) in Urban Air Mobility highlights the critical need to create safe urban air corridors. In this paper, we present a novel 2.5D risk-aware path planning strategy with the aim of computing safe routes for UAS in urban areas. The proposed approach uses 2.5D risk maps to assess the risk to the population on the ground caused by UAS operations. Specifically, the 2.5D risk map consists of a multilayer structure discretizing the flight altitude and providing a simplified representation of the three-dimensional space. Thus, a 2.5D risk-aware path planning searches for the minimum risk path in the 2.5D risk map. The adopted risk-aware path planning is based on the well-known RRT* algorithm with the minimization of the overall risk in the risk map and the flight time. Furthermore, an energy-aware factor is also included in the cost function to obtain a more energy-efficient solution, avoiding excessive changes in altitude. The simulation results obtained considering a real-world scenario corroborate the proposed strategy. The combined use of 2.5D risk maps with a risk-aware path planning algorithm provides a promising solution for computing safe and energy-efficient routes in urban areas.","Primatesta, Stefano",,,,,,,,,,,,,,,,,,0,"2024 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS, ICUAS",,,,,,,,,,,,,,,,,,,,,,,,,,2024,A 2.5D Risk-Aware Path Planning Method for Safe UAS Operations in Populated Environments
