Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,publish time,title
Row_160,,"Lawrence, RJ",,,,,,,,,,,,,0,SCANDINAVIAN HOUSING & PLANNING RESEARCH,,,,,,,,,,,,,,,,,,,,,,,JUN 1998,"Housing and the urban environment: A guide to housing design, renewal and urban planning."
Row_161,,"Duhl, L J",,,,,,,,,,,,,2,Bulletin of the New York Academy of Medicine,,,,,,,,,,,,,,,,,,,,,,,1990 Sep-Oct,Comprehensive city interventions.
Row_162,"Property-led renewal has become the mainstream approach of entrepreneurial governance but may change the sociospatial pattern of the classical rent gap and cause problems such as neighborhood commodification, overlooked public interest, and uneven development. Considering the extensive application of marketized measures such as the floor-area-bonus and right transformation in Taipei's urban renewal system, we explore the role of the state in rent gap production and the obstacles to realizing sustainable regeneration. The legislative framework indicates that urban renewal in Taipei has prompted growth network among property market, property-led incentive, and stakeholders to exploit the state-induced rent gap. From the micro-level, we select two cases in the old and new districts in Taipei for comparison and find that the sociospatial unevenness has not been balanced but intensified by the property-led renewal since the 2000s. Profit-making has engendered a governing barrier detrimental to implementing sustainable regeneration while distorting the publicity to property appreciation.","Lan, Cassidy I-Chih","Lee, Chen-Jai",,,,,,,,,,,,10,HOUSING STUDIES,Property-led urban renewal,state-induced rent gap,neoliberal urbanism,gentrification,sociospatial unevenness,URBAN REGENERATION,AUSTRALIAN VIEW,LAND RENT,GENTRIFICATION,CITY,TRANSFORMATION,SANTIAGO,DISPOSSESSION,MARKET,ENTREPRENEURIALISM,,,,,,,,AUG 12 2021,"Property-led renewal, state-induced rent gap, and the sociospatial unevenness of sustainable regeneration in Taipei"
Row_163,"The tourism demand in coastal cities imposes higher requirements for their urban planning, and, in addition, wind gusts and high humidity also require the functional design of buildings. This paper analyzes the actual demand for urban planning and design, especially urban architecture planning and design under the goal of spatial renewal and development of coastal cities, and analyzes the problems in the field of coastal urban architecture design under the current situation. This research indicates that the marine architecture design for spatial renewal of a coastal city should concentrate on ensuring the unity and functionality of the architectural style, so the design requirements are high. In order to achieve this requirement, the design ability for coastal architecture can be improved by introducing planning methods such as an electronic sand table and brainstorming.","Yao, Zhankuo",,,,,,,,,,,,,1,JOURNAL OF COASTAL RESEARCH,Marine architecture,renewal and development,coastal city space,,,,,,,,,,,,,,,,,,,,SUM 2020,The Design of Marine Architecture: A Renewal and Development of Coastal City Space Perspective
Row_164,"This paper offers a novel explanation for urban blight and endogenous divergence in the overall quality and wealth of neighborhoods and simultaneously derives the salient features of actual urban renewal and other aid programs from optimizing government behavior based on collective public preferences. These features appear when the objective of such public aid programs is to restore the ex ante distribution of wealth or property values within a blighted neighborhood, while equilibria exhibiting deficient levels of private investment and blight itself can arise when residents accurately anticipate the potential provision of public aid to an affected neighborhood and ex ante investment in private insurance diminishes neighborhood eligibility for such aid. Examples of antipodal equilibria in which urban renewal programs entirely crowd out local private investment or in which neighborhood residents invest in efficient levels of private mitigation illustrate these results, which stand in direct contrast to both traditional explanations of urban blight and to the new ""social-interaction"" models of neighborhood divergence.","Arvan, L","Nickerson, D",,,,,,,,,,,,9,JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS,blight,housing,neighborhood effects,urban renewal,PROPERTY-VALUES,SELF-INSURANCE,RENEWAL,MARKETS,LOSSES,,,,,,,,,,,,,,FEB 2006,"Private investment, public aid and endogenous divergence in the evolution of urban neighborhoods"
Row_165,"This study compares urban renewal in the United States in the 1950s and 1960s with inner-city redevelopment in China since the late 1980s. It finds that both programs use government authority and subsidies to make large-scale private or quasi-private investment attractive in the name of ameliorating living conditions. Cautiously applying Logan and Molotch's ""growth coalition"" concept to China, the authors assert that a ""growth machine"" has formed during China's economic decentralization processes. Despite the similarities, America's urban renewal was an ill-fated federal program in which the local government and downtown business interests co-operated to boost declining inner-cities that were competing with burgeoning suburbs. In contrast, China's redevelopment has been propelled by emerging local elites using decentralized state power to pursue fast growth in rising real estate markets. Greater insights into urban redevelopment can be gleaned through this comparative analysis.","Zhang, Y","Fang, K",,,,,,,,,,,,132,JOURNAL OF PLANNING EDUCATION AND RESEARCH,urban renewal,redevelopment,growth machine,growth coalition,GROWTH COALITION,LAND,ACT,,,,,,,,,,,,,,,,SPR 2004,Is history repeating itself ? From urban renewal in the United States to inner-city redevelopment in China
Row_166,"The federal urban renewal program had wide-ranging consequences for American cities of all sizes and locations. Among the most consequential was its catalyzing effect on the historic preservation movement nationwide. While preservation practice at the dawn of the urban renewal era emphasized historic monuments, by its end in the mid-1970s, preservationists were much more concerned with neighborhoods, districts, and larger swaths of urban fabric, thus, becoming relevant to all manner of future city shaping and revitalizing efforts. While this expansion took place nationwide, the paths taken by individual cities varied considerably. Because of its large number of historic downtown residential neighborhoods, and its long involvement with historic preservation, Lexington, Kentucky, provides an ideal case study to explore this transformation, highlighting the ways in which neighborhood associations and local preservation organizations collaborated to set the stage for widespread adoption of local historic districts in the 1970s.","Poole, Lauren A. R.","Appler, Douglas R.",,,,,,,,,,,,7,JOURNAL OF URBAN HISTORY,urban renewal,planning,historic preservation,neighborhood association,historic districts,advocacy,revitalization,,,,,,,,,,,,,,,,MAR 2020,"Building a Local Preservation Ethic in the Era of Urban Renewal: How Did Neighborhood Associations Shape Historic Preservation Practice in Lexington, Kentucky?"
Row_167,"As a result of land resources constraining in China, demolition and reconstruction of existing buildings become an important means to meet the requirement of urban renewal, in which a large amount of demolition waste is generated. However, it is difficult to predict the generation of large-scale demolition waste with high efficiency due to the lack of basic data and technical support. This study aims to propose a hybrid trilogy method for predicting the generation of large-scale demolition waste during urban renewal based on two indicators of waste generation rate (WGR) and gross floor area (GFA). WGR was measured based on on-site measurement and existing industry standard data according to different building types and structure types. Composition and proportion of demolition waste were correspondingly analyzed. GFA was obtained based on image recognition technology and Google Earth. Two hundred buildings were selected as samples to verify GFA accuracy, whose error ranges were mostly controlled within 10%. Finally, prediction of large-scale demolition waste generation in Shenzhen was conducted as a case study during urban renewal for verification of the hybrid trilogy method proposed. Results show that 49.40 million tons of demolition waste will be generated. Findings of this study improve the accuracy and speed of existing prediction methods for large-scale demolition waste, indicating great potential for wide application. The current research provides guidance for demolition enterprises, transportation enterprises, recycling enterprises, and government departments to manage large-scale demolition waste precisely during urban renewal. (C) 2019 Published by Elsevier Ltd.","Yu, Bo","Wang, Jiayuan","Li, Jie","Zhang, Jingrong","Lai, Yani","Xu, Xiaoxiao",,,,,,,,37,WASTE MANAGEMENT,Demolition waste,Large-scale,Waste generation rate,Gross floor area,Urban renewal,Hybrid trilogy method,CONSTRUCTION WASTE,D DEBRIS,SHENZHEN,SYSTEM,CHINA,,,,,,,,,,,,APR 15 2019,Prediction of large-scale demolition waste generation during urban renewal: A hybrid trilogy method
Row_168,"When West Side Story moved from stage to screen, the story became further enmeshed in the city of its setting. The filmmakers Jerome Robbins and Robert Wise used the cinematic elements of color, light, and camera angle to build a believablebut magicalplace in which lovers sang and gang members danced. In the process, though, they also captured New York in the midst of urban renewal. The broad international distribution of the film spread an image of urban life that conveyed the abstract, aerial views of urban planners such as Robert Moses alongside the dynamic, street-level action of Jane Jacobs. While the filmmakers did not make pronouncements about urban theories, they visualized urban renewal in its grandeur and detail, animating cold concrete streets with dance and pitting vitality against human tragedy at the core of urban life.","Foulkes, Julia L.",,,,,,,,,,,,,5,JOURNAL OF URBAN HISTORY,West Side Story,New York,Jerome Robbins,arts,urban renewal,,,,,,,,,,,,,,,,,,NOV 2015,Seeing the City: The Filming of West Side Story
Row_169,,"Mayne, A","Lawrence, S",,,,,,,,,,,,31,Urban history,,,,,,,,,,,,,,,,,,,,,,,1999,Ethnographies of place: a new urban research agenda.
Row_170,"One of the difficult tasks in urban renewal is land assembly because it requires consent from landowners. The major obstacle for negotiation comes from the fact that some landowners ask higher than market price for their land. The characteristics of landowners are classified into two types according to prospect theory. This study adopts game theory to analyze strategic interaction and negotiation processes between a developer and landowners in Taiwan. The aim of this study is to show the impact of the characteristics of landowners on the implementation of the project and the best strategy for developers to deal with the uncertainty of landowners' characteristics. We found that not only the characteristics of the landowners, but also the strategies adopted by a developer may hinder the implementation of an urban renewal plan.","Lin, Yu-Chih","Lin, Feng-Tyan",,,,,,,,,,,,14,ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,urban renewal,game theory,characteristic of landowner,negotiation process,NEGOTIATION,CONFLICTS,HOLDOUTS,,,,,,,,,,,,,,,,2014,A strategic analysis of urban renewal in Taipei City using game theory
Row_171,"In his 2001 State of the Nation address former President Mbeki announced the launch of the Urban Renewal Programme (URP) as an area-based approach which would form part of a 10 years initiative to address poverty and underdevelopment in targeted areas. It had a specific emphasis on improving joint government planning and implementation. Townships were spatially engineered by the architects of apartheid and excluded by design. They are today typified by high levels of poverty and crime. It is in the undoing of these two social malaises that the URP has anchored itself on the policy agenda. The URP focused on eight urban townships in the country as pilots that would pave the way for an urban development strategy on urban renewal to be developed and implemented nationally once the 10 years pilot period elapsed. The paper is a review of lessons learnt and best practices in two anchor URP projects in Cape Town, South Africa.","Donaldson, Ronnie","du Plessis, Danie","Spocter, Manfred","Massey, Ruth",,,,,,,,,,15,JOURNAL OF HOUSING AND THE BUILT ENVIRONMENT,Area-based approach,Spatial targeting,Khayelitsha,Mitchell's Plain,South African townships,Urban renewal programme,NETHERLANDS,CHALLENGE,,,,,,,,,,,,,,,NOV 2013,The South African area-based urban renewal programme: experiences from Cape Town
Row_172,,"Fawcet, A H",,,,,,,,,,,,,0,Arhiv za higijenu rada i toksikologiju,,,,,,,,,,,,,,,,,,,,,,,1974,[Urban and regional planning].
Row_173,,"White, F",,,,,,,,,,,,,0,Legal aspects of medical practice,,,,,,,,,,,,,,,,,,,,,,,1980-May,A doctor tackles urban pathology.
Row_174,,"Walker, P",,,,,,,,,,,,,1,STREETS -AHEAD-,Birmingham,city centre,local authority,urban strategy,urban renewal,,,,,,,,,,,,,,,,,,1995,Birmingham City Centre: Renaissance in progress
Row_175,"How public housing tenant activism altered Canadian housing policy in the 1960s continues to be underresearched within urban renewal, Canadian Left, or North American housing studies. Organizing against local governance and the federal rental contract, their nationwide activism directly led to the Hellyer Report, which officially ended urban renewal in 1969. Situated within this period are the tenants of Habitations Jeanne-Mance (HJM) in Montreal. Contrasting the prevailing view of Canadian tenants being politically isolated, HJM tenants led movements against the rental contract, demanded tenant representation, and sought social rights for low-income people within the Montreal Left. As more representative of the Canadian experience in the 1960s, HJM demonstrates how tenant activism has shaped the history of housing in Canada.","Nettling, Pierson",,,,,,,,,,,,,2,JOURNAL OF URBAN HISTORY,urban renewal,tenant movements,public housing,Canada,PARK HOUSING PROJECT,REGENT-PARK,AMERICAN,CANADA,,,,,,,,,,,,,,,MAY 2022,"Tenant Activism and the Demise of Urban Renewal: Tenants, Governance, and the Struggle for Recognition at Habitations Jeanne-Mance in Montreal"
Row_176,,"Allison, David",,,,,,,,,,,,,0,Health facilities management,,,,,,,,,,,,,,,,,,,,,,,2013-Nov,Going downtown. Embracing urban concepts in health care campus design.
Row_177,,"Watson, Joseph M.",,,,,,,,,,,,,0,JOURNAL OF URBAN HISTORY,activism,suburbanization,technology,urban crisis,urban renewal,,,,,,,,,,,,,,,,,,JAN 2020,"Clearance, Choreography, and Community Action: Reconsiderations of Postwar America"
Row_178,"It is very important to integrate remote sensing with urban geography that the spectral mixture analysis technique is applied to urban land cover evolvement and its eco-environmental effect. Urban land cover is mainly composed of complicated artificial materials, which is the key factor to limit the development of the spectral mixture analysis technique. There are two main aspects in which the technique of spectral mixture analysis is applied to urban geography: one is to calculate vegetation fraction; the other is to build quantitative model of the urban impervious surface obtained from the combination between high albedo fraction and low albedo fraction. The technique of spectral mixture analysis is firstly applied to study urban renewal pattern, scale and mode which happened in Shanghai City from 1997 to 2000.",Yue Wenze,Xu Jianhua,Wu Jiawei,Xu Lihua,,,,,,,,,,20,CHINESE SCIENCE BULLETIN,linear spectral analysis,endmember,urban renewal,Shanghai,VEGETATION ABUNDANCE,,,,,,,,,,,,,,,,,,APR 2006,Remote sensing of spatial patterns of urban renewal using linear spectral mixture analysis: A case of central urban area of Shanghai (1997-2000)
Row_179,"In 1960, city officials in Flint, Michigan, announced plans to demolish the St. John Street neighborhood. In support of the clearance project-which promised to replace a segregated black neighborhood with an industrial park and a freeway-executives from General Motors, municipal officials, and downtown boosters argued that redevelopment would provide more jobs and a growth-oriented future. Yet urban renewal in Flint was much more than a top-down campaign for growth. Many civil rights and neighborhood activists also supported St. John redevelopment, viewing urban renewal as an opportunity to secure new housing, desegregation, and clean air. Nevertheless, by the mid-1970s, corporate and city officials had triumphed over local civil rights activists, ultimately presiding over a renewal program that valued short-term industrial growth and ghetto containment over housing equity. Emphasizing state-sanctioned segregation, this article challenges the usefulness of de facto segregation as a descriptor of the North's color lines.","Highsmith, Andrew R.",,,,,,,,,,,,,76,JOURNAL OF URBAN HISTORY,"Flint, Michigan",urban renewal,freeways,racial segregation,de facto segregation,civil rights,General Motors,pollution,blight,public housing,,,,,,,,,,,,,MAR 2009,"Demolition Means Progress Urban Renewal, Local Politics, and State-Sanctioned Ghetto Formation in Flint, Michigan"
Row_180,"The rapid and extensive urbanization has profound impacts on urban thermal environment. It is of great significance to comprehensively understand how urbanization affects the evolution of urban thermal environment for urban ecological safety, environmental quality, and residents health. Based on daily land surface temperature (LST) products of MODIS Aqua satellite in the summer of 2002-2020, we investigated the evolution of urban-rural differences in surface summer thermal environment in Shanghai during 2002-2020 and its response to urban spatial renewal. We used normalized land surface temperature (NLST) and urban heat island ratio index (URI) as the surface thermal environment measurement indicators, by combining vegetation index and impervious surface cove-rage, and used M-K trend analysis and interpretation analysis. The results showed that the linear growth rate of LST in Shanghai was 0.09 degrees C.a(-1) (2002-2020), and that URI showed a trend of first increasing (2002-2010) and then decreasing (2010-2020). The mean summer LST was generally in the order of urban core>suburban>rural. 1.6% of the areas showed a significant cooling trend, of which 54.0% were distributed in the urban core. 39.5% of the regions showed a significant warming trend, of which 77.6% were distributed in the suburban. In general, there were concentrated significant cooling areas in the highly urbanized urban areas, while there was a significant warming trend in the suburban. The transformation from urban expansion to urban renewal was the main reason for the emergence of concentrated and significant cooling areas in the urban. Nearly 20% of the urban area showed a significant increase of vegetation coverage. Urban renewal projects such as gathering vegetation or dispersing impervious surfaces in highly urbanized areas are important ways to effectively improve the urban residential thermal environment.",,,,,,,,,,,,,,3,Yingyong Shengtai Xuebao,,,,,,,,,,,,,,,,,,,,,,,JUL 2023,"Differences in the evolution of urban and rural surface thermal environment and their responses to urban renewal in Shanghai, China"
Row_181,,"Oberman, L H",,,,,,,,,,,,,0,Trustee : the journal for hospital governing boards,,,,,,,,,,,,,,,,,,,,,,,1992-Sep,Hospital treats urban decay.
Row_182,,"Ludmann, H",,,,,,,,,,,,,0,Medizinische Klinik,,,,,,,,,,,,,,,,,,,,,,,1970-Jan-09,[Urban planning for the prevention of accidents].
Row_183,,"Diamond, Miriam L","Hodge, Erin",,,,,,,,,,,,70,Environmental science & technology,,,,,,,,,,,,,,,,,,,,,,,2007-Jun-01,Urban contaminant dynamics: from source to effect.
Row_184,"Squatter housing (called gecekondu in Turkish) has been the central element of urban discussions in Turkey since the beginning of the 1950s. However, the solutions to this problem have changed over time. Until the mid-1960s, governments had a negative attitude to squatter housing areas and their populations, seeing them as the sources of social ills in the urban system. Thus, renewal was defined as clearance and redevelopment. However, this situation changed in the 1970s, preparing the necessary ground for rehabilitation and upgrading. In contrast, in the 1980s renewal was evaluated in a global context and equaled regeneration. So, following the 1980s, squatter housing areas have again been considered as problem areas which have to be transformed for the capitalization of global interests, in the name of urban rent. These areas could have been transformed into prestige areas to increase the physical and visual wealth of the city. Thus, first with the improvement plans and later with the urban transformation projects, squatter housing areas have been subject to urban renewal for the betterment of urban space. This study aims to compare these two different squatter housing transformation approaches from the point of view of their impact on the physical and social topography of Ankara, the capital city of Turkey. (C) 2001 Elsevier Science Ltd. All rights reserved.","Dündar, Ö",,,,,,,,,,,,,46,CITIES,renewal,squatter housing,gecekondu,urban transformation,,,,,,,,,,,,,,,,,,,DEC 2001,Models of urban transformation -: Informal housing in Ankara
Row_185,,"Luggiero, G",,,,,,,,,,,,,0,The Volunteer leader,,,,,,,,,,,,,,,,,,,,,,,1996,Bronx mission: making a neighborhood whole again.
Row_186,,"Lebas, E",,,,,,,,,,,,,0,Sociological review monograph,,,,,,,,,,,,,,,,,,,,,,,1983,"The state in British and French urban research, or the crisis of the urban question."
Row_187,,"Glaeser, Edward",,,,,,,,,,,,,0,SCIENTIFIC AMERICAN,,,,,,,,,,,,,,,,,,,,,,,SEP 2011,"Brains over Buildings To rejuvenate urban centers, look to teachers and entrepreneurs"
Row_188,,"Gillette, Howard, Jr.",,,,,,,,,,,,,3,JOURNAL OF URBAN HISTORY,,,,,,,,,,,,,,,,,,,,,,,JAN 2007,Urban renewal revisited
Row_189,,"Douglass, C W",,,,,,,,,,,,,2,"Inquiry : a journal of medical care organization, provision and financing",,,,,,,,,,,,,,,,,,,,,,,1975-Jun,Consumer influence in health planning in the urban ghetto.
Row_190,,"Hirano, T",,,,,,,,,,,,,10,Urban history,,,,,,,,,,,,,,,,,,,,,,,1999,"Retailing in urban Japan, 1868-1945."
Row_191,,"Lombardi, D",,,,,,,,,,,,,0,Administrative radiology : AR,,,,,,,,,,,,,,,,,,,,,,,1992-Feb,Urban healthcare in crisis.
Row_192,,"GRIER, G","GRIER, E",,,,,,,,,,,,1,The American journal of orthopsychiatry,,,,,,,,,,,,,,,,,,,,,,,1964-Jul,HUMAN NEEDS AND PUBLIC POLICY IN URBAN DEVELOPMENT.
Row_193,,"Ito, Hideki",,,,,,,,,,,,,0,Nihon Ronen Igakkai zasshi. Japanese journal of geriatrics,,,,,,,,,,,,,,,,,,,,,,,2012,[Urban development in the super-aging society].
Row_194,,"von Hoffman, Alexander",,,,,,,,,,,,,1,JOURNAL OF URBAN HISTORY,urban renewal,modern housing,real estate,urban planning,public housing,slum clearance,,,,,,,,,,,,,,,,,JUL 2014,Coordinator's Introduction to the Forum
Row_195,"The federal urban renewal program created by Title I of the Housing Act of 1949 fell short of expectations and spawned an army of critics. Originally the program had promised a great deal to a variety of interests, but it could not accommodate all of its early supporters. Social reformers and low-rent housing advocates were among the first backers who found it wanting. By the early 1960s, the foes of big government and critics of prevailing planning orthodoxies were exploiting the program's shortcomings to further their own agendas.The impact of urban renewal, however, was never as great as some observers assumed, and its physical legacy was limited. Yet its record did influence later federal revitalization programs that granted local authorities greater flexibility and emphasized rehabilitation and the urban context. Moreover, it called into question the efficacy of planning panaceas and federal dollars in solving urban problems.","Teaford, JC",,,,,,,,,,,,,179,HOUSING POLICY DEBATE,federal,policy,urban planning,,,,,,,,,,,,,,,,,,,,2000,Urban renewal and its aftermath
Row_196,"In this paper an attempt is made to present, firstly, the processes of urban decay to be observed in Paris and, secondly, the measures with regard to urban renewal taken since the period of HAUSSMANN. Thirdly the extent of urban decay and urban renewal in Paris is compared to that in Vienna.When studying the relevant body of laws and pertinent publications we realize that the Paris city authorities obviously are not aware of the enormous negative consequences of urban renewal as it is carried out at present. When tenements dating back to the 19th century and, therefore, containing inadequately equipped flats are being pulled down and replaced by post-modern apartment houses the air of specific quarters is lost, the townscape is completely changed, and the area's inhabitants, mostly members of the lower classes, mainly blue-collar workers, are forced to move out to the suburbs, to the 'villes nouvelles'.Though the 1977 legislative reform granted the residents the right of some participation in the decision process in renewal projects, there is no legal way to prevent the razing of structures not protected as historical monuments.Vienna's centrally organized municipal socialism instituted a wide spectrum of measures aiming at a considerable improvement of the housing conditions in the inner city; in Paris urban renewal measures are mainly carried out by private or semi-private real estate companies. With speculation and gentrification being at work, it is to be expected that former lower class residential areas will develop into middle or upper class ones.","PAAL, M",,,,,,,,,,,,,0,MITTEILUNGEN DER OSTERREICHISCHEN GEOGRAPHISCHEN GESELLSCHAFT,,,,,,,,,,,,,,,,,,,,,,,1994,STRATEGIES AGAINST URBAN-DECAY IN PARIS
Row_197,"Rapid urbanization exacerbates urban metabolic activities associated with irreversible environmental degradation. Evaluating urban metabolic performance is an effective method to meet targets for sustainable development in contemporary urban areas. Neighborhoods, which are regarded as the basic parts of cities, can detail the metabolic structure and interactions from a bottom-up perspective. In consequence, this study proposed an ecoefficiency model which combined emergy synthesis and slack-based measure data envelopment analysis. A case study with questionnaire and statistical data for eight communities in Chongqing, China was used to shed a light on the properties of emergy metabolic flows and eco-efficiency. The results showed that the study communities heavily depended on external resources. Intense communal activities within relatively small geographic areas caused immediate surroundings to suffer from enhanced environmental pressures. Eco-efficiency performances were mostly invalid, and a significant heterogeneity existed among communities. Enhancing the performance of renewable and non-renewable resources whilst also reducing the production of wastes was essential to improve the overall eco-efficiency of local communities. To assist with this, a neighbor-level sustainable renewal framework was proposed which took account of metabolic flows and communal renewal operations. The findings of this study can provide a paradigmatic example for urban renewal projects elsewhere that embed metabolic performance in neighborhood redevelopment.","Tang, Miaohan","Hong, Jingke","Wang, Xianzhu","He, Rongxiao",,,,,,,,,,32,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Neighborhood metabolism,Emergy analysis,Data envelopment analysis,Eco-efficiency,Urban renewal,ECO-EFFICIENCY,ENERGY-METABOLISM,CARBON METABOLISM,DECISION-SUPPORT,CHINA,SYSTEMS,MODEL,GEOBIOSPHERE,METHODOLOGY,INDICATORS,,,,,,,,DEC 1 2020,Sustainability accounting of neighborhood metabolism and its applications for urban renewal based on emergy analysis and SBM-DEA
Row_198,Paper describes the changes that occurred in the urban landscape of Upper Silesian Agglomeration (Poland) after the renewal of some postindustrial areas and historical industrial buildings and their significant influence on the sustainable development and quality of the built environment.,"Sulimowska-Ociepka, Anna",,,,,,,,,,,,,0,SUSTAINABLE BUILDING AND REFURBISHMENT FOR NEXT GENERATIONS,architecture,urban landscape renewal,industrial heritage,,,,,,,,,,,,,,,,,,,,2013,INDUSTRIAL HERITAGE IN THE LANDSCAPE OF THE UPPER SILESIAN AGGLOMERATION
Row_199,"This paper is a critical reply to an article by Stal and Zuberi, in which they compare two policies which deconcentrate poverty in the US and the Netherlands. By drawing lessons from a renewal program in the Netherlands, they suggest several ways to help break the 'cycle of poverty'. We distinguish at least three fundamental flaws in their argument. After discussing these flaws, we discuss renewal in Dutch cities and issues related to displacement and social networks. We conclude with a reflection on the nature of comparative urban research. (C) 2010 Elsevier Ltd. All rights reserved.","Aalbers, Manuel B.","van Gent, Wouter P. C.","Pinkster, Fenne M.",,,,,,,,,,,10,CITIES,Urban renewal,Bijlmermeer,Moving to Opportunity (MTO),Urban poverty,Neighborhood effects,Comparative urban studies,NEIGHBORHOOD,CITIES,CITY,MIX,,,,,,,,,,,,,JUN 2011,Comparing deconcentrating poverty policies in the United States and the Netherlands: A critical reply to Stal and Zuberi
Row_200,,Centers for Disease Control (CDC),,,,,,,,,,,,,1,MMWR. Morbidity and mortality weekly report,,,,,,,,,,,,,,,,,,,,,,,1982-Nov-12,"Urban rat control -- United States, second quarter, fiscal year 1982."
Row_201,,"Born, KM",,,,,,,,,,,,,0,URBAN STUDIES,,,,,,,,,,,,,,,,,,,,,,,AUG 1998,Urban renewal in London and Hamburg: A story of urban planning and the conflict between modernization and social engineering
Row_202,"Istanbul, in the current planning agenda, has been prominently facing a drastic urban transformation in its residential patterns. This paper investigates whether recent area-based approaches for housing renewal programs in Istanbul are consistent with respect to spatial boundaries and locational characteristics, in order to target deprived housing estates, or not. Because area-based approaches are discussed in theoretical studies that address their success and achievements in social and economic objectives, the investigations held in the paper aimed to validate spatial boundaries of renewal sites in the Historical Peninsula in accordance with the deterioration and deprivation features of residential quarters. The paper introduces not only descriptive findings about the changing patterns in residential characteristics of the case area but also exploratory findings in a quantitative methodology, depicted in a spatial framework, measuring comparative deprivation features between renewal sites and other residential quarters. These findings will contribute to the further evaluations of renewal programs in Istanbul, within their implementation frameworks.","Koramaz, Turgay Kerem",,,,,,,,,,,,,5,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,Housing renewal sites,Deterioration,Deprivation,Spatial analysis,Istanbul,URBAN-RENEWAL,NEIGHBORHOOD,GENTRIFICATION,REGENERATION,COMMUNITIES,POLICIES,IMPACT,CITY,,,,,,,,,,MAR 2018,Housing Renewal Sites and Spatial Features of Deterioration and Deprivation in Istanbul's Historic Peninsula
Row_203,"Purpose - Industrial land renewal is a significant constituent of urban environment and sustainable development. Most implementation in planning of renewal of industrial land has been mainly conducted at the site level of industrial zones or parks and the larger scale of township planning deserve further attention in China. To fill this gap, this paper aims to investigate the implementation of industrial land renewal for a whole urbanized area under the township master planning.Design/methodology/approach - This study introduces a progressive approach to identify and evaluate the renewal of industrial land in township master planning to move toward a more practical understanding of industrial transition. The authors chose a typical industrialized town, Lijia in Changzhou City, under the development model of ""Southern Jiangsu"" to explain the measurement and assessment framework to identify and evaluate the renewable industrial land. Synthesizing the idea of sustainable development, the authors investigated the renewable industrial land with an econometric model including multiple-indexes of economic, social and ecological aspects, field observations and depth interviews.Findings - The analysis demonstrated the spatial heterogeneity and complex generous structure of industrial land renewal in developing countries. It pointed out the major responsibility of enterprises as main industrial land users and indispensable responsibility of government and society. Following the idea of organic concentration and avoiding one-size-fits-all kind of deal, the master planning of Lijia emphasized the connection of industrial land and the combination of market force, social force and government regulation.Originality/value - With original data and discussion, the authors provide more scientific renewal strategies for planners in sustainable development.","Zhou, Yang","Huang, Xu","Li, Wei",,,,,,,,,,,5,OPEN HOUSE INTERNATIONAL,Industrial land,Urban environment,Renewal,Master planning,Land use value,Socially and Culturally Sustainable Architecture and Urban Design,URBAN-RENEWAL,USE EFFICIENCY,SUSTAINABILITY,TRANSITION,REDUCTION,SHANGHAI,TOWNS,REUSE,CITY,,,,,,,,2020,"Identification and evaluation of the renewal of industrial land in master planning: the case of Lijia, China"
Row_204,"This study is based on the rebuilding of a four-floor building into a twenty-story building as part of a Taipei urban renewal project, which provided the opportunity for the landlords to obtain enormous benefits because of the high price of land in Taipei. This is also an example of the city government's active promotion of urban renewal plans to improve the city's appearance. Based on this case study and in order to help develop appropriate urban renewal plans, the authors of this paper present the following four conclusions: (1) Taipei has shear-band displaced landform features and the shear banding effect keeps the onsite low-plastic silt alluvium in a soft state; (2) the static and seismic ultimate bearing capacities of building foundations are seriously overestimated due to improper assumptions made in the derivation of the relevant formulas; (3) the old four-floor building would have remained safe during a tectonic earthquake; however, the new twenty-story building does not remain safe during a tectonic earthquake; and (4) landlords will benefit greatly from urban renewal but only if their buildings remain safe after reconstruction. In this case study, the new twenty-story building was found to be unsafe during a tectonic earthquake, and the landlord could therefore risk heavy losses. Therefore, the authors suggest that before a large number of urban renewal plans are promoted in Taipei, the seismic design codes for buildings should be revised so that the static and seismic ultimate bearing capacities of the proposed building foundations can be correctly calculated. This is the only way to ensure that buildings complying with seismic design specifications remain safe during tectonic earthquakes.",Tse-shan hsu,Zong-lin wu,Yu-chien wu,Tsai-fu chuang,,,,,,,,,,0,International Journal of Organizational Innovation,,,,,,,,,,,,,,,,,,,,,,,2022,Influence of shear banding on building safety after urban renewal
Row_205,,"HARLENDER, T",,,,,,,,,,,,,0,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,,,,,,,,,,,,,,,,,,,,,,,SEP 1992,"HOUSING AND URBAN-POLICY UNDERGOING CHANGE - URBAN-RENEWAL AFTER 40 YEARS OF THE GDR - GERMAN - MARCUSE,P, STAUFENBIEL,F"
