Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,publish time,title
Row_117,"Interesting sequential patterns in human movement trajectories can provide valuable knowledge for urban management, planning, and location-based business. Existing methods for mining such patterns, however, tend not to consider the reduced likeliness of trips with increasing travel cost. Consequently, it is difficult to differentiate the patterns emerging from people's specific travel interests from those simply due to travel convenience. To solve this problem, this article presents Geo-SigSPM for mining geographically interesting and statistically significant sequential patterns from trajectories. Here, 'geographically interesting' patterns are those more frequent than their expected frequencies which consider both the travel cost and non-redundancy of any place in the patterns. To achieve this, Geo-SigSPM formulates the expected frequencies of the patterns based on doubly-constrained human mobility models and the frequencies of their subsequences. A set of statistical tests is also developed to evaluate the identified interesting patterns. Experiments with synthetic and Foursquare check-in datasets demonstrate the efficacy of Geo-SigSPM in discovering geographically interesting patterns, controlling the spurious pattern rate, and discovering patterns that better reflect people's specific travel interests than the conventional frequency-based pattern mining approach. Geo-SigSPM is a promising solution to improving relevant decision-making when people's travel preference beyond travel cost is concerned.","Zhang, Anshu","Shi, Wenzhong","Liu, Zhewei","Zhou, Xiaolin",,,,,,,,,,,0,,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,Sequential pattern mining,geographical knowledge discovery,geographical information science,trajectory mining,statistical evaluation,,,,,,,,,,,MAY 3 2024,Geo-SigSPM: mining geographically interesting and significant sequential patterns from trajectories
Row_123,"The population density in megacities in China gives rise to challenges, such as traffic congestion and soaring housing prices. A trend of leaving primate cities can be observed as well as a population increase in secondary cities. These trends might point to an urbanisation transition from the primate city stage to the secondary city stage. Research is needed to determine at which stage of urbanisation China currently resides, and who are migrating across the different levels of cities in this stage. In order to answer these questions, the current study combines the theory of differential urbanisation and migrant selectivity, and analyses city-level migration patterns and demographic characteristics of migrants across the urban hierarchy. The findings indicate that China is currently in the intermediate primate city stage, where the upward migration across the urban hierarchy is driven by younger adults with higher education and income, and a lower likelihood of marriage or parenthood. Building upon global evidence, this research further extends the theory of differential urbanisation by incorporating migrant selectivity into the interpretation of urbanisation stages. It reveals that educated migrants tend to concentrate and move up the urban hierarchy in the primate city stage but might deconcentrate during the secondary and small city stages. This study offers practical insights for policymakers at the national and city levels to develop population growth plans, adjust targeted migration policies and respond to future urbanisation processes.","Wen, Jun","Jansen, Sylvia J. T.","van der Heijden, Harry","Boelhouwer, Peter J.",,,,,,,,,,,0,,URBAN STUDIES,China,migration,primate cities,secondary cities,urban hierarchy,urbanisation,,,,,,,,,,JUL 2024,Migration across the urban hierarchy: Has China's urbanisation transitioned from the primate city stage to the secondary city stage?
Row_124,"The swift relaxation of the zero-COVID policy in late 2022 led to an unprecedented surge in Omicron variant infections in many cities of China. Reconstructing the spatiotemporal spread of infections is crucial for effective disease prevention. However, the challenge arose due to limited data from surveys and testing results. As such, we utilized large-scale mobile phone data to estimate daily infections in Beijing from November 2022 to January 2023. Our study demonstrated that an individual's mobility status (staying home or going outside), inferred from long-term mobile phone signaling data, could indicate his or her infection status. Then, the inferred statuses of millions of individuals could be summed to reconstruct the citywide spatiotemporal dynamics of infections. We found that the infection incidence peaked on 21 December, and 80.1 % of population had been infected by 14 January 2023 in Beijing. Furthermore, infection dynamics exhibited significant demographic and spatiotemporal disparities, with urban centers experiencing faster initial increases compared to suburbs. Our work provides a new viewpoint for sensing the epidemic spatiotemporally from residents' mobility patterns in a city when official measures of confirming cases are not available, and our findings facilitate city policymaking in terms of relaxing containment measures.","Yan, Xiaorui","Song, Ci","Pei, Tao","Ge, Erjia","Liu, Le","Wang, Xi","Jiang, Linfeng",,,,,,,,0,,CITIES,Post-zero-COVID,Individual mobility status,Infection dynamics,Mobile phone signaling data,Beijing,,,,,,,,,,,JUL 2024,Spatiotemporal infection dynamics: Linking individual movement patterns to infection status
Row_125,"Urban biodiversity plays a crucial role in the functioning of urban ecosystems and significantly impacts the wellbeing and quality of life for city residents. By focusing on the city of Porto as a case study, the influence of localscale land cover evolution on urban biodiversity is investigated, using species richness of birds, reptiles, and amphibians as indicators, within a multimodel inference framework. The results underscore the importance of past land cover and land cover legacy in shaping urban biodiversity. Birds, reptiles, and amphibians respond positively to older vegetation patches but negatively to long-established urban areas. Birds exhibit adaptability by positively responding to recent vegetation, while amphibians tend to avoid newly vegetated zones. The fragmented distribution of amphibians and reptiles in Porto suggests limited mobility and a potential delayed response to habitat loss and isolation. Reptiles benefit from both wooded and herbaceous habitats, emphasizing the importance of local spatial diversity, while water elements are critical for amphibians, although many aquatic habitats in the urban context may not be suitable. Modeling results guide the identification of priority areas for urban biodiversity conservation in Porto, informing decision-makers, urban planners, and conservationists. This spatially explicit research aids efforts to create more ecologically resilient and biodiverse urban environments. It highlights the role of historical land cover and the unique responses of different vertebrate groups to urbanization, contributing to our understanding of urban biodiversity dynamics and sustainable urban development.","Guilherme, Filipa","Vicente, Joana R.","Carretero, Miguel A.","Farinha-Marques, Paulo",,,,,,,,,,,1,,BIOLOGICAL CONSERVATION,Landscape change,Local scale,Multimodel inference,Spatial prioritization,Species richness,Urban planning,,,,,,,,,,MAR 2024,Mapping multigroup responses to land cover legacy for urban biodiversity conservation
Row_138,"Previous studies on public transit in cities found the positive role of bus shelters in promoting bus ridership. However, a large-scale and comparative investigation of bus shelter status has yet to be conducted, leaving a significant knowledge gap. To fill this gap, this research examined the socio-spatial patterns of bus shelters in 20 small- and medium-sized cities in the United States by employing a deep learning-based computer vision analysis with large-scale street-view images. The results revealed a regional difference in the bus shelter scores (range: 30.2-52.1 %). Overall, there are more bus shelters in neighborhoods with higher population densities or higher proportions of minority populations. However, there are nine cities where neighborhoods with higher proportions of minority populations are not significantly correlated with more bus shelters, suggesting issues of mobility injustice. This study is one of the first to combine an AI method with emerging urban data to examine the socio-spatial patterns of bus shelters in cities.","Kim, Junghwan","Park, Jinhyung","Lee, Jinhyung","Jang, Kee Moon",,,,,,,,,,,2,,CITIES,Artificial intelligence,Bus ridership,Deep learning,Street -view images,Shelter,Transit,Mobility justice,,,,,,,,,MAY 2024,Examining the socio-spatial patterns of bus shelters with deep learning analysis of street-view images: A case study of 20 cities in the US
Row_139,"Understanding human mobility and trip demand through e-bike trajectories is crucial for urban planning, environmental enhancement, and sustainable development. However, existing studies predominantly focus on shared (e-)bike trips, neglecting private e-bike trips. With the recent availability of sparse trajectory for private e-bikes, we established a novel analysis framework to reveal human mobility and trip demand in Wuhan, China. First, we propose a two-step method for extracting trip behavior from sparse trajectories of private e-bikes, involving the identification of staying areas and the generation of e-bike trips. Second, we establish a spatial random forest method to capture the nonlinear relationship between private e-bike trips and driving factors. Finally, we use the interpretable SHAP method to reveal the driving mechanisms of e-bike trips and explore the impact of various factors on these trips. The results indicate that (1) trip distances of private e-bikes follow a lognormal distribution, with an Adj. R-Square of 0.99, while trip times exhibit a Hill distribution, with an Adj. RSquare of 0.95; (2) Private e-bike trips are not commonly employed to address the first/last mile problem in public transportation and are more frequently used for daily commuting needs, with over 65% of these trips covering distances greater than 1 km or lasting longer than 5 min; (3) private e-bike trips positively correlate with the density of POIs like Hospital, School, and Transportation Station. However, compared to shared (e-)bike trips, Transportation Station Density, especially Metro Station Density, is less important for private e-bike trips; and (4) private e-bike trips are also positively correlated with Congestion Level and House Price, meaning that areas with severe traffic congestion or high housing prices tend to have more private e-bike trips. This study provides a new framework for understanding private e-bike trip patterns, also helping authorities better grasp the factors influencing e-bike trip demand.","Wang, Peixiao","Zhang, Hengcai","Cheng, Shifen","Lu, Feng","Zhang, Tong","Chen, Zeqiang",,,,,,,,,0,,JOURNAL OF CLEANER PRODUCTION,Human mobility,Private e-bike trajectories,e-bike trip,Model interpretability,Driving mechanisms,,,,,,,,,,,SEP 15 2024,Understanding human mobility and trip demand through sparse trajectories of private e-bikes
Row_143,"Multidimensional inequalities have been increasingly discussed in the transportation field, particularly in the case of bike riding. Although several studies focused on the gender differences in bike-share systems, only a few include socioeconomic inequalities and the dimension of race. This study considers a multidimensional perspective, relating the urban space characteristics, cycling infrastructure and bike-sharing mobility distribution patterns. We analyzed the data collected from bike-share systems of five major Brazilian cities to investigate the aspects of cycling behavior in terms of gender. Additionally, we examined the uneven access to cycling infrastructure, considering its socio-spatial inequalities. The obtained results confirm the lack of female bike-sharing cyclists at different levels. The gender difference decreased for bike-share trips with longer durations and recreational purposes. In seaside towns, women represented a higher participation percentage in bike-share cycling, particularly in recreational areas such as parks, seafronts, and lakesides. Although cycle lanes reduced the disparity, they did not ensure the gender balance as observed in recreational areas. The proportion of female bike-share cyclists reduced in areas lacking cycle lanes and near metro-rail stations. Furthermore, the peripheries with more Black and lower-class inhabitants lack bike-friendly spaces, which are vital for promoting more sustainable and equitable cities.","Fortes, Laura M.","Giannotti, Mariana","de Freitas, Flavio Soares",,,,,,,,,,,,0,,CITIES,Gender mobility,Uneven access,Cycling infrastructure,Bike-share system,Mobility pattern,,,,,,,,,,,MAY 2024,"Gender, class and race uneven access to bike systems across five Brazilian cities"
Row_146,"Intra-urban origin-destination (OD) network communities evolve throughout the day, indicating changing groups of closely connected regions. Under such variation, groups of regions with high consistency of community affiliation characterize the temporally stable structure of the evolution process, supporting comprehending urban dynamics. However, how to quantify this consistency and identify the associated region groups are open questions. In this study, we introduce the consensus OD network to quantify the consistency of community affiliation among regions. Furthermore, the temporally stable community decomposition method is proposed to identify groups of regions with high internal and low external consistency (named ""stable groups""), where each group consists of temporally stable cores and attaching peripheries. Wuhan taxi data is used to verify our methods. On the hourly time scale, eleven stable groups containing 82.9 % of regions are identified. This high percentage suggests that dynamic communities can be well organized via cores. Moreover, stable groups are spatially closed and more likely to distribute within a single district and separated by water bodies. Cores exhibit higher point of interest (POI) entropy and more healthcare and shopping services than peripheries. Our methods and empirical findings contribute to some practical issues, such as urban area division, polycentric evaluation and construction, and infectious disease control.","Chen, Xiao-Jian","Zhao, Yuhui","Kang, Chaogui","Xing, Xiaoyue","Dong, Quanhua","Liu, Yu",,,,,,,,,1,,CITIES,Origin-destination network,Community evolution,Stable structure,Urban environment,,,,,,,,,,,,JUL 2024,Characterizing the temporally stable structure of community evolution in intra-urban origin-destination networks
Row_147,"Individual trajectories, capturing significant human-environment interactions across space and time, serve as vital inputs for geospatial foundation models (GeoFMs). However, existing attempts at learning trajectory representations often encoded trajectory spatial-temporal relationships implicitly, which poses challenges in learning and representing spatiotemporal patterns accurately. Therefore, this paper proposes a joint spatialtemporal graph representation learning method (ST-GraphRL) to formalize structurally-explicit while learnable spatial-temporal dependencies into trajectory representations. The proposed ST-GraphRL consists of three compositions: (i) a weighted directed spatial-temporal graph to explicitly construct mobility interactions over space and time dimensions; (ii) a two-stage joint encoder (i.e., decoupling and fusion), to learn entangled spatialtemporal dependencies by independently decomposing and jointly aggregating features in space and time; (iii) a decoder guides ST-GraphRL to learn mobility regularities and randomness by simulating the spatial-temporal joint distributions of trajectories. Tested on three real-world human mobility datasets, the proposed STGraphRL outperformed all the baseline models in predicting movements' spatial-temporal distributions and preserving trajectory similarity with high spatial-temporal correlations. Furthermore, analyzing spatial-temporal features in latent space, it affirms that the ST-GraphRL can effectively capture underlying mobility patterns. The results may also provide insights into representation learnings of other geospatial data to achieve generalpurpose data representations, promoting the progress of GeoFMs.","Huang, Fei","Lv, Jianrong","Yue, Yang",,,,,,,,,,,,0,,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,Trajectory representation learning,Spatial-temporal joint distribution,Graph deep learning,Spatial-temporal mobility patterns,Foundation model for geospatial intelligence,,,,,,,,,,,SEP 2024,Jointly spatial-temporal representation learning for individual trajectories
Row_155,"Megacities are major contributors to global road CO2 emissions, highlighting their pivotal role in achieving lowcarbon development. However, comprehensive studies on emission patterns and decarbonization strategies in these metropolitan areas remain limited. This study presents a novel and portable big data-based workflow for megacities to reveal their spatiotemporal dynamics of road CO2 emissions and quantify decarbonization potentials associated with inter-city travel and the 15-minute city concept. We take Guangzhou City (China) as a case study. Our results reveal that primary purpose trips produce 17 % more CO2 emissions than secondary trips on average. Inter-city trips account for 36.3 % of the total emissions in the city, and those for primary purposes exhibit closer spatial distributions with intra-city trips. While providing more 15-minute-walk POIs exhibits a marginally diminishing effect on reducing trip average emissions, comprehensive implementation of the 15-minute city concept in Guangzhou can reduce up to 56.3 % of the total emissions from non-home-related passenger trips, with variations observed across different trip purposes (40 %-70 %). A significant ""head effect"" of decarbonization potential across communities exists for all trip purposes. Our study highlights the environmental limitations of monocentric urban planning models in megacities and contributes valuable insights for crafting effective strategies for sustainable urban development.","Chen, Wangyang","Tan, Ziyi","Wu, Yaxin","Biljecki, Filip","Liao, Shunyi","Zhou, Qingya","Li, Hongbao","Zheng, Yuming","Gao, Feng",,,,,,1,,CITIES,Sustainable development,Urban mobility,Road transport,Carbon emission,Trip purpose,,,,,,,,,,,SEP 2024,Decarbonizing megacities: A spatiotemporal analysis considering inter-city travel and the 15-minute city concept
Row_166,"As many regions continue to show record temperatures and high frequencies of extreme climate events, climate change is disrupting human health and prosperity. This study focuses on how temperature changes and extreme heat as key climate components can impact park visitations (key physical activities indicator). Using the large mobility dataset SafeGraph, this study introduced a causal machine learning approach to estimate marginal heterogenous treatment effects (HTE) of daily apparent temperatures for different park properties and activity types. Our results revealed the declining effects of park visitations as apparent temperature increases and the significant disturbances under extreme heat. Different temperature thresholds that may harm park visitations were identified. Nearby green and public spaces (e.g. neighborhood parks) are the most susceptible category to summer heat. Dog parks, Playgrounds and Ball Field/Sports were well used during the heat. Pool/Splash pad and Community center have shown capabilities of mitigating heat stress. Effectiveness of other park facilities, including Restroom/Drinking Fountain, Water Body, Shade Area Facility were also presented. This study estimates climate impact on park behaviors for multiple usage and environmental situations. Our findings may help future planners, policymakers, landscape architects and park managers better understand climate-related risks when making investment and development decisions.","Song, Yang","Wei, Qing",,,,,,,,,,,,,0,,SCIENCE OF THE TOTAL ENVIRONMENT,Climate change,Causal inference,Big data,Park visitation,Physical activities,,,,,,,,,,,AUG 25 2024,Impact of apparent temperatures on park visitation behavior: A comprehensive analysis using large-scale mobility data
Row_182,"Rural-to-urban migration is a transformative force in economic development and the unprecedented scale of China's experience offers valuable insight for other countries. We draw comparisons with international findings as we review empirical evidence on the impacts of migration on rural migrant-sending communities. We begin by examining how institutional factors, particularly household registration systems and land tenure policies, shape migration decisions. Next, the discussion turns to methodological challenges in studying migration, presents long-term trends, and reviews the impacts of migration on rural household earnings, consumption, and the risk of falling into poverty. We then explore the global phenomenon of ""left behind"" populations, comparing China's experience with other countries regarding the impact of migration on children's well-being, women's empowerment, and care for older people. Throughout, we highlight the way China's internal migration patterns both align with and diverge from international experiences. We conclude by identifying key research gaps.","Giles, John","Mu, Ren",,,,,,,,,,,,,0,,WORLD BANK RESEARCH OBSERVER,rural-urban migration,rural development,labor mobility,poverty alleviation,China,,,,,,,,,,,DEC 2024,"Migration, Growth, and Poverty Reduction in Rural China: Retrospect and Prospects"
Row_184,"The Canadian wildfires in June 2023 significantly impacted the northeastern United States, particularly in terms of worsened air pollution and environmental justice concerns. While advancements have been made in low-cost sensor deployments and satellite observations of atmospheric composition, integrating dynamic human mobility with wildfire PM 2.5 exposure to fully understand the environmental justice implications remains underinvestigated. This study aims to enhance the accuracy of estimating ground-level fine particulate matter (PM 2.5 ) concentrations by fusing chemical transport model outputs with empirical observations, estimating exposures using human mobility data, and evaluating the impact of environmental justice. Employing a novel data fusion technique, the study combines the Weather Research and Forecasting model with Chemistry (WRF-Chem) outputs and surface PM 2.5 measurements, providing a more accurate estimation of PM 2.5 distribution. The study addresses the gap in traditional exposure assessments by incorporating human mobility data and further investigates the spatial correlation of PM 2.5 levels with various environmental and demographic factors from the US Environmental Protection Agency (EPA) Environmental Justice Screening and Mapping Tool (EJScreen). Results reveal that despite reduced mobility during high PM 2.5 levels from wildfire smoke, exposure for both residents and individuals on the move remains high. Regions already burdened with high environmental pollution levels face amplified PM 2.5 effects from wildfire smoke. Furthermore, we observed mixed correlations between PM 2.5 concentrations and various demographic and socioeconomic factors, indicating complex exposure patterns across communities. Urban areas, in particular, experience persistent high exposure, while significant correlations in rural areas with EJScreen factors highlight the unique vulnerabilities of these populations to smoke exposure. These results advocate for a comprehensive approach to environmental health that leverages advanced models, integrates human mobility data, and addresses socio-demographic disparities, contributing to the development of equitable strategies against the growing threat of wildfires.","Yu, Manzhu","Zhang, Shiyan","Ning, Huan","Li, Zhenlong","Zhang, Kai",,,,,,,,,,7,,SCIENCE OF THE TOTAL ENVIRONMENT,Canadian wildfire 2023,Wildfire smoke,Mobility-based exposure,Environmental justice,,,,,,,,,,,,MAY 20 2024,"Assessing the 2023 Canadian wildfire smoke impact in Northeastern US: Air quality, exposure and environmental justice"
Row_185,"Population migration has become a dominant force in shaping local demographic changes in the United States, surpassing natural growth rates. However, whether the migration pattern and the influential factor have distinctive disparities between hierarchical county pairs is still elusive. This study delves into the spatial diversity and driving forces behind migration patterns at the county level, with a particular focus on the disparities through an examination of migration levels and scales. We utilize county-pair-level migration data from the U.S. Census Bureau's American Community Survey to unveil the intricate network structure of population movement. Our findings reveal a pronounced spatial diversity in migration patterns, while cities witness a net influx of population, and in contrast to rural areas, majority of population inflow of cities primarily stems from metro areas. We employ Hierarchical Linear Models to analyze the impact of social connectedness, local wealthiness, and racial diversity on migration flows. The results highlight that cities with robust social networks, higher economic status, and balanced racial diversity are more attractive to migrants. Notably, the influence of racial diversity differences between origin and destination counties is found to be more significant in attracting migration compared to per capita income disparities. The findings offer valuable insights for policymakers and urban planners in managing demographic changes and addressing the challenges associated with migrationdriven population redistribution. The study underscores the importance of considering social, economic, and racial factors in understanding and shaping migration patterns, with implications for regional development and social cohesion.","Yan, Xurui","Han, Haoying","Su, Xing","Fan, Chao",,,,,,,,,,,0,,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,Migration hierarchy,Migration scale,Hierarchical Linear Model,Social connectedness,Racial diversity,,,,,,,,,,,JUN 2024,Data-driven anatomy of hierarchical migration patterns in the United States
Row_188,"As housing costs increase faster than salary and wage growth worldwide, housing affordability stress (HAS) becomes an increasingly crucial urban problem. However, little evidence exists on under what preconditions HAS experiences are likely to be persistent. This study examines the predictors of chronic forms of HAS experiences in the Korean housing market, characterized by a unique tenure system represented by Jeonse renting (i.e., renting only with a security deposit) and severe regional disparities between the Capital region and the rest of the country. After classifying the longitudinal patterns of HAS between 2011 and 2020, we examine under which preconditions between 2007 and 2010 households were likely to experience chronic forms of HAS. The results reveal that certain combinations of household income, housing tenure choice, and location of residence significantly heighten the probability of experiencing chronic forms of HAS. This study contributes to the literature by highlighting the importance of the longitudinal view of HAS experiences and expanding knowledge about the potential mechanisms that drive chronic forms of HAS.","Kim, Jooyoung","Kang, Seungbeom",,,,,,,,,,,,,1,,CITIES,Housing affordability stress,Sequence analysis,Longitudinal analysis,Korea Welfare Panel Study,,,,,,,,,,,,MAY 2024,Predicting the longitudinal patterns of housing affordability stress: Evidence from the Korea Welfare Panel Study
Row_189,"The suburbanization of poverty has been a concerning trend in many urban regions. While research has described patterns of suburbanization of poverty at regional and neighbourhood levels, there are open questions about how lower -income households have agglomerated in the suburbs in recent history. Is suburban poverty primarily a result of 1) the movement of low-income residents from central to suburban neighbourhoods (e.g., via processes of gentrification and displacement), 2) migration between Census Metropolitan Areas and the immigration of low-income groups to suburbs, or 3) becoming and remaining poor while staying in the suburbs? The objective of this paper is to describe and quantify the propensity of these predominant individual geographic pathways to suburban poverty. We do so via a cluster analysis of census and land use data to define neighbourhoods as either central or suburban, and then link this categorization to a large-scale panel dataset representing 20 % of tax filers in Canada (from 2006 to 2016). These data allow for analyzing different pathways within the context of large Canadian metropolitan areas, specifically to what extent poverty in suburban neighbourhoods stems from intraurban residential mobility, immigration, and becoming poor in -place. We find that becoming and remaining poor while staying in the suburbs encompasses a greater proportion of suburban poverty than immigration and centreto -suburb residential mobility combined. Overall, this research expands our understanding of the sources of suburban poverty while also providing pertinent information to aid preventative policy aimed at reducing suburban poverty in Canada.","Allen, Jeff","Farber, Steven","Tiznado-Aitken, Ignacio",,,,,,,,,,,,1,,CITIES,Suburbs,Poverty,Residential mobility,Immigration,Panel data,,,,,,,,,,,APR 2024,Pathways to suburban poverty in nine Canadian metropolitan areas
Row_190,"Understanding how mobility-based green space exposure influences momentary wellbeing is vital to promote life quality. Based on a survey conducted in 2017 characterizing residents' daily activities and environmental pollution exposure in Meiheyuan Community of Beijing, we use Normalized Difference Vegetation Index (NDVI) and Green View Index (GVI) to gauge the amount and visibility of exposure to green space at the granularity of activity episodes. Structural equation models are formulated to examine direct influences of green space on activity satisfaction, mediating effects of real-time environmental pollution, and environmental justice under a dynamic activity context. Our results show that the amount of greenness boosts activity satisfaction, and that the direct relationship between green visibility and activity satisfaction follows an inverted U-shaped curve. NDVI indirectly affects activity satisfaction by reducing perceived air pollution. GVI influences both objective and subjective noise pollution, thereby inducing indirect effects on activity satisfaction. Moreover, clear patterns of environmental injustice emerge: individuals with lower monthly incomes, renters, and the unemployed face heightened environmental pollution, when compared to their more affluent, homeowner, and employed counterparts. These findings underscore the significance of larger parks and green spaces for direct satisfaction enhancement, while street vegetation reduces perceived noise pollution and promotes wellbeing.","Rao, Jingwen","Ma, Jing","Dong, Guanpeng",,,,,,,,,,,,0,,LANDSCAPE AND URBAN PLANNING,Green space,NDVI,GVI,Subjective wellbeing,China,,,,,,,,,,,DEC 2024,How mobility-based exposure to green space and environmental pollution influence individuals' wellbeing? A structural equation analysis through the lens of environmental justice
Row_199,"As we are still not on track to achieve environmental sustainability through technological change, we need to further stress the importance of understanding routinized types of behaviour by private households and the environmental assessment of corresponding consumption of resources. Social practice theories allow us to understand the constitution of human activity and its embeddedness in society. In transformation research, the relevance of social practice theories has been recognized. However, there is still a lack of understanding regarding the conditions under which practices change substantially and what kinds of tools and governance approaches are suitable to foster change in social practices. We therefore propose a novel way to address the transformation of consumption patterns of private households by a) connecting social practice theories to life cycle assessment for a quantitative environmental evaluation of transformation processes and b) using narrative approaches to understand the links between several social practices and conditions for change. An illustrative study of a bottom-up neighbourhood initiative shows how specific meanings and values (expressed, for example, through meanings of ""enough"") affect several social practices from different consumption categories (nutrition, daily mobility, travelling). Environmental assessments further show that changing social practices across consumption categories can substantially decrease environmental pressures from private household consumption, especially in the field of nutrition. The understanding of how various social practices are connected in a nexus through narratives embodying deeper meanings point to novel ways of fostering change and the relevance of social practices related to urban or neighbourhood initiatives as an entry point to a more sustainable way of living.","Suski, Pauline","Augenstein, Karoline","Greiff, Kathrin",,,,,,,,,,,,0,,JOURNAL OF CLEANER PRODUCTION,Social practices,Life cycle assessment,Narratives,Sustainable consumption,Circular economy,Circular society,,,,,,,,,,OCT 20 2024,Life Cycle Assessment of Consumption Patterns - Understanding the links between changing social practices and environmental impacts
Row_202,"In 1969 Thomas C. Schelling published his paper ""Models of Segregation"" and in 1971 he published a follow-up paper introducing ""Dynamic Models of Segregation"". Schelling's papers developed the theoretical models of interactive dynamics of individual residential choices, resulting in pronounced patterns of residential segregation at the city level. Even after 50+ years, the topic of residential segregation and sorting remains as relevant as when Schelling published his papers. The two Schelling papers have been cited more than 8000 times together, and have made a strong impact on the residential segregation literature and beyond. In this paper, we examine how Schelling's ideas have impacted empirical research on residential segregation, and thus contributed to a greater understanding of urban processes. We find that few empirical papers explicitly test the Schelling models in residential segregation studies, and there are a growing number of influential papers in the field of segregation that do not reference Schelling. However, the papers by Schelling have served as a source of inspiration for a diverse set of empirical studies, new ways of defining neighbourhoods and developing more comprehensive theories of segregation.","Ubareviciene, Ruta","van Ham, Maarten","Tammaru, Tiit",,,,,,,,,,,,1,,CITIES,Schelling,Dynamic models,Segregation,Preferences,Residential mobility,,,,,,,,,,,APR 2024,Fifty years after the Schelling's Models of Segregation: Bibliometric analysis of the legacy of Schelling and the future directions of segregation research
Row_207,"Although London's high-density compact city planning has largely delivered sustainable development in the urban core, the wider regional challenge is that housing targets have been consistently missed for the last decade, and the lack of supply is exacerbating the housing affordability crisis. Releasing Green Belt land has been cited as a solution. This paper analyses new build development in the London region from 2011 to 2022, and confirms that Green Belt policy needs reform - local authorities in the Green Belt have the lowest housing delivery in the region, and car dependent 'leap-frog' development is occurring beyond the Green Belt boundary. The relaxation of Green Belt restrictions could greatly boost development, but would also risk producing car dependent housing. This research produces a new Travel Sustainability Index using census travel behaviour data, and analyses the travel patterns of residents in new build housing over the last decade. The conclusions are that more sustainable Green Belt development can be achieved by prioritising development in Outer London and through extending existing towns and cities in the Greater South East. Achieving this outcome will require improved regional planning coordination and infrastructure investment.","Smith, Duncan A.",,,,,,,,,,,,,,0,,CITIES,Green Belt,Transport sustainability,New build housing,London region,Travel Sustainability Index,,,,,,,,,,,JAN 2025,Travel sustainability of new build housing in the London region: Can London's Green Belt be developed sustainably?
Row_209,"Investigating the spatiotemporal characteristics of residents' intercity travel affected by the coronavirus disease (COVID-19) pandemic is of great significance to understanding and extending the impact of major public health affairs on intercity travelers, urban management policies, and intercity cooperative interactions. Taking 366 cities in China as an example, this study proposed a novel research framework for analyzing the spatiotemporal characteristics of intercity population flows. Using AutoNavi population migration big data sets from web crawling, the spatiotemporal structure patterns of intercity travel in China from January 1st to June 30th, 2020 were extracted by using the singular value decomposition (SVD) method. Then the spatial organization patterns of intercity travel networks in China and its five major urban agglomerations were identified by the weighted stochastic block model (WSBM). The results showed that the total volume of intercity travel in China and its five major urban agglomerations experienced a process of rapid decline followed by a slow recovery, presenting a ""Vshaped"" distribution since the outbreak of the COVID-19 pandemic. Three distinctive intercity travel patterns, namely the stable, holiday, and weekday-weekend intercity trip patterns, were extracted from the spatiotemporal OD matrix of intercity travel. Strong intercity travels were mainly distributed in eastern and central China, forming an intercity travel pattern in which core cities pushed and pulled each other within the national urban agglomerations. However, intercity migration flows were dominated by weak-intensity flows. Intercity trips during the holidays had a phenomenon of ""escaping from the metropolis"". Meanwhile, it had significant spatial proximity and directionality. The daily intercity trips were characterized by a remarkable periodicity with seven days as a repeat. A more interesting finding is that when weekends overlap with holidays, intercity travel on the 1-2 days before the vacations has presented an effect of ""suppression travel"". Furthermore, at the national scale, the stable intercity travel network has formed a polycentric core-periphery structure of ""Three Cores-Six Semiperipheries-Five Peripheries"". At the urban agglomeration scale, they formed respectively distinguished monocentric, bicentric, and polycentric core-periphery structures.","Wei, Shimei","Pan, Jinghu",,,,,,,,,,,,,0,,CITIES,Intercity travel,Spatiotemporal pattern,Singular value decomposition (SVD),Weighted stochastic block model (WSBM),COVID-19,AutoNavi migration index (AMI),China,,,,,,,,,SEP 2024,Spatiotemporal characteristics of residents' intercity travel in China under the impact of COVID-19 pandemic
