Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,publish time,title
Row_110,"While existing social and political research has qualitatively discussed the stigmatization of urban villages (UVs), there's a lack of quantitative support. This study innovatively attempts to provide quantitative evidence, employing a spatial perspective for the destigmatization of UVs. We integrated population trajectory, GDP data, employment and residential points of interest, and developed a spatial gravity model to derive the spatial attractiveness index. Concurrently, we selected environmental, spatial structure, and housing economic indicators to construct a regression analysis. Our findings revealed that urban villagers exhibit a preference for shorter daily commutes, underscoring the positive role of UVs in promoting job-housing balance and providing diverse services. The high-frequency mobility of villagers accelerates the categorization of UVs and enhances intra-area circulation. We further discussed the interaction between UV renewal and its destigmatization. To counter spatial stigmatization, enhancing the spatial quality and infrastructure of UVs, as well as promoting diversified land use can reduce the public's stereotypical impressions. Moreover, prioritizing affordable housing and equitable distribution of facilities, along with fostering synergies between urban capital and UVs, can facilitate the destigmatization process. Stigmatization in informal settlements is a widespread issue. Our quantitative approaches, as well as targeted renovation and policy recommendations, can serve as a blueprint for addressing similar challenges in informal settlements globally.","Rui, Jin","Xu, Yuhan","Li, Xiang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,HABITAT INTERNATIONAL,Destigmatization,Urban villages,Mobility patterns,Job-housing patterns,Spatial attractiveness,,,,,,,,,,AUG 2024,Destigmatizing urban villages by examining their attractiveness: Quantification evidence from Shenzhen
Row_114,"Leisure walking can improve the physical and mental health of urban people. Especially, riverfront streets have a comfortable blue space that can bring higher pedestrian benefits. Improving the pedestrian quality of service (PQOS) of riverfront streets is crucial. However, the needs of citizens for walking and daily activities are rarely considered in the riverfront streets. This paper established the evaluation system for PQOS of riverfront streets from five aspects of accessibility, attractiveness, comfort, safety and pleasure, and realized the collection and calculation of indicators through space syntax, semantic segmentation and other methods. Taking Jilin Riverfront Streets as examples, the PQOS was evaluated. Through the establishment of the coordinate system, the streets were divided into four categories: Advantage, Maintain, Opportunity and Improvement streets. The renewal strategies were proposed. The results showed that the PQOS have great room for improvement. The natural openness ratio and blue visual index of the improvement streets need to be enhanced. Most opportunity streets were located in the residential, industrial and biophilic districts. The number and types of service facilities need to be increased. The evaluation method can assist the designers to update the PQOS of riverfront streets, and provide data support for that.","Sun, Dong","Ji, Xiang","Lyu, Mei","Fu, Yao","Gao, Weijun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,JOURNAL OF CLEANER PRODUCTION,Riverfront streets,Pedestrian quality of service,Evaluation system,Diagnostic assessment,Renewal strategy,,,,,,,,,,MAY 1 2024,Evaluation and diagnosis for the pedestrian quality of service in urban riverfront streets
Row_125,"In the context of increasing focus on social sustainability, neighborhood rehabilitation has emerged as a crucial component of global urban renewal initiatives. Distinct from most renewal paradigms that are usually one-offs, neighborhood rehabilitation is a long-term endeavor that requires ongoing resident participation to effectively address diverse needs, investment shortages, and governance challenges. Extant research predominantly focuses on residents' initial engagement, leaving the dynamics of continued participation and its influencing factors largely unexamined. Employing the Expectation-Confirmation Model (ECM), this study explores how residents' initial participation experiences influence their intentions to continue participation. Analyzing questionnaire responses from 367 experienced residents in Wuhan, China, the study finds that a mere 38.2 % of residents exhibit re-engage intention. Path analysis shows that initial participation experience influences residents' reengage intention indirectly through participation satisfaction and perceived usefulness. Residents' re-engage intention is most influenced by level of influence residents hold in decision-making, followed by type of activities they engage in, and stage of their initial involvement. As an exploratory study into the realm of continued participation, this research uncovers several potential pathways and policy recommendations, aiming to ease residents' transition from initial acceptance to sustained engagement in future neighborhood development efforts.","Li, Yu","Zhuang, Taozhi","Qian, Queena K.","Mlecnik, Erwin","Visscher, Henk J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,CITIES,Neighborhood rehabilitation,Urban renewal,Resident participation,Continued participation,Expectation-confirmation model (ECM),China,,,,,,,,,APR 2024,From acceptance to continuance: Understanding the influence of initial participation experience on residents' intentions to continue participation in neighborhood rehabilitation
Row_126,"The rapid increase in Urban Construction Sites (UCSs) due to urbanization has become a global trend. UCSs are crucial for timely tracking of urban expansion and renewal progress, understanding settlement environments and human activities, and achieving Sustainable Development Goals (SDGs) 3 and 11. However, distinguishing UCSs from other land covers remains challenging, whether using spatial texture and spectral features or time-series characteristics. There is an urgent need for a universally applicable UCS mapping method at the national scale, a gap that current research has yet to fill. In this study, we proposed a method combining geospatial data with remote sensing data for national UCS mapping under medium spatial resolution. Additionally, we combine the UCS mapping results with SDGSAT-1 GLI data to evaluate the utilization status of new construction areas, thereby supporting SDG 11.3. The results showed that, for six representative cities, the F1-Score and Matthews Correlation Coefficients (MCC) for exposed UCS mapping results ranged from 98.83 % to 99.49 % and from 0.64 to 0.77, respectively. Variable importance detected in the Random Forest (RF) model highlighted that the key to identifying UCSs lay in geospatial information describing UCS spatial distribution, including distance to roads, city boundaries, and dust-proof nets. The assessment of the utilization status for new construction areas highlights the differences in the utilization status with which cities at various stages of development utilize these new areas. We then compared the ability of UCS distribution with existing impervious surface products in reflecting the dynamics of urban construction. The results showed that UCS spatial distribution could reflect urban construction patterns more timely and accurately, providing key insights for urban planners. Overall, this study provides a universal methodology that can be referenced for mapping land covers that have low separability in spectral and textural features in complex urban environments. The proposed method offers a cost-effective and reliable way to map nationwide UCS distribution, providing clear and timely spatial information for urban planning and achieving SDGs.","Zhang, Chaoqun","Chen, Ziyue","Luo, Lei","Zhu, Qiqi","Fu, Yuheng","Gao, Bingbo","Hu, Jianqiang","Cheng, Liurun","Lv, Qiancheng","Yang, Jing","Li, Manchun","Zhou, Lei","Wang, Qiao",,,,,,,,,,,,,,,,,,,,,,,,,0,,REMOTE SENSING OF ENVIRONMENT,Urban construction site (UCS),SDGSAT-1,Geospatial data,National-scale mapping,Urbanization,,,,,,,,,,DEC 15 2024,Mapping urban construction sites in China through geospatial data fusion: Methods and applications
Row_132,"Existing urban street planning often neglects human perception despite being designed for human utility. Therefore, exploring the relationship between urban street planning and human perception, especially restorative perception, is crucial for sustainable urban planning. In this study, we analyzed restorative perception of urban streets among different population groups and accessibility of urban streets using Baidu Street View Images, deep learning, and space syntax. Furthermore, we clarified the impacts of various street elements on restorative perception using correlation and ridge regression analyses. Based on restorative perception and accessibility coupling assessment, streets were classified into four types, identifying ""inefficient segments"" and ""prioritized segments"". The results showed that: 1) the level of restorative perception of streets in Nanjing was relatively limited and exhibited variation across different population groups; 2) the impacts of different street elements on restorative perception varied, with trees having the highest positive impact (beta = 0.378), while walls had the greatest negative impact (beta = - 0.182); and 3) ""prioritized segments"" and ""inefficient segments"" represented 33.92 % and 17.96 %, respectively, indicating the urgent demand for streets planning and renewal. These findings can offer targeted recommendations for enhancing restorative environment of urban streets and identifying priority areas for urban street planning.","Wu, Yunfei","Liu, Qiqi","Hang, Tian","Yang, Yihong","Wang, Yijun","Cao, Lei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,CITIES,Restorative perception,Urban street planning,Street view image,Deep learning,Space syntax,,,,,,,,,,APR 2024,"Integrating restorative perception into urban street planning: A framework using street view images, deep learning, and space syntax"
Row_140,"The global urbanization trend is geographically manifested through city expansion and the renewal of internal urban structures and functions. Time-series urban land use (ULU) maps are vital for capturing dynamic land changes in the urbanization process, giving valuable insights into urban development and its environmental consequences. Recent studies have mapped ULU in some cities with a unified model, but ignored the regional differences among cities; and they generated ULU maps year by year, but ignored temporal correlations between years; thus, they could be weak in large-scale and long time-series ULU monitoring. Accordingly, we introduce an temporal-spatial-semantic collaborative (TSS) mapping framework to generating accurate ULU maps with considering regional differences and temporal correlations. Firstly, to support model training, a large-scale ULU sample dataset based on OpenStreetMap (OSM) and Sentinel-2 imagery is automatically constructed, providing a total number of 56,412 samples with a size of 512 x 512 which are divided into six sub-regions in China and used for training different classification models. Then, an urban land use mapping network (ULUNet) is proposed to recognize ULU. This model utilizes a primary and an auxiliary encoder to process noisy OSM samples and can enhance the model's robustness under noisy labels. Finally, taking the temporal correlations of ULU into consideration, the recognized ULU are optimized, whose boundaries are unified by a time-series co-segmentation, and whose categories are modified by a knowledge-data driven method. To verify the effectiveness of the proposed method, we consider all urban areas in China (254,566 km2), and produce a time-series China urban land use dataset (CULU) at a 10-m resolution, spanning from 2016 to 2022, with an overall accuracy of CULU is 82.42%. Through comparison, it can be found that CULU outperforms existing datasets such as EULUC-China and UFZ-31cities in data accuracies, spatial boundaries consistencies and land use transitions logicality. The results indicate that the proposed method and generated dataset can play important roles in land use change monitoring, ecological-environmental evolution analysis, and also sustainable city development.","Xiong, Shuping","Zhang, Xiuyuan","Lei, Yichen","Tan, Ge","Wang, Haoyu","Du, Shihong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,REMOTE SENSING OF ENVIRONMENT,Urbanization,Land use,Time-series mapping,China urban land use dataset (CULU),,,,,,,,,,,OCT 1 2024,Time-series China urban land use mapping (2016-2022): An approach for achieving spatial-consistency and semantic-transition rationality in temporal domain
Row_160,"Based on a multi-source data fusion-driven assessment framework, this study quantitatively evaluates the urban environmental resilience (UER) of seven Chinese petrochemical port cities (PPCs) from 2012 to 2019 under the compound environmental pressures (CEPs) of the petrochemical industry. The findings revealed that Tangshan and Zhangzhou can be classified as high-pressure and low-resilience cities; Lianyungang and Huizhou as highpressure and medium-resilience cities; Dalian and Ningbo as medium-pressure and medium-resilience cities; and Shanghai as a low-pressure and high-resilience city. From 2012 to 2019, the UER of PPCs exhibited a fluctuating upward trend. However, most cities can currently only withstand single petrochemical environmental pressures and are incapable of managing the CEPs of the petrochemical industry. Except for Shanghai, the UER of all cities is below the average level of 0.106. The implementation of cleaner production and the green petrochemical industry's scale have not yet met the policy expectations set by authorities. Moreover, major ecological initiatives and policy regulations are lagging, relative to the pace of the development of petrochemical industries. Key environmental pressure sources from the petrochemical industry were identified: reinforced dependence on petrochemical fuels (0.0393), high carbon emissions from the petrochemical industry (0.0335), and the instability of fossil energy supplies (0.0328). Insufficient environmental resistance (-0.068) and delayed renewal capacity (0.041) have been identified as weak links limiting the UER of PPCs. Strengthening environmental protection projects, improving urban infrastructure, and controlling petrochemical industry risks were projected as common focal points and effective environmental measures for all PPCs to manage long-term threats and sudden CEPs from the petrochemical industry.","Tian, Chuang","Liang, Yahui","Lin, Qiaoqiao","You, Dongni","Liu, Zun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF CLEANER PRODUCTION,Petrochemical industry,Compound environmental pressures,Multi-source data fusion,Urban environmental resilience,Sustainable cities,,,,,,,,,,SEP 15 2024,Environmental pressure exerted by the petrochemical industry and urban environmental resilience: Evidence from Chinese petrochemical port cities
Row_171,"The conflict between public and private interests has become a focal point of contention among various parties in the process of expropriation and relocation for historic urban regeneration. Failures to properly resolve such conflict often lead to impeded urban regeneration and/or loss of cultural values. Although previous studies have analyzed the mediating role of various types of indirect stakeholders in historic urban regeneration, they have not further examined various effects of indirect stakeholders. Inspired by the theories of dependence, deterrence, and agency among stakeholders, this study explains the different effects of indirect stakeholders on the three parties (government, developers, and residents) following the evolutionary game theory. Specifically, replicator dynamics equations are established to simulate the evolution paths of the government, developers, and residents in the tripartite game involving indirect stakeholders through a case study for the historic regeneration of Zhongshan Road in Nanning, China. Modeling parameters are obtained through semi-structured interviews and quantified analyses of policy documents. The results reveal that indirect stakeholders (1) show a positive ally effect benefiting the stability of government strategies, (2) have a negative deterrent effect conducive to the stable evolution of developers, and (3) have an indirect leverage effect on the evolution of residents. Our study makes contributions by (1) designing a new indirect stakeholder mechanism to urban regeneration, and (2) establishing a new analysis framework for the tripartite game in urban regeneration. Although the case study is conducted in the context of China, the analytical framework is applicable to other countries.","Zhong, Jimin","Li, Bin","Shen, Guoqiang","Zhou, Long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Historic urban regeneration,Indirect stakeholder,Evolutionary game theory,Replicator dynamic system,Ally,deterrence,or leverage effects,,,,,,,,JUN 2024,"Ally, deterrence, or leverage in the tripartite game? The effects of indirect stakeholders in historic urban regeneration"
Row_177,"Old urban areas, characterized by complex land use and inadequate infrastructure, exhibit high vulnerability to precipitation extremes. The integration of dual-use public infrastructure stands at the forefront of planning initiatives to enhance urban flood resilience. This study introduces a pioneering Smart Water Plaza (SWP) system, orchestrated by predictive algorithms, to mitigate pluvial floods. A high-risk old neighborhood (4.5 km2) in Changsha, China, is selected as a case for empirical analysis. Two types of SWPs-in-situ detention, and runoffreceiving units-are initially established based on spatial mapping and potential analysis. The core feature of the SWP system is a multi-horizon 2D-1D model predictive control (MPC), which directly verifies the suitability of terrain configurations and evaluates temporal efficiency. The study plots the performance curves of the SWPs under various design rainfalls and demonstrates flood dynamics using an actual torrential event. The findings indicate that SWPs' resilience contribution index for the stormwater system ranges from 9 % to 38 %. Furthermore, SWPs covering only 5 % of the site lead to an obvious decrease in flooded areas, with reductions ranging from 46 % to 48 %. These outcomes highlight the disaster mitigation potential inherent in multifunctional public spaces for Sponge City transformation and urban renewal efforts.","Zhou, Huaiyu","Zhao, Xiaoying","Wu, Renzhi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF HYDROLOGY,Flood resilience,Real-time control,Hydrodynamic modeling,Model predictive control,Sponge City,,,,,,,,,,AUG 2024,Alleviating urban pluvial floods via dual-use water plazas orchestrated by predictive algorithms
Row_202,"The process of sustainable urban development is accompanied by frequent and complex land cover changes, and thus, clarify accurate information on land cover changes can provide scientific data for urban management. To characterize urban development at an accurate spatiotemporal scale, a change detection model is not only required to provide accurate location (Where) and time (When) of the changes, but also semantic information on the change types (What). Accordingly, this study proposed a deep learning method for temporal semantic segmentation change detection (TSSCD) that obtains information on the where, when, and what of changes simultaneously. TSSCD model bridges the semantic gap between remote sensing time series abrupt changes and land cover changes by learning the month-to-month mapping from spectral information to land cover types. We implemented a temporal semantic segmentation model based on the most classic fully convolutional network, where all two-dimensional convolutions and pooling operations were replaced with one-dimensional. We conducted tests on the TSSCD in several urban study areas, and it consistently exhibited good accuracy. In most cases, it outperformed the BFAST and CCDC algorithms, except when only a single spectral band was used. Simultaneously, we analyzed the minimum data requirements for training a TSSCD. The TSSCD currently faces challenges in achieving strong generalization beyond the training data distribution. Additionally, we observed that change detection for specific land cover types can be achieved through the flexible configuration of TSSCD. Finally, we explored a method for constructing datasets using existing products to minimize data annotation efforts, yielding promising results. However, there is still some gap compared to complete manual annotation. Overall, the TSSCD model provided a novel solution to accurately characterize sustainable urban development at the spatiotemporal scale.","He, Haixu","Yan, Jining","Liang, Dong","Sun, Zhongchang","Li, Jun","Wang, Lizhe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,REMOTE SENSING OF ENVIRONMENT,TSSCD,Change detection,Remote sensing,Urban expansion and renewal,Sentinel-2 time series,Deep learning,,,,,,,,,MAY 1 2024,Time-series land cover change detection using deep learning-based temporal semantic segmentation
Row_224,"China is exploring innovative agricultural practices in pursuit of carbon neutrality by 2060. Rooftop agriculture (RA) offers significant benefits by reducing food miles and minimizing food losses. To evaluate the emission reduction potential of RA within the current food system, we used a life cycle assessment (LCA) approach to assess its effectiveness in minimizing food loss-related emissions. The results indicated that, under optimal conditions, RA can reduce total supply chain emissions by 60.98%. It can lower carbon emissions by up to 0.407 kgCO2eq per kilogram of crop production, with each square meter of RA equivalent to 8.44 m2 of conventional planted land. From a broader production perspective, a 1% shift from traditional to rooftop vegetable cultivation can decrease total agricultural production emissions by up to 0.389%.","Fang, Yi-chao","Zhang, Ya-xuan","Zhang, Yong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF CLEANER PRODUCTION,Rooftop agriculture,Carbon sink,Carbon reduction,LCA,,,,,,,,,,,DEC 10 2024,Research on negative carbon potential and mechanisms in the productive renewal of Roof gardens
Row_229,"Quantitative analysis of Black business districts and evidence on the magnitude of social change leading up to the passage of the Civil Rights Act of 1964, in particular as it relates to the accessibility of public accommodations, is limited. We combine newly digitized data on the precise geocoded location of nearly 6000 Green Book establishments - public accommodations that were friendly towards African American clientele - across major urban areas with existing and new sources of data on social change to understand the dynamics of Black -friendly businesses within cities during the middle of the twentieth century. In doing so, we document a new set of facts. First, we show that the location and growth of Green Book establishments responded to economic forces. Second, we show that there was a large increase in the number of Green Book establishments in cities between 1939 and 1955. Third, for Green Book establishments located in cities for which the Home Owner's Loan Corporation (HOLC) drew residential security maps, the vast majority (nearly 70 percent) were located in the lowest -grade, redlined neighborhoods. And finally, we show that 1950s urban renewal projects were related to the contraction of non-discriminatory businesses. Collectively, these facts suggest that more research on Black -owned and Black -friendly businesses is needed to fully understand the economics of urban change in the twentieth century.","Jones, Maggie E. C.","Logan, Trevon D.","Rose, David","Cook, Lisa D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF URBAN ECONOMICS,Race,Black business,Location of firms,Public accommodations,,,,,,,,,,,MAY 2024,Black-Friendly businesses in cities during the Civil Rights Era
Row_239,"The urban policies for the sustainable development of the territories are focused on the definition of effective regeneration projects. Within the design and ideas competitions, the evaluation of the proposals constitutes a crucial step in the decision-making processes. During the last decades, the participatory approach has played a central role for the selection of initiatives in line with the changing framework of the communities' needs. The present research aims to propose and test an evaluation methodological approach to support choice processes for the identification of the ""best"" project solution among different hypotheses. The methodology is articulated in seven phases and integrates different tools (context analysis, econometric technique, strengths, weaknesses, opportunities, and threats analysis, A'WOT method). It addresses the various subjects involved in the mechanisms of identifying the initiatives to be implemented in the territory, that is, (i) the Public Administrations to guide the selection of the most suitable scenarios based on the reference context, (ii) the planners to provide guidelines for the formulation of intervention plans that are effective and appropriate for the reference context, and (iii) the private investors to carry out financially feasible initiatives. The implementation of the proposed evaluation approach to a case study regarding a district in Rome (Italy) allows to test its user-friendliness in the processes of project alternative selection, in which different proposals are provided. The practical implications of the tool concerns its ability to support the determination of the criteria and the relative weights to be considered in the calls for the project competitions.","Tajani, Francesco","Morano, Pierluigi","Di Liddo, Felicia","La Spina, Ivana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SUSTAINABLE DEVELOPMENT,assessment models,A'WOT,decision-making processes,questionnaires,sustainable development,SWOT analysisurban regeneration project,,,,,,,,,AUG 2024,An evaluation methodological approach to support the definition of effective urban projects: A case study in the city of Rome (Italy)
Row_248,"We sought to create a comprehensive model to address the lack of a conceptual framework that captures the dynamic (re)production of place attachment in the context of change and time, and the partial neglect of the role of physical and social places. Our proposed model informed by critical literature review describes how residents, affected by urban displacement (change), negotiate the neighborhood's affordances and shape its socio-spatial network, community ties, and continuity/familiarity dimensions. Singapore's massive displacement programs - relocating the citizens from villages to urban public housing (Village Clearance, 1927-1990) and more recently from aging housing stocks to alternative sites (Selective En bloc Redevelopment Scheme, SERS, since 1995) have enabled urban redevelopment and renewal over the years. The implementation of the ongoing SERS policy provides a context for this study. Mixed -method research in Tanglin Halt public housing neighborhood which underwent three SERS phases, included a policy review, initial spatial mapping, first -person observations and interviews (N = 38). The findings validate the proposed model and provide a new taxonomy on a community's affordances to trace how attachments change over time. Furthermore, it indicates the significance of a sociospatial heart(s) and residents' agency for communities to dynamically negotiate displacement, which can inform urban regeneration policy.","Ellenbogen, Nirit Rivka","Trivic, Zdravko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,CITIES,Dynamic place attachment,Displacement,Socio-ecological model,Adaptation to change,Taxonomy of community affordances,,,,,,,,,,MAY 2024,Dynamic place attachment in the context of displacement processes: The socio-ecological model
Row_256,"Disparities between the supply of nighttime economic services and the demand of local residents have caused a series of problems. By linking massive mobile phone data and an anchor-based activity inference algorithm, we propose a data-driven framework to quantify the separate development of the nighttime economy and housing from a human activity standpoint. The framework includes three perspectives: individual travel distance, imbalance ratio distribution, and the spatial structure of the nighttime economy-housing interactions. Using the city of Shenzhen as the case study area, we explored the corresponding nighttime economy-housing separation patterns. A series of comparative analyses with the job-housing separation were conducted for comparison. The analysis results indicate that the separate development of the nighttime economy and housing is a common and alarming phenomenon. Over 15 % of the nighttime economic activities occurred over 5 km from the residents' homes. Residents preferred to conduct their nighttime economic activities closer to home than commuting for the same. Residents' nighttime economic activities have formed a relatively fixed spatial structure. The possible causes are explored in terms of economic development, scale effects, and administrative divisions. This study contributes to a more holistic understanding of the nighttime economy. Our findings can promote the nighttime economy development and inform urban renewal policy.","Li, Mingxiao","Tu, Wei","Tong, Huan","Cao, Jinzhou","Zhong, Chen","Zhang, Hengcai","Zhu, Jiasong","Li, Qingquan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Nighttime economy,Nighttime economy -housing separation,Human activity,Mobile phone data,,,,,,,,,,,MAY 2024,"Quantifying the nighttime economy-housing separation from a human activity standpoint: A case study in Shenzhen, China"
Row_262,"Resort socioecological systems (SESs) have changed significantly worldwide because of rapid urbanisation and tourism development. Exploring the dynamics and driving mechanisms of resort SES at different stages is beneficial for understanding urban adaption to future pressure, creating elaborate strategies for tourism innovation, and achieving sustainable resort development. Therefore, this study proposed the Adaptive-TALC model as a novel analytical framework for resort evolution, using Qinhuangdao Resort as an empirical case study. The results revealed that 1) from 1979 to 2023, Qinhuangdao tourism resort had been gradually transformed from a simple socioecological system based on natural resource utilization to a complex adaptive system integrating natural and human resource utilization, 2) governance systems played a pivotal role in resort evolution, and business utilized digital technology to innovate resort products, thereby accelerating system renewal and reorganisation, and 3) within the context of panarchy, Aranya 's holiday products serve as a model for local businesses to improve and innovate their products and ultimately promote Qinhuangdao 's sustainable development. This study contributes to theories of tourist destination evolution by providing a novel framework for the cognition of the tourism resource sustainable utilization in resorts and provides insights into innovative approaches such as nature-cultural hybrid solutions, adaptive urban planning, and digital tourism, enabling tourism cities to enhance their adaption and mitigate potential risks.","Gao, Caixia","Xia, Siyou","Liu, Jiaming","Tao, Hui","Zhu, Zehui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,HABITAT INTERNATIONAL,Socioecological system,Adaptive cycle theory,Tourism area life cycle,Tourism cities,,,,,,,,,,,SEP 2024,"Adaptive evolution and dynamic mechanism of resort socioecological system in tourism cities: The case of Qinhuangdao, China"
Row_270,"Approximately 10 % of global anthropogenic CO2 emissions arise from the cement and concrete industry driven by urban expansion and a constant need for infrastructure renewal. Reusing waste CO2 to make new construction materials produces circular carbon flows and constitutes a key step toward a carbon-negative economy. To establish a holistic view of the field, this paper examines upscaled technologies with industrial deployments for utilizing CO2 in manufacturing cement-based materials and analyzes their interplay for attaining net-zero emissions (NZE) in the concrete sector. By scrutinizing the status quo, it suggests that NZE agendas should be diversified catering to the wide-ranging built products. Small-sized precast elements and lightweight components lead the way in carbon-neutral manufacturing, while the market-dominating ready-mix concrete is by far difficult to decarbonize and relies on the incorporation of pre-carbonated ingredients, preferably sourced from alkaline wastes, to leverage large-scale CO2 utilization. To expedite the race to NZE, it is necessary to combine the development of CO2 utilization and low-CO2 cement to create decarbonization strategies tailoring for individual products. In this regard, the paper reveals credible pathways and research needs to facilitate their implementation in sustainable construction.","Zhang, Duo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,SCIENCE OF THE TOTAL ENVIRONMENT,Concrete,Cement,CCUS,Mineral carbonation,Sustainability,,,,,,,,,,JUN 25 2024,CO2 utilization for concrete production: Commercial deployment and pathways to net-zero emissions
Row_273,"The growing mobility and academic emphasis have challenged the traditional link between remaining in one place and successful aging, emphasizing dwelling conditions that fit older adults and their preferences for relocating or staying. Using 5034 older-participant data in the CFPS 2012/2014 waves, we categorized them into six categories based on their intended or unintended (im-)mobility. Descriptive statistics revealed diverse housing and community characteristics and their health consequences. Logistic regression and paired-sample Wilcoxon signed-rank tests examined health changes across categories, while panel-ordered logit models explored the influence of housing and community features on health. The results indicate no significant correlation between (im-)mobility types and health outcomes, although certain subgroups exhibit meaningful relationships. Intended immobility seems to provide more psychological benefits than substantive health advantages. Whether intentional or not, relocation often leads to improved housing conditions, better aligning them with physical needs. The study also outlines the (im-)mobility process among older adults, from intention and competence to action, and establishes an intention/competence model for their (im-)mobility. Enhanced comprehension in this field would be beneficial for reassessing whether older individuals should stay in place or relocate, and for emphasizing the significance of tailored strategies for the living arrangements of the older population.","Zhang, Ziqi","Wen, Fang","Xu, Danhua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Aging-in-place,Residential mobility,Older adults,Housing,Health,,,,,,,,,,APR 2024,Differentiating intentions and competence: Exploring living environments and health outcomes among older adults in diverse residential (im-) mobility scenarios
Row_276,"Most existing studies on shrinking cities focus on identifying and characterizing population contraction at the city scale and lack an in-depth exploration of the mechanisms of population contraction and daily life scenarios at the street scale. To fill this gap, this study employed semi-structured interviews and participant observation to analyze the street vitality and mechanisms of operation of Dongda Street in Rugao County of Jiangsu Province in China. The study found the following. First, the interspersed urban renewal has allowed residents to retain their original lifestyles and time-space routines, and they continue to enact an endogenous street ballet. Second, new residents gradually develop new lifestyles and time-space routines in the streets, showcasing an exogenous street ballet. Third, both groups jointly perform hybrid street ballets in their daily lives through close public interactions. These findings suggest that while Dongda Street is an aging neighborhood, the survival of the original street pattern and old buildings has allowed the neighborhood to retain its historical flavor. Additionally, the moving in of creative industries and merchants injects new vitality into the neighborhood. These findings examine daily street life in the context of population contraction and help break the stereotypes of population contraction.","Yang, Zhenshan","Huang, Xu","Sun, Yi","Li, Hanyan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Population contraction,Place ballet,Insideness of place,Outsideness of place,Sense of place,,,,,,,,,,JUN 2024,Street ballet in the context of population contraction: A case study of Dongda Street in Rugao City
Row_290,"Currently, many countries have built geoinformation databases and gathered large amounts of geographic data. However, with the extensive construction of infrastructure and rapid expansion of cities, the road updating process is imperative to maintain the high quality of current basic geographic information. Currently, road extraction and change detection are two commonly used methods to solve road updating problems. Most of the existing methods rely on a large number of accurate road labels to generate road information while ignoring the use of quantities of available but incomplete road maps. In our work, we proposed a semisupervised road extraction method specifically for road-updating applications [semi-supervised road updating network (SRUNet)]. In this approach, historical road maps are fused with the latest remote sensing images, and the state of the roads is updated directly. A multibranch network is the core of the method, which consists of three noteworthy parts: the map encoding branch (MEB) proposed for representation learning, the boundary enhancement module (BEM) for improving the accuracy of boundary prediction, and the residual refinement module (RRM) for further optimizing the prediction results. We applied our method to two datasets: the DeepGlobe public dataset and our self-constructed dataset from Zhengzhou and Nanjing. Experimental results show that our method achieves an improvement of 14.37% over the baseline approach. Notably, the addition of historical maps improved the model's performance by 12.4%. Promising results were obtained on the two cities' large-scale road networks. With reliable prediction results and improved performance, we believe that SRUNet is meaningful for a wide range of road renewal applications.","Chen, Xin","Yu, Anzhu","Sun, Qun","Guo, Wenyue","Xu, Qing","Wen, Bowei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,Roads,Feature extraction,Data mining,Remote sensing,Vectors,Deep learning,Urban areas,road extraction,road updating,semisupervised learning (SSL),,,,,2024,Updating Road Maps at City Scale With Remote Sensed Images and Existing Vector Maps
